#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	107	1054	+	CCGIAH_00005		hypothetical protein	
contig_1	cds	1208	4186	-	CCGIAH_00010		hypothetical protein	PFAM:PF07715.18, PFAM:PF13620.9, PFAM:PF13715.9
contig_1	cds	4336	5262	+	CCGIAH_00015		Phosphoribosylaminoimidazole-succinocarboxamide synthase	SO:0001217, UniRef:UniRef50_Q8A004
contig_1	cds	5341	6021	-	CCGIAH_00020		hypothetical protein	
contig_1	cds	6087	6512	-	CCGIAH_00025		hypothetical protein	
contig_1	cds	6845	7960	+	CCGIAH_00030		3-carboxymuconate cyclase	SO:0001217, UniRef:UniRef50_A0A1Y2RBJ0
contig_1	cds	7981	9360	-	CCGIAH_00035		Histidine kinase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M3HCU5
contig_1	cds	9519	10547	-	CCGIAH_00040		tRNA uridine(34) hydroxylase	SO:0001217, UniRef:UniRef50_P57446
contig_1	cds	10966	11367	-	CCGIAH_00045		hypothetical protein	
contig_1	cds	11337	13784	-	CCGIAH_00050		Acyl-homoserine lactone acylase QuiP	SO:0001217, UniRef:UniRef50_A0A1V5G9P6
contig_1	cds	13868	14998	-	CCGIAH_00055		hypothetical protein	PFAM:PF13449.9
contig_1	cds	15027	15923	-	CCGIAH_00060		hypothetical protein	
contig_1	cds	16025	16942	+	CCGIAH_00065		hypothetical protein	
contig_1	ncRNA	16982	17380	-	CCGIAH_00070	RNaseP_bact_a	Bacterial RNase P class A	RFAM:RF00010, SO:0000386
contig_1	cds	17691	18710	-	CCGIAH_00075		Smr domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M3H980
contig_1	cds	18743	20473	-	CCGIAH_00080		AA-permease-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A076HT99
contig_1	cds	20605	20952	+	CCGIAH_00085		hypothetical protein	
contig_1	cds	20958	21923	-	CCGIAH_00090		Geranylgeranyl diphosphate synthase, type II	SO:0001217, UniRef:UniRef50_A0A1H8J680
contig_1	cds	22000	24003	-	CCGIAH_00095		Ribonuclease R	SO:0001217, UniRef:UniRef50_G8TF88
contig_1	cds	24007	25086	-	CCGIAH_00100		Tetraacyldisaccharide 4'-kinase	SO:0001217, UniRef:UniRef50_A0A838TUM6
contig_1	cds	25076	25645	-	CCGIAH_00105		5-formyltetrahydrofolate cyclo-ligase	SO:0001217, UniRef:UniRef50_A0A172TRD0
contig_1	cds	25683	26234	-	CCGIAH_00110		16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD	SO:0001217, UniRef:UniRef50_A0A4Q3EUP5
contig_1	cds	26225	27040	-	CCGIAH_00115		hypothetical protein	
contig_1	cds	27096	27470	-	CCGIAH_00120		7,8-dihydroneopterin aldolase	SO:0001217, UniRef:UniRef50_A0A4Q5TXT3
contig_1	cds	27496	28437	-	CCGIAH_00125		Thioredoxin reductase	SO:0001217, UniRef:UniRef50_A0A5J5IA86
contig_1	cds	28624	29481	-	CCGIAH_00130		RNA polymerase sigma factor rpoD	SO:0001217, UniParc:UPI00092A4FA3, UniRef:UniRef100_A0A1M3FU33, UniRef:UniRef50_A0A4P5SYU2, UniRef:UniRef90_A0A172TQQ6
contig_1	cds	29729	30892	-	CCGIAH_00135		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	SO:0001217, UniRef:UniRef50_A0A172TQG8
contig_1	cds	30971	31387	-	CCGIAH_00140		UPF0403 protein BT9727_3899	SO:0001217, UniRef:UniRef50_Q6HE08
contig_1	cds	31613	32059	+	CCGIAH_00145		SHSP domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M3FVH5
contig_1	cds	32286	33584	+	CCGIAH_00150		hypothetical protein	
contig_1	cds	33609	34079	-	CCGIAH_00155		SnoaL-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A257HZD9
contig_1	cds	34650	35033	+	CCGIAH_00160		Transcriptional regulator	KEGG:K02171, SO:0001217, UniRef:UniRef50_A0A1J5SAQ3, UniRef:UniRef90_A0A1M3FTA5
contig_1	cds	35057	36814	+	CCGIAH_00165		hypothetical protein	PFAM:PF05569.14
contig_1	cds	36970	37992	-	CCGIAH_00170		hypothetical protein	
contig_1	cds	38011	42366	-	CCGIAH_00175		hypothetical protein	PFAM:PF00801.23, PFAM:PF00801.23, PFAM:PF00801.23, PFAM:PF00801.23, PFAM:PF00801.23, PFAM:PF13585.9, PFAM:PF18911.3, PFAM:PF18911.3, PFAM:PF18911.3, PFAM:PF18911.3, PFAM:PF18911.3, PFAM:PF18911.3
contig_1	cds	43080	43529	+	CCGIAH_00180		hypothetical protein	
