#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	94	741	-	HAGLND_00005	24.2	12.0		
contig_1	2877	3239	+	HAGLND_00015	13.3	5.2		
contig_1	4341	6578	-	HAGLND_00025	80.6	5.0	PF07715.18|Plug	PFAM:PF07715.18
contig_1	6890	8206	+	HAGLND_00030	46.9	8.9	PF06742.14|DUF1214, PF06863.15|DUF1254	PFAM:PF06742.14, PFAM:PF06863.15
contig_1	14347	15345	-	HAGLND_00055	34.9	4.6		
contig_1	15698	16969	+	HAGLND_00060	45.6	6.8	PF00144.27|Beta-lactamase	PFAM:PF00144.27
contig_1	39595	41262	+	HAGLND_00145	59.4	5.6		
contig_1	41383	41964	-	HAGLND_00150	20.8	6.8		
contig_1	45518	45637	+	HAGLND_00170	4.3	5.7		
contig_1	45637	46824	+	HAGLND_00175	44.2	10.6		
contig_1	47202	47426	-	HAGLND_00180	8.1	9.3		
contig_1	49471	49887	-	HAGLND_00190	16.4	5.1		
contig_1	49947	50291	-	HAGLND_00195	12.6	9.5	PF13610.9|DDE_Tnp_IS240	PFAM:PF13610.9
contig_1	59841	60983	+	HAGLND_00240	41.2	8.0		
contig_1	66496	66813	-	HAGLND_00275	11.8	5.2		
contig_1	67171	67443	-	HAGLND_00280	9.6	9.2		SO:0001217, UniRef:UniRef50_A0A521WII8, UniRef:UniRef90_A0A521WII8
contig_1	69336	69971	-	HAGLND_00295	23.8	9.5	PF18753.4|Nmad2	PFAM:PF18753.4
contig_2	3608	5422	+	HAGLND_00315	64.5	5.5	PF06439.14|3keto-disac_hyd	PFAM:PF06439.14
contig_2	7150	7692	+	HAGLND_00325	19.6	5.0		
contig_2	7786	10428	+	HAGLND_00330	92.9	4.5	PF07715.18|Plug	PFAM:PF07715.18
contig_2	27867	28625	+	HAGLND_00390	27.5	9.3	PF00392.24|GntR, PF07729.15|FCD	PFAM:PF00392.24, PFAM:PF07729.15
contig_2	28618	29769	+	HAGLND_00395	40.6	5.7	PF01244.24|Peptidase_M19	PFAM:PF01244.24
contig_2	30588	31577	-	HAGLND_00405	38.2	6.2	PF07804.15|HipA_C	PFAM:PF07804.15
contig_2	31757	32776	-	HAGLND_00410	38.9	9.8	PF00487.27|FA_desaturase	PFAM:PF00487.27
contig_2	33366	33617	-	HAGLND_00420	9.7	10.1		
contig_2	35364	35939	+	HAGLND_00430	20.0	9.0	PF13511.9|DUF4124	PFAM:PF13511.9
contig_3	9783	11402	-	HAGLND_00475	58.3	8.5		
contig_3	11431	12228	-	HAGLND_00480	29.6	8.5		
contig_3	28463	28738	-	HAGLND_00545	8.9	10.1		
contig_4	10700	11275	-	HAGLND_00585	21.1	5.1	PF04115.15|Ureidogly_lyase	PFAM:PF04115.15
contig_4	11295	12230	-	HAGLND_00590	34.4	10.4	PF00126.30|HTH_1	PFAM:PF00126.30
contig_4	12386	13216	+	HAGLND_00595	31.0	6.1		
contig_4	13279	14571	+	HAGLND_00600	43.6	10.2		
contig_4	14593	17058	+	HAGLND_00605	90.3	5.1	PF07715.18|Plug	PFAM:PF07715.18
contig_4	17075	18148	+	HAGLND_00610	39.0	7.8	PF00107.29|ADH_zinc_N, PF13602.9|ADH_zinc_N_2	PFAM:PF00107.29, PFAM:PF13602.9
contig_4	18145	19500	+	HAGLND_00615	48.8	6.1	PF03972.17|MmgE_PrpD, PF19305.2|MmgE_PrpD_C	PFAM:PF03972.17, PFAM:PF19305.2
contig_4	22460	22999	+	HAGLND_00630	19.3	10.0		
contig_4	25843	26460	-	HAGLND_00650	21.9	5.3	PF05746.18|DALR_1	PFAM:PF05746.18
