#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	79	852	-	MEIOIK_00005		enoyl-CoA hydratase	RefSeq:WP_053255996.1, SO:0001217, UniParc:UPI0006A6504F, UniRef:UniRef100_A0A3M3XST5, UniRef:UniRef50_A0A1D3JY66, UniRef:UniRef90_A0A1D3JY66
contig_1	cds	864	1991	-	MEIOIK_00010		acyl-CoA dehydrogenase	RefSeq:WP_053255995.1, SO:0001217, UniParc:UPI0006A62D98, UniRef:UniRef100_A0A1T2ZDJ3, UniRef:UniRef50_A0A5E7LPM6, UniRef:UniRef90_A0A5E6PEC1
contig_1	cds	2001	3185	-	MEIOIK_00015		acetyl-CoA C-acyltransferase	RefSeq:WP_053255994.1, SO:0001217, UniParc:UPI0006A6072E, UniRef:UniRef100_A0A3M3XTA2, UniRef:UniRef50_A0A1Y5TSB9, UniRef:UniRef90_A0A1H5NZH6
contig_1	cds	3198	3965	-	MEIOIK_00020		3-hydroxyacyl-CoA dehydrogenase	RefSeq:WP_053255993.1, SO:0001217, UniParc:UPI0006A649F4, UniRef:UniRef100_A0A3M3XSV0, UniRef:UniRef50_A2AFQ2, UniRef:UniRef90_A0A379IDW7
contig_1	cds	3987	5636	-	MEIOIK_00025		AMP-binding protein	RefSeq:WP_053256508.1, SO:0001217, UniParc:UPI0006A6234A, UniRef:UniRef100_A0A3M3XT63, UniRef:UniRef50_I4KCF4, UniRef:UniRef90_A0A109LEI0
contig_1	cds	5860	6753	+	MEIOIK_00030		bestrophin	KEGG:K08994, RefSeq:WP_053255992.1, SO:0001217, UniParc:UPI0006A60C68, UniRef:UniRef100_A0A3M3XT84, UniRef:UniRef50_U2ZCW3, UniRef:UniRef90_A0A3M3XT84
contig_1	cds	6830	7888	+	MEIOIK_00035		Beta-barrel assembly-enhancing protease	RefSeq:WP_053255991.1, SO:0001217, UniParc:UPI0006A5D4C9, UniRef:UniRef100_A0A3M3XSZ7, UniRef:UniRef50_A0A5E6PE30, UniRef:UniRef90_A0A5E6PE30
contig_1	cds	8031	9533	+	MEIOIK_00040		circadian clock protein KaiC	RefSeq:WP_053256507.1, SO:0001217, UniParc:UPI0006A5AE7F, UniRef:UniRef100_A0A8B4I717, UniRef:UniRef50_A0A5E6QWD1, UniRef:UniRef90_G8PZQ4
contig_1	cds	9530	11200	+	MEIOIK_00045		hybrid sensor histidine kinase/response regulator	RefSeq:WP_053255990.1, SO:0001217, UniParc:UPI0006A5DCEB, UniRef:UniRef100_UPI0006A5DCEB, UniRef:UniRef50_A0A5E7AX88, UniRef:UniRef90_A0A5E7AX88
contig_1	cds	11226	11603	-	MEIOIK_00050		Response regulator	RefSeq:WP_016974745.1, SO:0001217, UniParc:UPI00031A84DA, UniRef:UniRef100_A0A1E4XGY0, UniRef:UniRef50_A0A109KXR6, UniRef:UniRef90_A0A109KXR6
