#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1001	1615	-	AKHEAN_00005		Dephospho-CoA kinase	SO:0001217, UniRef:UniRef50_A0A6I3M378
contig_1	cds	1659	2258	+	AKHEAN_00010		DUF4126 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M7HBG8
contig_1	cds	2299	3747	-	AKHEAN_00015	rpsA	30S ribosomal protein S1	COG:COG0539, COG:J, SO:0001217, UniRef:UniRef50_A0QYY6, UniRef:UniRef90_A0A6I4P1F8
contig_1	cds	3873	5567	-	AKHEAN_00020		DUF885 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A291GN94
contig_1	cds	5584	8214	-	AKHEAN_00025		DNA polymerase I	SO:0001217, UniRef:UniRef50_A0A251XUX8
contig_1	cds	8299	8715	+	AKHEAN_00030		Thioesterase	SO:0001217, UniRef:UniRef50_A0A0U1PTF9
contig_1	cds	8716	9336	-	AKHEAN_00035		putative transcriptional regulatory protein PdtaR	SO:0001217, UniRef:UniRef50_P9WGM2
contig_1	tRNA	9377	9462	+	AKHEAN_00040	Leu_trna	tRNA-Leu	SO:0000264
contig_1	cds	9551	10774	+	AKHEAN_00045		Histidine kinase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V2ZD68
contig_1	cds	10771	11439	+	AKHEAN_00050		DNA-binding response regulator, LuxR family	SO:0001217, UniRef:UniRef50_M2XB65
contig_1	cds	11545	12477	+	AKHEAN_00055		Putative ABC transporter ATP-binding protein YxlF	SO:0001217, UniRef:UniRef50_A0A4P6QBA0
contig_1	cds	12474	13571	+	AKHEAN_00060		Sodium ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A2T4UPQ5
contig_1	cds	13568	15013	-	AKHEAN_00065		Pyruvate kinase	SO:0001217, UniRef:UniRef50_Q46078
contig_1	cds	15038	16486	-	AKHEAN_00070		Glutamate synthase (NADPH/NADH) small chain	SO:0001217, UniRef:UniRef50_A0A7Z0C2Y3
contig_1	cds	16479	21050	-	AKHEAN_00075		Glutamate synthase (NADPH/NADH) large chain	SO:0001217, UniRef:UniRef50_A0A7W8X2G2
contig_1	cds	21199	22167	-	AKHEAN_00080		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	SO:0001217, UniRef:UniRef50_Q6AF65
contig_1	cds	22177	22959	-	AKHEAN_00085		Tryptophan synthase alpha chain	SO:0001217, UniRef:UniRef50_Q740P2
contig_1	cds	22956	24158	-	AKHEAN_00090		Tryptophan synthase beta chain	SO:0001217, UniRef:UniRef50_A2BUE1
contig_1	cds	24155	24916	-	AKHEAN_00095		Indole-3-glycerol phosphate synthase	SO:0001217, UniRef:UniRef50_A0QX95
contig_1	cds	24959	25198	-	AKHEAN_00100		hypothetical protein	
contig_1	cds	25240	25779	-	AKHEAN_00105		hypothetical protein	
contig_1	cds	25797	27329	-	AKHEAN_00110		Anthranilate synthase component 1	SO:0001217, UniRef:UniRef50_A0A249KGC5
contig_1	cds	27326	27691	-	AKHEAN_00115		Phosphoribosyl-AMP cyclohydrolase	SO:0001217, UniRef:UniRef50_A0A5R1NIY1
contig_1	cds	27688	28452	-	AKHEAN_00120		Imidazole glycerol phosphate synthase subunit HisF	SO:0001217, UniRef:UniRef50_Q2J8L3
contig_1	cds	28469	29311	-	AKHEAN_00125		ATP phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q8G695
contig_1	cds	29319	29582	-	AKHEAN_00130		Phosphoribosyl-ATP pyrophosphatase	SO:0001217, UniRef:UniRef50_C5CBJ9
contig_1	cds	29609	29983	-	AKHEAN_00135		Peptidyl-prolyl cis-trans isomerase	SO:0001217, UniRef:UniRef50_A0A2S5W5I5
contig_1	cds	29980	30657	-	AKHEAN_00140		Ribulose-phosphate 3-epimerase	SO:0001217, UniRef:UniRef50_A0A538SRM9
contig_1	cds	30667	32034	-	AKHEAN_00145		Ribosomal RNA small subunit methyltransferase B	SO:0001217, UniRef:UniRef50_A0A0F2CA34
contig_1	cds	32046	32972	-	AKHEAN_00150		Methionyl-tRNA formyltransferase	SO:0001217, UniRef:UniRef50_B0REV2
contig_1	cds	32969	34966	-	AKHEAN_00155		putative primosomal protein N'	SO:0001217, UniRef:UniRef50_A0A0Q4LYZ4
contig_1	cds	34969	36156	-	AKHEAN_00160		S-adenosylmethionine synthase	SO:0001217, UniRef:UniRef50_A5CRX0
contig_1	cds	36201	37391	-	AKHEAN_00165		Coenzyme A biosynthesis bifunctional protein CoaBC	SO:0001217, UniRef:UniRef50_D7BNT2
contig_1	cds	37406	37663	-	AKHEAN_00170		DNA-directed RNA polymerase subunit omega	SO:0001217, UniRef:UniRef50_A5CRX2
contig_1	cds	37687	38595	-	AKHEAN_00175		Guanylate kinase	SO:0001217, UniRef:UniRef50_A0A2V4P1E9
contig_1	cds	38592	39455	-	AKHEAN_00180		Orotidine 5'-phosphate decarboxylase	SO:0001217, UniRef:UniRef50_E8NFM3
contig_1	cds	39452	42757	-	AKHEAN_00185		Carbamoyl-phosphate synthase large chain	SO:0001217, UniRef:UniRef50_Q1IPK2
contig_1	cds	42757	43890	-	AKHEAN_00190		Carbamoyl-phosphate synthase small chain	SO:0001217, UniRef:UniRef50_Q9KXR5
contig_1	cds	43887	44387	-	AKHEAN_00195		hypothetical protein	
contig_1	cds	44380	45723	-	AKHEAN_00200		Dihydroorotase	SO:0001217, UniRef:UniRef50_Q9KXR3
contig_1	cds	45720	46667	-	AKHEAN_00205		Aspartate carbamoyltransferase	SO:0001217, UniRef:UniRef50_A0A6L7MGK2
contig_1	cds	46664	47191	-	AKHEAN_00210		Bifunctional protein PyrR	SO:0001217, UniRef:UniRef50_B2A2U8
contig_1	cds	47283	47693	-	AKHEAN_00215		Transcription antitermination protein NusB	SO:0001217, UniRef:UniRef50_Q47QY5
contig_1	cds	47697	48263	-	AKHEAN_00220	efp	elongation factor P	KEGG:K02356, SO:0001217, UniRef:UniRef50_B0JHV3, UniRef:UniRef90_UPI0014473831
contig_1	cds	48322	49395	-	AKHEAN_00225		3-dehydroquinate synthase	SO:0001217, UniRef:UniRef50_Q9CCS4
contig_1	cds	49392	49937	-	AKHEAN_00230		Shikimate kinase	SO:0001217, UniRef:UniRef50_A0A0Q5M9Z3
contig_1	cds	49934	51154	-	AKHEAN_00235		Chorismate synthase	SO:0001217, UniRef:UniRef50_Q2J826
contig_1	cds	51191	52057	-	AKHEAN_00240		Shikimate dehydrogenase (NADP(+))	SO:0001217, UniRef:UniRef50_A5CRZ2
contig_1	cds	52050	53267	-	AKHEAN_00245		Endolytic murein transglycosylase	SO:0001217, UniRef:UniRef50_A0A2M9CK92
contig_1	cds	53273	53740	-	AKHEAN_00250		Putative pre-16S rRNA nuclease	SO:0001217, UniRef:UniRef50_A5CRZ4
contig_1	cds	53737	56394	-	AKHEAN_00255		Alanine--tRNA ligase	SO:0001217, UniRef:UniRef50_A5CRZ5
contig_1	cds	56443	56664	-	AKHEAN_00260		hypothetical protein	
contig_1	cds	56776	57405	-	AKHEAN_00265	rpsD	30S ribosomal protein S4	KEGG:K02986, SO:0001217, UniRef:UniRef50_A5CRZ7, UniRef:UniRef90_A0A4R8V8Z5
contig_1	cds	57592	58923	-	AKHEAN_00270		AAA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2M8DK13
contig_1	cds	59010	59801	+	AKHEAN_00275		Peptidylprolyl isomerase	SO:0001217, UniRef:UniRef50_A0A8J3GP00
contig_1	cds	59922	61148	+	AKHEAN_00280		ATPase	SO:0001217, UniRef:UniRef50_A0A0Q5MC67
contig_1	cds	61241	61810	+	AKHEAN_00285		hypothetical protein	
contig_1	cds	61812	64076	-	AKHEAN_00290		GTP pyrophosphokinase	SO:0001217, UniRef:UniRef50_O87331
contig_1	cds	64131	65120	-	AKHEAN_00295		Protein-export membrane protein SecF	SO:0001217, UniRef:UniRef50_A0A2M9BBS6
contig_1	cds	65120	66919	-	AKHEAN_00300		Protein translocase subunit SecD	SO:0001217, UniRef:UniRef50_W9G9Z9
contig_1	cds	66996	67415	-	AKHEAN_00305		Preprotein translocase, YajC subunit	SO:0001217, UniRef:UniRef50_Q6AFB3
contig_1	cds	67473	68498	-	AKHEAN_00310		Holliday junction ATP-dependent DNA helicase RuvB	SO:0001217, UniRef:UniRef50_Q83HN0
contig_1	cds	68495	69118	-	AKHEAN_00315		Holliday junction ATP-dependent DNA helicase RuvA	SO:0001217, UniRef:UniRef50_A0A2S5WWX8
contig_1	cds	69115	69693	-	AKHEAN_00320		Crossover junction endodeoxyribonuclease RuvC	SO:0001217, UniRef:UniRef50_A0A3P3VX86
contig_1	cds	69716	70483	-	AKHEAN_00325		putative transcriptional regulatory protein MAB_2888c	SO:0001217, UniRef:UniRef50_B1MCJ6
contig_1	cds	70509	71156	-	AKHEAN_00330		hypothetical protein	
contig_1	cds	71174	71725	-	AKHEAN_00335		Pyridoxal 5'-phosphate synthase subunit PdxT	SO:0001217, UniRef:UniRef50_C1B4C5
contig_1	cds	71772	72677	-	AKHEAN_00340	pdxS	pyridoxal 5'-phosphate synthase lyase subunit PdxS	COG:COG0214, COG:H, EC:4.3.3.6, KEGG:K06215, SO:0001217, UniRef:UniRef50_A6UWM0, UniRef:UniRef90_A0A4R8V7Y1
contig_1	cds	72688	73257	-	AKHEAN_00345		HIT domain-containing protein	SO:0001217, UniRef:UniRef50_U1LEE3
contig_1	cds	73259	75220	-	AKHEAN_00350		Threonine--tRNA ligase	SO:0001217, UniRef:UniRef50_B8ZUG9
contig_1	cds	75265	77214	-	AKHEAN_00355		Endopeptidase La	SO:0001217, UniRef:UniRef50_A0A4R8V9M7
contig_1	cds	77453	77995	+	AKHEAN_00360		hypothetical protein	PFAM:PF00440.26
contig_1	cds	77992	78285	-	AKHEAN_00365		hypothetical protein	
contig_1	cds	78497	78784	+	AKHEAN_00370		Copper-sensing transcriptional repressor CsoR	SO:0001217, UniRef:UniRef50_A0A161SI44
