#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	658	1254	+	HGOJGE_00005	23.1	8.6		
contig_2	46954	47190	-	HGOJGE_01000	8.4	6.7	PF01910.20|Thiamine_BP	PFAM:PF01910.20
contig_2	110745	111059	-	HGOJGE_01350	11.5	5.3		
contig_3	8359	8454	-	HGOJGE_01405	3.7	8.2		RefSeq:WP_007409498.1, SO:0001217, UniParc:UPI00024166B5, UniRef:UniRef100_A0A8I2FMB5, UniRef:UniRef50_A0A498TZN5, UniRef:UniRef90_A0A7U4KSA5
contig_3	13279	13746	-	HGOJGE_01430	17.7	9.4		
contig_4	42705	42809	+	HGOJGE_02125	3.8	9.8		SO:0001217, UniRef:UniRef50_A0A7W4LTU7, UniRef:UniRef90_A0A7W4LTU7
contig_4	73088	73267	+	HGOJGE_02290	6.4	9.9		SO:0001217, UniParc:UPI0001E39E99, UniRef:UniRef100_S6FII1, UniRef:UniRef50_S6FII1, UniRef:UniRef90_S6FII1
contig_6	43353	43520	-	HGOJGE_03040	6.3	10.3		SO:0001217, UniParc:UPI00025B31C8, UniRef:UniRef100_I2C8D7, UniRef:UniRef50_I2C8D7, UniRef:UniRef90_I2C8D7
contig_6	62875	62994	-	HGOJGE_03145	4.4	10.7		SO:0001217, UniParc:UPI00025B31D6, UniRef:UniRef100_A0A8F7R2Q6, UniRef:UniRef50_A7Z771, UniRef:UniRef90_I2C8F9
contig_7	44527	44670	-	HGOJGE_03485	5.3	9.8		RefSeq:WP_003151982.1, SO:0001217, UniParc:UPI0001597B42, UniRef:UniRef100_A0A7W4LXY3, UniRef:UniRef50_E0U004, UniRef:UniRef90_I2HUW8
contig_7	47389	49044	-	HGOJGE_03510	62.8	9.7		RefSeq:WP_014418787.1, SO:0001217, UniParc:UPI000253196F, UniRef:UniRef100_I2C9Q8, UniRef:UniRef50_A7Z8C7, UniRef:UniRef90_A7Z8C7
contig_7	49530	50102	-	HGOJGE_03520	21.1	9.4		RefSeq:WP_021495383.1, SO:0001217, UniParc:UPI000397602D, UniRef:UniRef100_UPI000397602D, UniRef:UniRef50_A7Z8C9, UniRef:UniRef90_A7Z8C9
contig_8	45351	45584	+	HGOJGE_03670	8.6	9.8		RefSeq:WP_021493648.1, SO:0001217, UniParc:UPI0002D73321, UniRef:UniRef100_I2C5F8, UniRef:UniRef50_I2C5F8, UniRef:UniRef90_I2C5F8
contig_8	63076	63528	-	HGOJGE_03780	17.2	9.2	PF00392.24|GntR	PFAM:PF00392.24
contig_8	65270	65818	-	HGOJGE_03790	21.2	9.1		RefSeq:WP_109566957.1, SO:0001217, UniParc:UPI000D6D90BE, UniRef:UniRef100_UPI000D6D90BE, UniRef:UniRef50_I2HRF4, UniRef:UniRef90_I2HRF4
contig_8	65824	66171	-	HGOJGE_03795	13.0	9.9		RefSeq:WP_154817676.1, SO:0001217, UniParc:UPI0012B945F4, UniRef:UniRef100_UPI0012B945F4, UniRef:UniRef50_UPI000B4D1912, UniRef:UniRef90_UPI0012B945F4
contig_8	66752	66862	-	HGOJGE_03805	4.1	9.7		
contig_8	67594	67848	-	HGOJGE_03815	9.3	5.3		SO:0001217, UniRef:UniRef50_A0A109WGK2, UniRef:UniRef90_A0A109WGK2
contig_8	68004	68246	-	HGOJGE_03820	9.4	6.0		
contig_9	3359	3535	-	HGOJGE_03840	7.2	6.3		SO:0001217, UniParc:UPI0002DC8F0A, UniRef:UniRef100_A0A7W4LT21, UniRef:UniRef50_E0U3Y6, UniRef:UniRef90_A0A150F638
contig_9	14679	18530	-	HGOJGE_03900	144.9	5.6	PF00106.28|adh_short, PF00550.28|PP-binding, PF00550.28|PP-binding, PF00561.23|Abhydrolase_1, PF12697.10|Abhydrolase_6, PF13561.9|adh_short_C2, PF14765.9|PS-DH	PFAM:PF00106.28, PFAM:PF00550.28, PFAM:PF00550.28, PFAM:PF00561.23, PFAM:PF12697.10, PFAM:PF13561.9, PFAM:PF14765.9
contig_10	18067	18207	-	HGOJGE_04030	5.3	6.7		SO:0001217, UniRef:UniRef50_A0A7W4QEE4, UniRef:UniRef90_A0A7W4QEE4
contig_10	25776	25934	-	HGOJGE_04065	5.7	10.4		RefSeq:WP_014418916.1, SO:0001217, UniParc:UPI00025323B7, UniRef:UniRef100_I2CAC5, UniRef:UniRef50_I2CAC5, UniRef:UniRef90_I2CAC5
contig_10	56708	56908	+	HGOJGE_04210	7.3	9.4		RefSeq:WP_014418938.1, SO:0001217, UniParc:UPI00025323CF, UniRef:UniRef100_A0A235BFP9, UniRef:UniRef50_A0A235BFP9, UniRef:UniRef90_A0A235BFP9
contig_13	7414	7578	-	HGOJGE_04955	5.9	11.0		RefSeq:WP_007407587.1, SO:0001217, UniParc:UPI00025E979A, UniRef:UniRef100_A0A8F8XWT5, UniRef:UniRef50_A0A4V7TUZ4, UniRef:UniRef90_A0A4V7TUZ4
contig_15	18500	18667	+	HGOJGE_05665	6.6	11.1		RefSeq:WP_003155026.1, SO:0001217, UniParc:UPI00015974F9, UniRef:UniRef100_S6FIU6, UniRef:UniRef50_S6FIU6, UniRef:UniRef90_S6FIU6
contig_15	45083	45649	-	HGOJGE_05795	21.8	4.5		SO:0001217, UniRef:UniRef50_I2C3H5, UniRef:UniRef90_I2C3H5
contig_15	45732	46466	-	HGOJGE_05800	28.4	8.6		RefSeq:WP_014417405.1, SO:0001217, UniParc:UPI00025328B2, UniRef:UniRef100_I2C3H4, UniRef:UniRef50_Q65LE0, UniRef:UniRef90_S6FE34
contig_17	17771	17899	-	HGOJGE_06195	4.9	4.3		SO:0001217, UniParc:UPI000159791A, UniRef:UniRef100_A0A172XLT5, UniRef:UniRef50_A0A172XLT5, UniRef:UniRef90_A0A172XLT5
contig_18	13060	13413	+	HGOJGE_06380	13.4	10.1		RefSeq:WP_003153956.1, SO:0001217, UniParc:UPI00015976A4, UniRef:UniRef100_A0A8I2FMR4, UniRef:UniRef50_S6G1V1, UniRef:UniRef90_S6G1V1
contig_18	13438	13563	+	HGOJGE_06385	4.7	5.3		SO:0001217, UniParc:UPI0002416023, UniRef:UniRef100_I2C628, UniRef:UniRef50_Q65J07, UniRef:UniRef90_A0A4R6HFW1
contig_18	19982	20281	-	HGOJGE_06415	11.8	9.0		RefSeq:WP_007410319.1, SO:0001217, UniParc:UPI000159769D, UniRef:UniRef100_S6FG58, UniRef:UniRef50_A0A264YUI4, UniRef:UniRef90_S6FG58
contig_18	34130	34540	-	HGOJGE_06525	15.2	7.6		SO:0001217, UniRef:UniRef50_S6FKP4, UniRef:UniRef90_S6FKP4
contig_18	36005	36154	-	HGOJGE_06540	5.7	9.9		RefSeq:WP_014418013.1, SO:0001217, UniParc:UPI0002531929, UniRef:UniRef100_I2C5Z5, UniRef:UniRef50_I2C5Z5, UniRef:UniRef90_I2C5Z5
contig_18	40792	40941	+	HGOJGE_06560	6.0	9.6		RefSeq:WP_014721286.1, SO:0001217, UniParc:UPI00025E9ACF, UniRef:UniRef100_I2C5Z1, UniRef:UniRef50_A7Z545, UniRef:UniRef90_A7Z545
contig_21	32703	33029	+	HGOJGE_07155	12.1	10.0		RefSeq:WP_095061139.1, SO:0001217, UniParc:UPI000BA43210, UniRef:UniRef100_UPI000BA43210, UniRef:UniRef50_A0A150FBI1, UniRef:UniRef90_S6FWN9
contig_21	33889	34032	+	HGOJGE_07165	5.0	10.4		RefSeq:WP_017419116.1, SO:0001217, UniParc:UPI0002E3D836, UniRef:UniRef100_A0A7W4QF93, UniRef:UniRef50_A0A0H4P2U1, UniRef:UniRef90_A0A7W4QF93
contig_22	37680	37937	-	HGOJGE_07335	10.1	9.0		
contig_23	1395	1859	-	HGOJGE_07345	18.4	9.4		RefSeq:WP_021493802.1, SO:0001217, UniParc:UPI0003969BD8, UniRef:UniRef100_A0A2S7LB68, UniRef:UniRef50_S6FR81, UniRef:UniRef90_S6FR81
contig_23	1881	2459	-	HGOJGE_07350	21.1	4.1		RefSeq:WP_029973059.1, SO:0001217, UniParc:UPI0003A4C95C, UniRef:UniRef100_UPI0003A4C95C, UniRef:UniRef50_A7Z3T5, UniRef:UniRef90_A7Z3T5
contig_23	21510	21629	+	HGOJGE_07460	4.8	5.6		SO:0001217, UniParc:UPI00025E9A2D, UniRef:UniRef100_I2C411, UniRef:UniRef50_I2C411, UniRef:UniRef90_I2C411
contig_23	24805	25059	+	HGOJGE_07475	9.3	6.7		SO:0001217, UniRef:UniRef50_I2HQ23, UniRef:UniRef90_I2HQ23
contig_24	91	570	+	HGOJGE_07545	17.3	6.0		
contig_24	1878	1991	-	HGOJGE_07560	4.2	9.3		SO:0001217, UniParc:UPI00025E977A, UniRef:UniRef100_I2CB11, UniRef:UniRef50_I2CB11, UniRef:UniRef90_I2CB11
contig_24	6913	7059	-	HGOJGE_07590	5.6	5.5		SO:0001217, UniParc:UPI000245887B, UniRef:UniRef100_S6G2U3, UniRef:UniRef50_S6G2U3, UniRef:UniRef90_S6G2U3
contig_24	14028	14381	-	HGOJGE_07620	14.4	9.6		SO:0001217, UniRef:UniRef50_I2CB26, UniRef:UniRef90_A0A2K9K920
contig_25	1797	1907	-	HGOJGE_07755	4.3	9.6		SO:0001217, UniParc:UPI0002416892, UniRef:UniRef100_I2C6G7, UniRef:UniRef50_I2C6G7, UniRef:UniRef90_I2C6G7
contig_25	23440	23673	-	HGOJGE_07860	8.3	4.7		RefSeq:WP_014418113.1, SO:0001217, UniParc:UPI0002532022, UniRef:UniRef100_A0A1D9PKC4, UniRef:UniRef50_A0A1D9PKC4, UniRef:UniRef90_A0A1D9PKC4
contig_25	24740	24841	+	HGOJGE_07875	4.1	9.7		SO:0001217, UniParc:UPI00052A1F87, UniRef:UniRef100_A0A7W4QFF2, UniRef:UniRef50_A0A7W4QFF2, UniRef:UniRef90_A0A7W4QFF2
contig_25	29043	29444	+	HGOJGE_07900	14.9	9.7		SO:0001217, UniParc:UPI0003961E30, UniRef:UniRef100_A0A7W4LRY9, UniRef:UniRef50_A7Z5I1, UniRef:UniRef90_A7Z5I1
contig_26	33608	34012	-	HGOJGE_08110	15.1	4.8	PF08868.13|YugN	PFAM:PF08868.13, RefSeq:WP_015418088.1, SO:0001217, UniParc:UPI0002AAD336, UniRef:UniRef100_A0A410L681, UniRef:UniRef90_I2C9G9
contig_28	30420	30557	+	HGOJGE_08435	5.4	8.1		SO:0001217, UniRef:UniRef50_I2CAY5, UniRef:UniRef90_I2CAY5
contig_29	33689	33829	-	HGOJGE_08615	5.4	5.7		SO:0001217, UniRef:UniRef50_A0A1G7LIG1, UniRef:UniRef90_A0A1G7LIG1
contig_31	13199	13438	-	HGOJGE_08825	9.6	9.3		RefSeq:WP_007407702.1, SO:0001217, UniParc:UPI0001597DE6, UniRef:UniRef100_A0A8F8U3W5, UniRef:UniRef50_I2CBK5, UniRef:UniRef90_I2CBK5
contig_31	16417	16665	+	HGOJGE_08840	9.4	8.6		SO:0001217, UniRef:UniRef50_A0A7W4LVM8, UniRef:UniRef90_A0A7W4LVM8
contig_31	17430	17744	-	HGOJGE_08850	12.0	11.5		RefSeq:WP_003150952.1, SO:0001217, UniParc:UPI000241661E, UniRef:UniRef100_A0A8I2JVF5, UniRef:UniRef50_A0A2I5K266, UniRef:UniRef90_A0A2I5K266
contig_32	286	2136	+	HGOJGE_08935	67.9	5.9	PF00106.28|adh_short, PF13561.9|adh_short_C2, PF14765.9|PS-DH	PFAM:PF00106.28, PFAM:PF13561.9, PFAM:PF14765.9
