#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	203	5455	+	BJHKLP_00005	186.6	4.1	PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13573.9|SprB, PF13585.9|CHU_C	PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13585.9
contig_1	31046	32509	-	BJHKLP_00115	53.5	4.3		RefSeq:WP_008236462.1, SO:0001217, UniParc:UPI00025B7C4B, UniRef:UniRef100_I0WJH7, UniRef:UniRef50_D5BKF4, UniRef:UniRef90_I0WJH7
contig_1	35335	35799	-	BJHKLP_00125	17.2	7.8		RefSeq:WP_040488539.1, SO:0001217, UniParc:UPI0002F36E2C, UniRef:UniRef100_I0WJH9, UniRef:UniRef50_I0WJH9, UniRef:UniRef90_I0WJH9
contig_1	42678	43682	+	BJHKLP_00150	37.6	8.3	PF19867.2|DUF6340	PFAM:PF19867.2, RefSeq:WP_008236475.1, SO:0001217, UniParc:UPI00025B7C52, UniRef:UniRef100_I0WJI4, UniRef:UniRef50_A0A1H2QDS2, UniRef:UniRef90_I0WJI4
contig_1	47780	48007	+	BJHKLP_00180	8.7	4.7		RefSeq:WP_081483474.1, SO:0001217, UniParc:UPI0009DA7E81, UniRef:UniRef100_I0WJI9, UniRef:UniRef50_I0WJI9, UniRef:UniRef90_I0WJI9
contig_1	48078	48251	-	BJHKLP_00185	6.7	9.6		
contig_1	49215	49391	-	BJHKLP_00195	6.8	4.9		RefSeq:WP_193365552.1, SO:0001217, UniParc:UPI00032007C9, UniRef:UniRef100_UPI00032007C9, UniRef:UniRef50_A0A1D8PAQ5, UniRef:UniRef90_UPI00032007C9
contig_2	12116	12247	+	BJHKLP_00285	4.7	8.5		
contig_2	15844	16233	-	BJHKLP_00310	14.5	8.8		RefSeq:WP_008239412.1, SO:0001217, UniParc:UPI00025B5622, UniRef:UniRef100_I0WDQ4, UniRef:UniRef50_I0WDQ4, UniRef:UniRef90_I0WDQ4
contig_2	28124	28510	+	BJHKLP_00390	14.6	9.2		RefSeq:WP_008239384.1, SO:0001217, UniParc:UPI00025B5613, UniRef:UniRef100_I0WDN9, UniRef:UniRef50_I0WDN9, UniRef:UniRef90_I0WDN9
