#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	222	314	-	ECMHDC_00005		hypothetical protein	
contig_1	cds	314	682	-	ECMHDC_00010		hypothetical protein	
contig_1	cds	918	1346	+	ECMHDC_00015		Transcriptional regulator, BadM/Rrf2 family	SO:0001217, UniRef:UniRef50_E4RVU4
contig_1	cds	1392	2099	+	ECMHDC_00020		DsbA-like protein	SO:0001217, UniRef:UniRef50_D7VRH9
contig_1	cds	2235	4121	+	ECMHDC_00025		Beta-N-acetylhexosaminidase	SO:0001217, UniRef:UniRef50_A0A4R3KUK7
contig_1	cds	4219	4647	-	ECMHDC_00030		hypothetical protein	
contig_1	cds	4702	6600	+	ECMHDC_00035		hypothetical protein	PFAM:PF00733.24, PFAM:PF13522.9, PFAM:PF13537.9
contig_1	cds	6536	8050	-	ECMHDC_00040		Drug resistance transporter, EmrB/QacA subfamily	SO:0001217, UniRef:UniRef50_A0A1M6FZL4
contig_1	cds	8107	8682	-	ECMHDC_00045		Fe-S cluster assembly protein HesB	SO:0001217, UniRef:UniRef50_A0A086AGP6
contig_1	cds	8679	8822	-	ECMHDC_00050		hypothetical protein	
contig_1	cds	8869	11031	+	ECMHDC_00055		hypothetical protein	PFAM:PF07693.17, PFAM:PF07693.17
contig_1	cds	11112	11969	-	ECMHDC_00060		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q4F447
contig_1	cds	12187	15384	+	ECMHDC_00065		SusC-like protein	SO:0001217, UniRef:UniRef50_Q8A3U5
contig_1	cds	15408	17363	+	ECMHDC_00070		RagB/SusD family nutrient uptake outer membrane protein	SO:0001217, UniRef:UniRef50_A0A2T7BFA1
contig_1	cds	17397	18590	+	ECMHDC_00075		hypothetical protein	
contig_1	cds	18647	19357	+	ECMHDC_00080		hypothetical protein	
contig_1	cds	19359	21590	+	ECMHDC_00085		hypothetical protein	
contig_1	cds	21602	22987	+	ECMHDC_00090		Sugar transporter	SO:0001217, UniRef:UniRef50_A8GJN4
contig_1	cds	23012	23812	+	ECMHDC_00095		Glucose 1-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A3M2BCK6
contig_1	cds	23809	24912	+	ECMHDC_00100		hypothetical protein	PFAM:PF02746.19, PFAM:PF13378.9
contig_1	cds	24893	25693	+	ECMHDC_00105		SDR family oxidoreductase	SO:0001217, UniRef:UniRef50_A0A3M2BE25
contig_1	cds	25704	26015	+	ECMHDC_00110		NIPSNAP family protein	SO:0001217, UniRef:UniRef50_A0A3M2B732
contig_1	cds	26022	27176	+	ECMHDC_00115		hypothetical protein	
contig_1	cds	27199	28350	+	ECMHDC_00120		hypothetical protein	PFAM:PF10282.12
contig_1	cds	28387	29079	+	ECMHDC_00125		Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase	SO:0001217, UniRef:UniRef50_A0A838JRK8
contig_1	cds	29161	29457	-	ECMHDC_00130		Thioredoxin	SO:0001217, UniRef:UniRef50_A0A2P7TLM3
contig_1	cds	29553	29747	-	ECMHDC_00135		hypothetical protein	
contig_1	cds	29768	31180	-	ECMHDC_00140		Putative polyketide biosynthesis zinc-dependent hydrolase BaeB	SO:0001217, UniRef:UniRef50_A0A0M9AFQ9
contig_1	cds	31245	31802	-	ECMHDC_00145		Sulf-transp domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1T5JV44
contig_1	cds	31827	32393	-	ECMHDC_00150		Sulf-transp domain-containing protein	SO:0001217, UniRef:UniRef50_G0IV77
contig_1	cds	32692	33282	+	ECMHDC_00155		HTH luxR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q4F3C8
contig_1	cds	33366	34448	+	ECMHDC_00160		Ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	SO:0001217, UniRef:UniRef50_A0A1N6GD44
contig_1	cds	34633	38073	+	ECMHDC_00165		TonB-linked outer membrane protein, SusC/RagA family	SO:0001217, UniRef:UniRef50_A0A1G9XX33
contig_1	cds	38152	39771	+	ECMHDC_00170		hypothetical protein	PFAM:PF07980.14, PFAM:PF14322.9
contig_1	cds	39917	41332	+	ECMHDC_00175		hypothetical protein	PFAM:PF01120.20
contig_1	cds	41714	41884	+	ECMHDC_00180		hypothetical protein	
contig_1	cds	42245	42628	+	ECMHDC_00185		hypothetical protein	
contig_1	cds	42748	44013	+	ECMHDC_00190		hypothetical protein	
contig_1	cds	44074	45162	+	ECMHDC_00195		HlyD-D23 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M3G5V5
contig_1	cds	45215	48313	+	ECMHDC_00200		Cobalt-zinc-cadmium resistance protein CzcA	SO:0001217, UniRef:UniRef50_A0A1H4AL97
contig_1	cds	48387	49043	-	ECMHDC_00205		hypothetical protein	
contig_1	cds	49238	50524	-	ECMHDC_00210		hypothetical protein	
contig_1	cds	50566	50718	+	ECMHDC_00215		hypothetical protein	
contig_1	cds	50752	53085	+	ECMHDC_00220		hypothetical protein	
contig_1	cds	53082	54191	+	ECMHDC_00225		hypothetical protein	
contig_1	cds	54222	62087	+	ECMHDC_00230		PA14 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M3HH96
contig_1	cds	62104	62898	+	ECMHDC_00235		hypothetical protein	
contig_1	cds	62840	71860	+	ECMHDC_00240		hypothetical protein	
contig_1	cds	71865	72104	+	ECMHDC_00245		hypothetical protein	
contig_1	cds	72156	72488	-	ECMHDC_00250		Transcriptional regulator, contains XRE-family HTH domain	SO:0001217, UniRef:UniRef50_A0A1H4GPE0
contig_1	cds	72633	72839	+	ECMHDC_00255		Type I addiction module toxin, SymE family	SO:0001217, UniRef:UniRef50_A0A7W1G0U7
contig_1	cds	72826	75555	+	ECMHDC_00260		Toprim domain-containing protein	SO:0001217, UniRef:UniRef50_A0A257KAU0
contig_1	cds	75658	76524	+	ECMHDC_00265		hypothetical protein	
contig_1	cds	76521	77384	+	ECMHDC_00270		Integrase	SO:0001217, UniRef:UniRef50_A0A249STA5
contig_1	cds	77450	77995	+	ECMHDC_00275		ORF6N domain-containing protein	SO:0001217, UniRef:UniRef50_D8EZ44
contig_1	cds	78195	78389	+	ECMHDC_00280		hypothetical protein	
contig_1	cds	78908	79078	+	ECMHDC_00285		hypothetical protein	
contig_1	cds	79167	79292	+	ECMHDC_00290		hypothetical protein	
contig_1	cds	79302	80282	+	ECMHDC_00295		hypothetical protein	
contig_1	cds	80288	80962	+	ECMHDC_00300		hypothetical protein	
contig_1	cds	81064	82632	-	ECMHDC_00305		Transposase	SO:0001217, UniRef:UniRef50_A0A7U7J545
contig_1	cds	82746	83045	-	ECMHDC_00310		hypothetical protein	
contig_1	cds	83102	83404	-	ECMHDC_00315		hypothetical protein	
contig_1	cds	83666	83980	-	ECMHDC_00320		hypothetical protein	
contig_1	cds	84011	84451	+	ECMHDC_00325		hypothetical protein	
contig_1	cds	84596	85681	-	ECMHDC_00330		hypothetical protein	
contig_1	cds	86077	86940	-	ECMHDC_00335		Fido domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1F3Q4F0
contig_1	cds	87030	87845	+	ECMHDC_00340		hypothetical protein	
contig_1	cds	87847	89352	+	ECMHDC_00345		Nucleotidyltransferase	SO:0001217, UniRef:UniRef50_A0A1E4A2I8
contig_1	cds	89450	92686	+	ECMHDC_00350		Error-prone DNA polymerase	SO:0001217, UniRef:UniRef50_A0A351GMI0
contig_1	cds	92776	93657	+	ECMHDC_00355		Non-heme chloroperoxidase	SO:0001217, UniRef:UniRef50_A0A110B0Y1
contig_1	cds	93743	94294	+	ECMHDC_00360		RibD-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5M4A8H8
contig_1	cds	94305	94922	-	ECMHDC_00365		HAD family phosphatase	SO:0001217, UniRef:UniRef50_A0A537IJC3
contig_1	cds	95045	96193	-	ECMHDC_00370		AXE1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A365XV27
contig_1	cds	96156	96596	-	ECMHDC_00375		hypothetical protein	
contig_1	cds	96636	98009	-	ECMHDC_00380		Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	SO:0001217, UniRef:UniRef50_A0A0S2HVP9
contig_1	cds	98122	100749	+	ECMHDC_00385		DUF6067 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7Y8NWK7
contig_1	cds	100818	101390	-	ECMHDC_00390		FMN-red domain-containing protein	SO:0001217, UniRef:UniRef50_R9GXB5
contig_1	cds	101564	102943	-	ECMHDC_00395		Coproporphyrinogen-III oxidase	SO:0001217, UniRef:UniRef50_A0A2E8MU32
contig_1	cds	103134	104081	+	ECMHDC_00400		Concanavalin A-like lectin/glucanase superfamily protein	SO:0001217, UniRef:UniRef50_A0A4R3KX12
contig_1	cds	104078	105010	-	ECMHDC_00405		Methylated-DNA--[protein]-cysteine S-methyltransferase	SO:0001217, UniRef:UniRef50_A0A371YTP3
contig_1	cds	105157	106248	-	ECMHDC_00410		Putative L-ascorbate-6-phosphate lactonase UlaG	SO:0001217, UniRef:UniRef50_A0A0L6Z7C5
contig_1	cds	106468	106716	+	ECMHDC_00415		hypothetical protein	
contig_1	cds	106788	107903	-	ECMHDC_00420		hypothetical protein	
contig_1	cds	107900	108496	-	ECMHDC_00425		Sigma-70 family RNA polymerase sigma factor	SO:0001217, UniRef:UniRef50_A0A537JJN6
contig_1	cds	108607	110682	+	ECMHDC_00430		VWFA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Y2R9S1
contig_1	cds	110792	112039	+	ECMHDC_00435		DUF5009 domain-containing protein	SO:0001217, UniRef:UniRef50_B9XJ78
contig_1	cds	112125	114905	+	ECMHDC_00440		Aconitate hydratase	SO:0001217, UniRef:UniRef50_A0A5B8YPB7
contig_1	cds	114938	115714	+	ECMHDC_00445		GP-PDE domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C1IJ31
contig_1	cds	115709	116416	-	ECMHDC_00450		hypothetical protein	
contig_1	cds	116413	117036	-	ECMHDC_00455		hypothetical protein	
contig_1	cds	117395	117769	+	ECMHDC_00460		hypothetical protein	
contig_1	cds	117772	118431	+	ECMHDC_00465		hypothetical protein	
contig_1	cds	118389	119135	+	ECMHDC_00470		Oxygen sensor histidine kinase NreB	SO:0001217, UniRef:UniRef50_A0A7W1W1T5
contig_1	cds	119139	119798	+	ECMHDC_00475		response regulator transcription factor	SO:0001217, UniRef:UniRef50_UPI0010586F97
contig_1	cds	119795	121219	-	ECMHDC_00480		hypothetical protein	
