#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	638	1579	-	CPGPDG_00005		hypothetical protein	PFAM:PF07963.15
contig_1	cds	1769	2713	-	CPGPDG_00010		hypothetical protein	PFAM:PF07963.15
contig_1	cds	2973	3917	-	CPGPDG_00015		hypothetical protein	PFAM:PF07963.15
contig_1	cds	4107	5057	-	CPGPDG_00020		hypothetical protein	PFAM:PF07963.15
contig_1	cds	5249	6181	-	CPGPDG_00025		hypothetical protein	PFAM:PF07963.15
contig_1	cds	6371	6973	-	CPGPDG_00030		NADH-quinone oxidoreductase subunit C	SO:0001217, UniRef:UniRef50_A0A7C3PZY1
contig_1	cds	6970	7428	-	CPGPDG_00035		NADH-quinone oxidoreductase subunit A	SO:0001217, UniRef:UniRef50_A0A7W1Q515
contig_1	cds	7490	8500	+	CPGPDG_00040		hypothetical protein	
contig_1	cds	8497	9279	+	CPGPDG_00045		Indole-3-glycerol phosphate synthase	SO:0001217, UniRef:UniRef50_A0A0Q9LLW1
contig_1	cds	9279	9863	+	CPGPDG_00050		hypothetical protein	PFAM:PF00697.25
contig_1	cds	9902	11077	+	CPGPDG_00055		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Y0H6U2
contig_1	cds	11078	11869	+	CPGPDG_00060		hypothetical protein	PFAM:PF12679.10
contig_1	cds	11874	13244	+	CPGPDG_00065		hypothetical protein	
contig_1	ncRNA	13303	13402	+	CPGPDG_00070	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_1	cds	13427	15046	+	CPGPDG_00075		hypothetical protein	PFAM:PF00004.32, PFAM:PF13177.9
contig_1	cds	15125	15457	+	CPGPDG_00080		Nucleoid-associated protein OP10G_3707	SO:0001217, UniRef:UniRef50_A0A068NWF6
contig_1	cds	15457	16050	+	CPGPDG_00085		Recombination protein RecR	SO:0001217, UniRef:UniRef50_A0A7V1AMA4
contig_1	cds	16058	17293	+	CPGPDG_00090		Phosphoribosylamine--glycine ligase	SO:0001217, UniRef:UniRef50_A0A254QHW8
contig_1	cds	17357	18037	-	CPGPDG_00095		hypothetical protein	PFAM:PF07589.14
contig_1	cds	18034	18123	-	CPGPDG_00100		hypothetical protein	
contig_1	cds	18132	18620	-	CPGPDG_00105		hypothetical protein	PFAM:PF00226.34
contig_1	cds	18617	19333	-	CPGPDG_00110		hypothetical protein	
contig_1	cds	19330	20202	-	CPGPDG_00115		hypothetical protein	
contig_1	cds	20199	21449	-	CPGPDG_00120		Histidine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A3M1U1Q8
