#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	5936	6175	-	JBNEKJ_00035	8.8	4.7		SO:0001217, UniRef:UniRef50_C0ZFS9, UniRef:UniRef90_UPI001AFD408B
contig_1	10968	11201	+	JBNEKJ_00060	9.2	9.6		RefSeq:WP_103105877.1, SO:0001217, UniParc:UPI000CCC812E, UniRef:UniRef100_UPI000CCC812E, UniRef:UniRef50_A0A0K9YVB4, UniRef:UniRef90_UPI000CCC812E
contig_1	12591	12863	-	JBNEKJ_00070	9.7	5.1		RefSeq:WP_103105879.1, SO:0001217, UniParc:UPI000CCC017C, UniRef:UniRef100_UPI000CCC017C, UniRef:UniRef50_C0Z8C6, UniRef:UniRef90_UPI000CCC017C
contig_1	12893	13180	-	JBNEKJ_00075	10.7	4.8		SO:0001217, UniRef:UniRef50_UPI0013DFD0FD, UniRef:UniRef90_UPI0013DFD0FD
contig_1	15126	15296	-	JBNEKJ_00090	6.7	6.7		
contig_1	19662	19805	-	JBNEKJ_00110	5.2	9.4		SO:0001217, UniRef:UniRef50_V6M1Z5, UniRef:UniRef90_UPI001B2EBFCD
contig_1	48511	50397	+	JBNEKJ_00275	66.8	5.5		SO:0001217, UniRef:UniRef50_M8EFN8, UniRef:UniRef90_UPI000CCC2CE9
contig_1	57116	57355	-	JBNEKJ_00320	9.4	4.3		RefSeq:WP_103105925.1, SO:0001217, UniParc:UPI000CCC4E6D, UniRef:UniRef100_UPI000CCC4E6D, UniRef:UniRef50_J2H3T3, UniRef:UniRef90_UPI000CCC4E6D
contig_1	60609	60965	+	JBNEKJ_00340	13.5	5.9		RefSeq:WP_049738752.1, SO:0001217, UniParc:UPI00067357C5, UniRef:UniRef100_A0A0K9YVK0, UniRef:UniRef50_A0A229UVF9, UniRef:UniRef90_A0A0K9YVK0
contig_1	63924	64982	+	JBNEKJ_00365	39.8	6.2		SO:0001217, UniRef:UniRef50_A0A4Y3PBW7, UniRef:UniRef90_UPI001B0CAC84
contig_1	102448	102828	+	JBNEKJ_00565	13.4	4.4		SO:0001217, UniRef:UniRef50_A0A0Q3ST23, UniRef:UniRef90_UPI000CCBE1E1
contig_1	105130	105474	+	JBNEKJ_00580	13.2	5.8		RefSeq:WP_103105972.1, SO:0001217, UniParc:UPI000CCC00E7, UniRef:UniRef100_UPI000CCC00E7, UniRef:UniRef50_C0ZF70, UniRef:UniRef90_UPI000CCC00E7
contig_1	143001	143222	-	JBNEKJ_00755	8.6	5.7		SO:0001217, UniRef:UniRef50_UPI000CCC2F2F, UniRef:UniRef90_UPI000CCC2F2F
contig_1	154156	154311	+	JBNEKJ_00805	5.9	4.1		SO:0001217, UniRef:UniRef50_V6M3M4, UniRef:UniRef90_UPI0013DF5B38
contig_1	186298	186462	+	JBNEKJ_00965	5.9	6.0		
contig_1	195029	195520	+	JBNEKJ_01000	18.6	5.2	PF20251.1|Big_14	PFAM:PF20251.1, SO:0001217, UniRef:UniRef50_UPI000CCBEA87, UniRef:UniRef90_UPI000CCBEA87
contig_1	204590	205270	+	JBNEKJ_01055	26.1	8.3		SO:0001217, UniRef:UniRef50_A0A0K9YW60, UniRef:UniRef90_UPI000CCC7835
contig_1	205792	205932	+	JBNEKJ_01065	5.0	9.7		SO:0001217, UniRef:UniRef50_UPI001B0EF7B2, UniRef:UniRef90_UPI001B0EF7B2
contig_1	206584	207207	+	JBNEKJ_01075	23.7	5.7		SO:0001217, UniRef:UniRef50_A0A0K9YXA8, UniRef:UniRef90_UPI0013DEC75B
contig_1	207294	207632	+	JBNEKJ_01080	13.1	9.5		
contig_1	214441	214749	+	JBNEKJ_01110	11.4	5.0		RefSeq:WP_103106066.1, SO:0001217, UniParc:UPI000CCC8E25, UniRef:UniRef100_UPI000CCC8E25, UniRef:UniRef50_UPI001B1AEA62, UniRef:UniRef90_UPI000CCC8E25
contig_2	4236	4727	+	JBNEKJ_01140	19.0	4.1		SO:0001217, UniRef:UniRef50_A0A0Q3WPC1, UniRef:UniRef90_UPI001B247805
contig_2	30214	30636	+	JBNEKJ_01285	16.2	5.3		SO:0001217, UniRef:UniRef50_A0A0K9YWC3, UniRef:UniRef90_A0A0K9YWC3
contig_2	30694	31017	+	JBNEKJ_01290	12.2	4.7		SO:0001217, UniRef:UniRef50_UPI001B04DA63, UniRef:UniRef90_UPI001B04DA63
contig_2	31186	31740	-	JBNEKJ_01295	21.2	7.7		SO:0001217, UniRef:UniRef50_A0A0K9YXA6, UniRef:UniRef90_A0A0K9YXA6
contig_2	31826	31972	-	JBNEKJ_01300	5.5	6.5		
contig_2	34085	34588	+	JBNEKJ_01310	20.0	4.6		RefSeq:WP_103105356.1, SO:0001217, UniParc:UPI000CCC274C, UniRef:UniRef100_UPI000CCC274C, UniRef:UniRef50_A0A291BNK1, UniRef:UniRef90_UPI000CCC274C
contig_2	35277	35453	+	JBNEKJ_01320	6.8	4.2		
contig_2	35750	35929	+	JBNEKJ_01325	6.8	4.1		RefSeq:WP_103105353.1, SO:0001217, UniParc:UPI000CCC06A7, UniRef:UniRef100_UPI000CCC06A7, UniRef:UniRef50_UPI000CCC06A7, UniRef:UniRef90_UPI000CCC06A7
contig_2	37959	38225	-	JBNEKJ_01340	9.8	8.6		SO:0001217, UniRef:UniRef50_A0A0K9YR31, UniRef:UniRef90_UPI000CCC9775
contig_2	38740	38955	+	JBNEKJ_01350	8.3	9.8		RefSeq:WP_103105348.1, SO:0001217, UniParc:UPI000CCC372C, UniRef:UniRef100_UPI000CCC372C, UniRef:UniRef50_A0A0K9YRB1, UniRef:UniRef90_UPI000CCC372C
contig_2	106669	106944	-	JBNEKJ_01690	10.9	5.5		SO:0001217, UniRef:UniRef50_C0ZC88, UniRef:UniRef90_A0A0K9YQX0
contig_2	111702	111791	+	JBNEKJ_01710	3.4	4.2		
contig_2	112110	113027	-	JBNEKJ_01720	34.9	7.8		SO:0001217, UniRef:UniRef50_C0ZC93, UniRef:UniRef90_UPI000CCC9D04
contig_2	118198	118599	+	JBNEKJ_01750	15.2	10.0		
contig_2	123709	123867	+	JBNEKJ_01780	6.0	6.5		SO:0001217, UniParc:UPI001B001787, UniRef:UniRef100_UPI001B001787, UniRef:UniRef50_C0ZCA5, UniRef:UniRef90_UPI001B001787
contig_2	126763	126945	+	JBNEKJ_01800	6.9	7.9		SO:0001217, UniRef:UniRef50_V6MFP9, UniRef:UniRef90_A0A0K9YR34
contig_2	130911	131546	+	JBNEKJ_01825	24.2	9.9		RefSeq:WP_103105267.1, SO:0001217, UniParc:UPI000CCC8C18, UniRef:UniRef100_UPI000CCC8C18, UniRef:UniRef50_C0ZCB3, UniRef:UniRef90_UPI001BB3CE19
contig_2	132462	132644	+	JBNEKJ_01835	6.8	6.0		RefSeq:WP_103105265.1, SO:0001217, UniParc:UPI000CCC5BF3, UniRef:UniRef100_UPI000CCC5BF3, UniRef:UniRef50_V6MKS7, UniRef:UniRef90_UPI000CCC5BF3
contig_2	136165	136677	-	JBNEKJ_01860	18.4	9.7		RefSeq:WP_103105260.1, SO:0001217, UniParc:UPI000CCBDDB3, UniRef:UniRef100_UPI000CCBDDB3, UniRef:UniRef50_V6MKS2, UniRef:UniRef90_UPI001B2D2DB1
contig_2	143952	144467	+	JBNEKJ_01920	19.6	5.7		RefSeq:WP_103105252.1, SO:0001217, UniParc:UPI000CCBF70B, UniRef:UniRef100_UPI000CCBF70B, UniRef:UniRef50_A0A0Q3T7B4, UniRef:UniRef90_UPI000CCBF70B
contig_2	151057	151227	+	JBNEKJ_01965	6.5	6.7		RefSeq:WP_164684713.1, SO:0001217, UniParc:UPI0013DEBBF8, UniRef:UniRef100_UPI0013DEBBF8, UniRef:UniRef50_V6MDT4, UniRef:UniRef90_UPI0013DEBBF8
contig_2	167978	169096	+	JBNEKJ_02050	44.2	6.6		RefSeq:WP_103105229.1, SO:0001217, UniParc:UPI000CCC40D4, UniRef:UniRef100_UPI000CCC40D4, UniRef:UniRef50_A0A075R106, UniRef:UniRef90_A0A0K9YQW0
contig_3	4026	5111	-	JBNEKJ_02175	41.4	8.7		SO:0001217, UniRef:UniRef50_V6MDG6, UniRef:UniRef90_UPI001B019A6B
contig_3	5243	5434	+	JBNEKJ_02180	7.5	7.0		RefSeq:WP_103108286.1, SO:0001217, UniParc:UPI000CCBF9E5, UniRef:UniRef100_UPI000CCBF9E5, UniRef:UniRef50_A0A6M1U801, UniRef:UniRef90_J2QV52
contig_3	29189	29359	+	JBNEKJ_02295	6.8	9.2		RefSeq:WP_164684842.1, SO:0001217, UniParc:UPI0013DF793E, UniRef:UniRef100_UPI0013DF793E, UniRef:UniRef50_V6MDC0, UniRef:UniRef90_UPI000AD337AF
contig_3	37093	37266	-	JBNEKJ_02330	6.3	9.4		SO:0001217, UniRef:UniRef50_A0A075R2K3, UniRef:UniRef90_J2I5D6
contig_3	44864	45070	+	JBNEKJ_02370	7.7	4.2		RefSeq:WP_049737968.1, SO:0001217, UniParc:UPI000673AE16, UniRef:UniRef100_A0A0K9Z0G0, UniRef:UniRef50_A0A4Y3PEC3, UniRef:UniRef90_A0A4Y3PEC3
contig_3	45110	45295	+	JBNEKJ_02375	7.2	12.0		SO:0001217, UniRef:UniRef50_V6MLZ3, UniRef:UniRef90_A0A0K9YZ73
contig_3	59802	60002	-	JBNEKJ_02455	7.6	9.0		RefSeq:WP_103110828.1, SO:0001217, UniParc:UPI000CCC4D92, UniRef:UniRef100_UPI000CCC4D92, UniRef:UniRef50_C0ZAT7, UniRef:UniRef90_UPI000CCC4D92
contig_3	60506	61003	-	JBNEKJ_02465	19.0	5.0		SO:0001217, UniRef:UniRef50_A0A0K9YZC5, UniRef:UniRef90_UPI001B2E2178
contig_3	61042	61452	-	JBNEKJ_02470	15.1	6.6		SO:0001217, UniRef:UniRef50_A0A0K9YZ13, UniRef:UniRef90_UPI001B23F454
contig_3	66786	67220	+	JBNEKJ_02495	16.2	6.3		RefSeq:WP_103109019.1, SO:0001217, UniParc:UPI000CCC0BB2, UniRef:UniRef100_UPI000CCC0BB2, UniRef:UniRef50_UPI000CCC0BB2, UniRef:UniRef90_UPI000CCC0BB2
contig_3	67316	67777	-	JBNEKJ_02500	17.7	5.7		SO:0001217, UniRef:UniRef50_A0A1Y4WS00, UniRef:UniRef90_UPI000CCC442B
contig_3	69847	70446	+	JBNEKJ_02510	20.4	4.1		SO:0001217, UniRef:UniRef50_UPI000CCC6E23, UniRef:UniRef90_UPI000CCC6E23
contig_3	74311	74652	+	JBNEKJ_02520	12.3	4.6		SO:0001217, UniRef:UniRef50_UPI001B0A5B5C, UniRef:UniRef90_UPI001B0A5B5C
contig_3	74756	74968	-	JBNEKJ_02525	8.1	9.9		RefSeq:WP_103109025.1, SO:0001217, UniParc:UPI000CCC82D9, UniRef:UniRef100_UPI000CCC82D9, UniRef:UniRef50_C0ZKP4, UniRef:UniRef90_UPI001B2513BB
contig_3	90047	90268	+	JBNEKJ_02615	8.7	6.1		SO:0001217, UniRef:UniRef50_C0ZAY8, UniRef:UniRef90_UPI000CCC3CEE
