#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	219	665	-	MHDNEI_00005		hypothetical protein	
contig_1	cds	873	1949	-	MHDNEI_00010		hypothetical protein	
contig_1	cds	1949	3064	-	MHDNEI_00015		hypothetical protein	
contig_1	cds	3164	4267	+	MHDNEI_00020		hypothetical protein	
contig_1	cds	4352	4774	-	MHDNEI_00025		hypothetical protein	
contig_1	cds	4869	5588	-	MHDNEI_00030		hypothetical protein	PFAM:PF00392.24, PFAM:PF07729.15
contig_1	cds	5585	6970	-	MHDNEI_00035		MmgE/PrpD family protein	SO:0001217, UniRef:UniRef50_A0A536SPF0
contig_1	cds	6970	8712	-	MHDNEI_00040		hypothetical protein	PFAM:PF01019.24
contig_1	cds	8729	9625	-	MHDNEI_00045		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3N6D569
contig_1	cds	9622	10560	-	MHDNEI_00050		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A150LCN2
contig_1	cds	10580	12085	-	MHDNEI_00055		hypothetical protein	PFAM:PF00496.25
contig_1	cds	12127	13350	-	MHDNEI_00060		hypothetical protein	PFAM:PF00155.24, PFAM:PF00266.22, PFAM:PF01041.20
contig_1	cds	13627	14619	+	MHDNEI_00065		hypothetical protein	
contig_1	cds	14630	15076	+	MHDNEI_00070		NTP pyrophosphohydrolase	SO:0001217, UniRef:UniRef50_A0A2Z5G5G9
contig_1	cds	15213	16826	-	MHDNEI_00075		hypothetical protein	
contig_1	cds	17095	17376	+	MHDNEI_00080		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A3M1PVP3
contig_1	cds	17392	17823	+	MHDNEI_00085		Ribonuclease VapC	SO:0001217, UniRef:UniRef50_A0A1Q7ES09
contig_1	cds	17837	19345	-	MHDNEI_00090		Xylulokinase	SO:0001217, UniRef:UniRef50_A0A841HXX8
contig_1	cds	19338	20354	-	MHDNEI_00095		ArsR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A5Q4G0D4
contig_1	cds	20529	21662	+	MHDNEI_00100		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A254ULN2
contig_1	cds	21662	22501	+	MHDNEI_00105		L-arabinose transport system permease protein araQ	SO:0001217, UniRef:UniRef50_F4QI17
contig_1	cds	22537	23823	+	MHDNEI_00110		Extracellular solute-binding protein	SO:0001217, UniRef:UniRef50_A0A4Q3Y2V2
contig_1	cds	23826	25616	+	MHDNEI_00115		Putative exported glycosylhydrolase	SO:0001217, UniRef:UniRef50_E1WM95
contig_1	cds	25771	26121	-	MHDNEI_00120		HxlR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A318K276
contig_1	cds	26267	27115	+	MHDNEI_00125		Quinone oxidoreductase 2	SO:0001217, UniRef:UniRef50_I0L2M6
contig_1	cds	27140	28357	-	MHDNEI_00130		L-galactonate transporter	SO:0001217, UniRef:UniRef50_A0A0N0BLI6
contig_1	cds	28401	29441	+	MHDNEI_00135		Endo/exonuclease/phosphatase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2E0SU73
contig_1	cds	29565	31127	+	MHDNEI_00140		hypothetical protein	PFAM:PF05048.16, PFAM:PF13229.9, PFAM:PF13229.9
contig_1	cds	31162	32748	-	MHDNEI_00145		hypothetical protein	
contig_1	cds	32860	34707	+	MHDNEI_00150		hypothetical protein	PFAM:PF01400.27
contig_1	cds	34729	36138	-	MHDNEI_00155		hypothetical protein	PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9
contig_1	cds	36200	36703	-	MHDNEI_00160		hypothetical protein	PFAM:PF14312.9, PFAM:PF14312.9
contig_1	cds	36700	37986	-	MHDNEI_00165		hypothetical protein	PFAM:PF12733.10, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9
contig_1	cds	38029	39822	-	MHDNEI_00170		Cadherin-like beta sandwich domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7W0ZSS8
contig_1	cds	39865	41667	-	MHDNEI_00175		Integrin	SO:0001217, UniRef:UniRef50_A0A532E1D9
contig_1	cds	41710	43500	-	MHDNEI_00180		Integrin alpha beta-propellor repeat protein	SO:0001217, UniRef:UniRef50_A0A0S4LRI8
contig_1	cds	43514	45064	-	MHDNEI_00185		hypothetical protein	PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9
contig_1	cds	45306	46667	-	MHDNEI_00190		Ammonium transporter	SO:0001217, UniRef:UniRef50_A0A0F5EZP7
contig_1	cds	47013	48278	-	MHDNEI_00195		ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A6L4AXM1
contig_1	cds	48476	48841	+	MHDNEI_00200		hypothetical protein	
contig_1	cds	49087	50448	+	MHDNEI_00205		hypothetical protein	PFAM:PF05048.16, PFAM:PF13229.9, PFAM:PF13229.9
contig_1	cds	50511	52751	-	MHDNEI_00210		Isocitrate dehydrogenase [NADP]	SO:0001217, UniRef:UniRef50_A0A1U6GJ91
contig_1	cds	52898	54112	+	MHDNEI_00215		hypothetical protein	
contig_1	cds	54139	55938	-	MHDNEI_00220		Integrin alpha beta-propellor repeat protein	SO:0001217, UniRef:UniRef50_A0A0S4LRI8
contig_1	cds	56195	57613	+	MHDNEI_00225		1-deoxy-D-xylulose 5-phosphate reductoisomerase	SO:0001217, UniRef:UniRef50_A0A1M5ZSA3
contig_1	cds	57613	57978	+	MHDNEI_00230		hypothetical protein	
contig_1	cds	58145	59524	+	MHDNEI_00235		Acyclic terpene utilization AtuA family protein	SO:0001217, UniRef:UniRef50_A0A838ISI6
contig_1	cds	59521	59838	+	MHDNEI_00240		Acyl-CoA synthetase	SO:0001217, UniRef:UniRef50_A0A1F3CDN4
contig_1	cds	59835	61019	+	MHDNEI_00245		hypothetical protein	PFAM:PF03417.19
contig_1	cds	61176	62726	+	MHDNEI_00250		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A838IRR7
contig_1	cds	62790	63800	+	MHDNEI_00255		Peptide ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A3E0KJY3
contig_1	cds	63808	64665	+	MHDNEI_00260		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A838IRL3
contig_1	cds	64710	66872	+	MHDNEI_00265		hypothetical protein	
