#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	167	583	+	COLCHA_00005		Cupin-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3A0AIB6
contig_1	cds	704	1567	-	COLCHA_00010		Phytanoyl-CoA dioxygenase family protein	SO:0001217, UniRef:UniRef50_A0A6G2JIW9
contig_1	cds	1817	3094	-	COLCHA_00015		D-xylose transport system permease protein	SO:0001217, UniRef:UniRef50_A0A0M9UC92
contig_1	cds	3091	3945	-	COLCHA_00020		Galactose/methyl galactoside import ATP-binding protein MglA	SO:0001217, UniRef:UniRef50_A0A2P8AUV2
contig_1	cds	4084	6165	-	COLCHA_00025		hypothetical protein	PFAM:PF00532.24, PFAM:PF00532.24
contig_1	cds	6417	8249	+	COLCHA_00030		Cu-amine-oxid domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2M8JRV5
contig_1	cds	8295	9281	+	COLCHA_00035		hypothetical protein	
contig_1	cds	9297	9491	+	COLCHA_00040		hypothetical protein	
contig_1	cds	9764	10666	+	COLCHA_00045		LLM class flavin-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A7C1F8K6
contig_1	cds	10759	10854	-	COLCHA_00050		hypothetical protein	
contig_1	cds	11113	12273	-	COLCHA_00055		IS200/IS605 family element transposase accessory protein TnpB	SO:0001217, UniRef:UniRef50_A0A7W1A710
contig_1	cds	12360	12839	-	COLCHA_00060		hypothetical protein	
contig_1	cds	13204	14691	-	COLCHA_00065		NAD(P)/FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A4P6JNZ1
contig_2	cds	55	1002	+	COLCHA_00070		hypothetical protein	PFAM:PF00512.28, PFAM:PF02518.29
contig_2	cds	1007	1501	-	COLCHA_00075		Peptidyl-prolyl cis-trans isomerase	SO:0001217, UniRef:UniRef50_A0A2K3V241
contig_2	cds	1849	2226	+	COLCHA_00080		Chemotaxis protein CheY	SO:0001217, UniRef:UniRef50_A0A0M8K7C5
contig_2	cds	2226	2660	+	COLCHA_00085		Response regulator	SO:0001217, UniRef:UniRef50_A0A7C1EWZ6
contig_2	cds	2703	3374	+	COLCHA_00090		hypothetical protein	
contig_2	cds	3371	4990	+	COLCHA_00095		hypothetical protein	PFAM:PF01590.29, PFAM:PF13185.9, PFAM:PF13492.9
contig_2	cds	4987	6672	+	COLCHA_00100		hypothetical protein	PFAM:PF01590.29
contig_2	cds	6669	8942	+	COLCHA_00105		hypothetical protein	PFAM:PF00672.28, PFAM:PF01590.29, PFAM:PF13185.9, PFAM:PF13492.9
contig_2	cds	8937	9500	-	COLCHA_00110		hypothetical protein	
contig_2	cds	9774	10130	-	COLCHA_00115		hypothetical protein	
contig_2	cds	10134	10583	-	COLCHA_00120		hypothetical protein	
contig_2	cds	10632	10787	-	COLCHA_00125		hypothetical protein	
contig_2	cds	11223	11813	-	COLCHA_00130		hypothetical protein	
contig_2	cds	11856	11960	-	COLCHA_00135		hypothetical protein	
contig_2	cds	12531	12728	-	COLCHA_00140		hypothetical protein	
contig_2	cds	12738	12980	-	COLCHA_00145		hypothetical protein	
contig_2	cds	13029	13760	-	COLCHA_00150		hypothetical protein	
contig_2	cds	14016	14303	-	COLCHA_00155		hypothetical protein	
contig_3	cds	86	1822	-	COLCHA_00160		Uncharacterized ABC transporter ATP-binding protein ywjA	SO:0001217, UniRef:UniRef50_K0PLF4
contig_3	cds	2051	2590	-	COLCHA_00165		RibD-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D8HT56
contig_3	cds	2670	3353	-	COLCHA_00170		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q3SHT0
contig_3	cds	3984	4799	+	COLCHA_00175		Methyltransf-11 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5C6AD53
contig_3	cds	5044	6288	+	COLCHA_00180		hypothetical protein	PFAM:PF00059.24, PFAM:PF04862.15
contig_3	cds	6571	7887	-	COLCHA_00185		Bicarbonate transport ATP-binding protein CmpD	SO:0001217, UniRef:UniRef50_A0A2H5Y7X8
contig_3	cds	7908	9335	-	COLCHA_00190		Bicarbonate transport system permease protein CmpB	SO:0001217, UniRef:UniRef50_A0A0M2UXM8
contig_4	cds	47	1120	+	COLCHA_00195		Peptidase M24	SO:0001217, UniRef:UniRef50_A0A2W4P9U9
contig_4	cds	1249	2820	+	COLCHA_00200		Alpha-amylase	SO:0001217, UniRef:UniRef50_A0A850A072
contig_4	cds	2859	4112	-	COLCHA_00205		LysM peptidoglycan-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M1QGH6
contig_4	cds	4251	5558	+	COLCHA_00210		Putative succinyl-diaminopimelate desuccinylase	SO:0001217, UniRef:UniRef50_A0A1V4W315
contig_4	cds	5562	6317	-	COLCHA_00215		Chlorinating enzyme	SO:0001217, UniRef:UniRef50_A0A1I2WYG5
contig_4	cds	6445	7266	+	COLCHA_00220		hypothetical protein	PFAM:PF00165.26, PFAM:PF00165.26, PFAM:PF12833.10
contig_4	cds	7354	8409	-	COLCHA_00225		hypothetical protein	
contig_4	cds	8452	8889	-	COLCHA_00230		hypothetical protein	
contig_4	cds	8886	9146	-	COLCHA_00235		hypothetical protein	
contig_5	cds	343	1794	+	COLCHA_00240		Fucosidase-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3A0A4Q9
contig_5	cds	1871	2062	+	COLCHA_00245		hypothetical protein	
contig_5	cds	2135	2689	+	COLCHA_00250		Uma2 family endonuclease	SO:0001217, UniRef:UniRef50_A0A7W1S6X1
contig_5	cds	3013	3786	+	COLCHA_00255		Glycosyl transferase	SO:0001217, UniRef:UniRef50_A0A2E0KVH7
contig_5	cds	3849	5294	-	COLCHA_00260		hypothetical protein	PFAM:PF13482.9, PFAM:PF14520.9
contig_5	cds	5534	5773	+	COLCHA_00265		hypothetical protein	
contig_5	cds	5770	6618	-	COLCHA_00270		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q3TML9
contig_5	cds	6630	7610	-	COLCHA_00275		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q3TMG0
contig_5	cds	7703	8956	-	COLCHA_00280		Extracellular solute-binding protein	SO:0001217, UniRef:UniRef50_A0A3N5UMT4
contig_6	cds	12	935	+	COLCHA_00285		hypothetical protein	
contig_6	cds	937	2199	+	COLCHA_00290		DUF2029 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M1QR04
contig_6	cds	2220	2492	+	COLCHA_00295		hypothetical protein	
contig_6	cds	2572	2922	+	COLCHA_00300		hypothetical protein	
contig_6	cds	2985	3368	+	COLCHA_00305		hypothetical protein	
contig_6	cds	3378	4661	+	COLCHA_00310		DUF2029 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M1QRN5
