#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	191	463	-	HPODPB_00005		hypothetical protein	PFAM:PF07238.17
contig_1	cds	531	2057	-	HPODPB_00010		DHA2 family efflux MFS transporter permease subunit	SO:0001217, UniRef:UniRef50_A0A0S8B6L8, UniRef:UniRef90_UPI00093022A1
contig_1	cds	2237	2725	+	HPODPB_00015		Cupin-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7R7YEW7
contig_1	cds	2846	3952	+	HPODPB_00020		Histidinol-phosphate aminotransferase	SO:0001217, UniRef:UniRef50_P61002
contig_1	cds	3949	4896	+	HPODPB_00025		prephenate/arogenate dehydrogenase family protein	EC:1.3.1.12, EC:1.3.1.43, KEGG:K00220, SO:0001217, UniRef:UniRef50_A0A1W6NXT4, UniRef:UniRef90_UPI00093189E3
contig_1	cds	4943	6418	-	HPODPB_00030		TolC family outer membrane protein	SO:0001217, UniRef:UniRef50_A0A7Y4XJ97
contig_1	cds	6886	7578	+	HPODPB_00035		50S ribosomal protein L25/general stress protein Ctc	KEGG:K02897, SO:0001217, UniRef:UniRef50_A0A1G3I7W7, UniRef:UniRef90_UPI000930C740
contig_1	cds	7618	8352	+	HPODPB_00040		Peptidyl-tRNA hydrolase	SO:0001217, UniRef:UniRef50_Q2VZ24
contig_1	cds	8369	9466	+	HPODPB_00045	ychF	redox-regulated ATPase YchF	KEGG:K06942, SO:0001217, UniRef:UniRef50_A0A1U8N1M8, UniRef:UniRef90_UPI00093023B5
contig_1	cds	9548	10369	-	HPODPB_00050		Invasion associated locus B family protein	SO:0001217, UniRef:UniRef50_D8JYL2
contig_1	cds	10794	12557	+	HPODPB_00055		ABC-type oligopeptide transport system, periplasmic component	SO:0001217, UniRef:UniRef50_I4YY77
contig_1	cds	12693	13667	+	HPODPB_00060		zinc-binding dehydrogenase	SO:0001217, UniRef:UniRef50_A0A6P2ENK3, UniRef:UniRef90_UPI000932046B
contig_1	cds	13682	14437	+	HPODPB_00065		MBL fold metallo-hydrolase	EC:3.1.1.81, KEGG:K13075, SO:0001217, UniRef:UniRef50_A0A1D7UBY7, UniRef:UniRef90_UPI000931F7BD
contig_1	cds	14511	15212	-	HPODPB_00070		hypothetical protein	
contig_1	cds	15512	16459	+	HPODPB_00075		Fatty acid hydroxylase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D7NM74
contig_1	cds	16437	18098	-	HPODPB_00080	ettA	energy-dependent translational throttle protein EttA	SO:0001217, UniRef:UniRef50_A0A1F6TKE1, UniRef:UniRef90_UPI001FCCF8B1
contig_1	cds	18320	19069	-	HPODPB_00085		N-acetylmuramoyl-L-alanine amidase AmiD	SO:0001217, UniRef:UniRef50_A0A679JLB1
contig_1	cds	19069	19764	-	HPODPB_00090		J domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E4CVA3
contig_1	cds	19868	21691	-	HPODPB_00095		Xaa-Pro aminopeptidase	SO:0001217, UniRef:UniRef50_A0A3D9Z4J5
contig_1	cds	21942	22190	+	HPODPB_00100		hypothetical protein	
contig_1	cds	22286	22519	+	HPODPB_00105		hypothetical protein	
contig_1	cds	22633	24237	+	HPODPB_00110		FAD binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6A7KMT3, UniRef:UniRef90_A0A1E4CTK8
contig_1	cds	24438	25193	-	HPODPB_00115		3-oxoacyl-ACP reductase	SO:0001217, UniRef:UniRef50_A0A2E0ERJ8, UniRef:UniRef90_A0A1Q3JXA2
contig_1	cds	25472	25672	+	HPODPB_00120		hypothetical protein	
contig_1	cds	25703	27079	-	HPODPB_00125		tRNA(Ile)-lysidine synthase	SO:0001217, UniRef:UniRef50_A0A1E4CJF9
contig_1	cds	27136	27645	-	HPODPB_00130		Carbon monoxide dehydrogenase	KEGG:K09386, SO:0001217, UniRef:UniRef50_A0A1E4CJI2, UniRef:UniRef90_A0A1E4CJI2
contig_1	cds	27664	28320	-	HPODPB_00135		hypothetical protein	PFAM:PF00300.25, SO:0001217, UniRef:UniRef50_A0A1E4CJV7, UniRef:UniRef90_A0A1E4CJV7
contig_1	cds	28333	29517	-	HPODPB_00140		acetyl-CoA C-acyltransferase	SO:0001217, UniRef:UniRef50_A0A379IA40, UniRef:UniRef90_A0A1E4CJQ0
contig_1	cds	29770	30285	+	HPODPB_00145		HTH marR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E4CJI4
contig_1	cds	30288	31373	+	HPODPB_00150		HlyD family secretion protein	KEGG:K03543, SO:0001217, UniRef:UniRef50_A0A2E3P173, UniRef:UniRef90_A0A1E4CJG2
contig_1	cds	31375	31938	-	HPODPB_00155		hypothetical protein	
contig_2	cds	34	240	-	HPODPB_00160		hypothetical protein	
contig_2	cds	541	786	+	HPODPB_00165		hypothetical protein	
contig_2	cds	896	1027	+	HPODPB_00170		hypothetical protein	
contig_2	cds	1024	1929	+	HPODPB_00175		Coenzyme PQQ synthesis protein B	SO:0001217, UniRef:UniRef50_Q49149
contig_2	cds	1926	2666	+	HPODPB_00180		Pyrroloquinoline-quinone synthase	SO:0001217, UniRef:UniRef50_Q5LTB2
contig_2	cds	2659	2961	+	HPODPB_00185		PqqA binding protein	SO:0001217, UniRef:UniRef50_A0A537MWA1
contig_2	cds	2958	4100	+	HPODPB_00190		PqqA peptide cyclase	SO:0001217, UniRef:UniRef50_B8ENI9
contig_2	cds	4995	5552	+	HPODPB_00195		DUF892 domain-containing protein	SO:0001217, UniRef:UniRef50_V5SCF4
contig_2	cds	5557	6063	+	HPODPB_00200		CinA family protein	SO:0001217, UniRef:UniRef50_A0A537RGZ9
contig_2	cds	6064	6492	+	HPODPB_00205		hypothetical protein	
contig_2	cds	6619	7101	+	HPODPB_00210		Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG	SO:0001217, UniRef:UniRef50_A0A679K742
contig_2	cds	7106	7705	+	HPODPB_00215		Phosphonate C-P lyase system protein PhnH	SO:0001217, UniRef:UniRef50_A0A3S0E3F3
contig_2	cds	7706	8800	+	HPODPB_00220		Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	SO:0001217, UniRef:UniRef50_P16687
contig_2	cds	8797	9672	+	HPODPB_00225		Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase	EC:4.7.1.1, KEGG:K06163, SO:0001217, UniRef:UniRef50_Q52987, UniRef:UniRef90_A0A1Q3K624
contig_2	cds	9669	10454	+	HPODPB_00230	phnK	phosphonate C-P lyase system protein PhnK	SO:0001217, UniRef:UniRef50_A4YYQ5, UniRef:UniRef90_A0A1E4C0E8
contig_2	cds	10460	11176	+	HPODPB_00235		Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	SO:0001217, UniRef:UniRef50_A0A6G8NJF8
contig_2	cds	11173	12312	+	HPODPB_00240		Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	SO:0001217, UniRef:UniRef50_A0A0S3PT47
contig_2	cds	12302	12913	+	HPODPB_00245		Ribose 1,5-bisphosphate phosphokinase	SO:0001217, UniRef:UniRef50_A0A3S0EDJ5
contig_2	cds	12897	13607	-	HPODPB_00250		hypothetical protein	
contig_2	cds	13754	14569	+	HPODPB_00255	phnC	phosphonate ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_Q07LY2, UniRef:UniRef90_UPI0009304F1A
contig_2	cds	14657	15586	+	HPODPB_00260		Phosphonate ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A4Q4K4G1
contig_2	cds	15693	16604	+	HPODPB_00265		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A023XSP6
contig_2	cds	16601	17467	+	HPODPB_00270		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A023XSL7
contig_2	cds	17706	18764	+	HPODPB_00275		Glycosyl transferase group 1	SO:0001217, UniRef:UniRef50_J7QH28
contig_2	cds	18829	19509	+	HPODPB_00280		Phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase	SO:0001217, UniRef:UniRef50_A0A7W7KCW5
contig_2	cds	19569	20180	+	HPODPB_00285		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A127ENA1, UniRef:UniRef90_A0A1E4C7K2
contig_2	cds	20247	21929	-	HPODPB_00290		Glutamate-1-semialdehyde 2,1-aminomutase	SO:0001217, UniRef:UniRef50_A0A1V2EWA0
contig_2	cds	21971	22831	+	HPODPB_00295		Phosphatidylserine decarboxylase	SO:0001217, UniRef:UniRef50_A0A3E1R8Q8
contig_3	cds	907	2337	-	HPODPB_00300		hypothetical protein	
