#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2817	3437	+	LIFCFI_00035	21.8	5.2		
contig_1	4707	8630	+	LIFCFI_00050	140.2	5.0	PF13547.9|GTA_TIM, PF13550.9|Phage-tail_3	PFAM:PF13547.9, PFAM:PF13550.9
contig_1	9694	9993	+	LIFCFI_00060	11.0	10.3		
contig_1	22276	24732	-	LIFCFI_00115	87.8	6.1	PF00512.28|HisKA, PF02518.29|HATPase_c, PF12860.10|PAS_7	PFAM:PF00512.28, PFAM:PF02518.29, PFAM:PF12860.10
contig_1	27548	28114	-	LIFCFI_00125	21.4	5.4		SO:0001217, UniRef:UniRef50_A0A1B1AN08, UniRef:UniRef90_A0A7V3M514
contig_1	35432	35878	-	LIFCFI_00160	15.0	7.0		
contig_1	35883	36230	-	LIFCFI_00165	11.6	10.2		
contig_1	36829	37140	-	LIFCFI_00175	11.6	10.6	PF05016.18|ParE_toxin	PFAM:PF05016.18
contig_1	37137	37394	-	LIFCFI_00180	9.3	4.4		
contig_1	45659	45841	+	LIFCFI_00210	6.6	11.6		SO:0001217, UniRef:UniRef50_A0A1B1AE92, UniRef:UniRef90_A0A7C4ZNE9
contig_1	48254	48430	-	LIFCFI_00225	6.7	10.2		
contig_1	48538	48939	-	LIFCFI_00230	15.1	4.1		
contig_1	49654	49782	+	LIFCFI_00240	4.4	4.8		
contig_1	50925	52061	+	LIFCFI_00250	42.6	8.5		
contig_1	52155	52757	+	LIFCFI_00255	21.2	10.9		
contig_1	52771	53169	+	LIFCFI_00260	14.0	8.2	PF04828.17|GFA	PFAM:PF04828.17
contig_1	54494	54817	+	LIFCFI_00275	12.2	5.1	PF07345.14|DUF1476	PFAM:PF07345.14
contig_1	55187	55639	-	LIFCFI_00285	16.7	6.0		
contig_1	55672	55854	-	LIFCFI_00290	6.6	4.2		
contig_1	55947	56624	-	LIFCFI_00295	24.9	5.4		
contig_1	56657	57271	+	LIFCFI_00300	21.8	9.2		
contig_1	60236	63472	+	LIFCFI_00315	111.9	4.3	PF03797.22|Autotransporter	PFAM:PF03797.22
contig_1	65326	66000	+	LIFCFI_00330	25.0	9.1	PF01814.26|Hemerythrin	PFAM:PF01814.26
contig_1	73092	73481	-	LIFCFI_00370	13.0	4.2		
contig_1	80972	81304	-	LIFCFI_00395	11.1	7.7		
contig_1	82580	82738	-	LIFCFI_00405	5.9	5.5		
contig_1	83888	84136	+	LIFCFI_00415	8.5	5.0		
contig_1	85269	86186	-	LIFCFI_00425	31.1	9.0		
contig_1	86719	87129	+	LIFCFI_00435	14.4	4.8		
contig_1	89636	89947	+	LIFCFI_00455	11.3	10.0		
contig_1	91227	91442	-	LIFCFI_00470	7.8	9.2		
contig_1	91566	92543	-	LIFCFI_00475	35.2	9.5	PF01695.20|IstB_IS21, PF02562.19|PhoH, PF13245.9|AAA_19, PF13604.9|AAA_30	PFAM:PF01695.20, PFAM:PF02562.19, PFAM:PF13245.9, PFAM:PF13604.9
contig_1	100354	100884	-	LIFCFI_00525	18.9	8.6	PF07310.16|PAS_5	PFAM:PF07310.16
contig_1	101051	101848	+	LIFCFI_00530	28.2	7.0		
contig_1	101979	102290	+	LIFCFI_00535	11.3	5.0		
contig_1	103816	103998	-	LIFCFI_00545	6.5	10.0		
contig_1	104128	104613	-	LIFCFI_00550	19.7	10.5		
contig_1	106069	106716	+	LIFCFI_00565	23.8	10.4	PF00565.20|SNase	PFAM:PF00565.20
contig_1	107550	109091	+	LIFCFI_00575	55.3	9.0		
contig_1	109088	109771	+	LIFCFI_00580	23.2	10.1		
contig_1	117897	119171	-	LIFCFI_00620	42.5	4.1	PF00353.22|HemolysinCabind, PF00353.22|HemolysinCabind, PF00353.22|HemolysinCabind, PF00353.22|HemolysinCabind, PF00353.22|HemolysinCabind, PF00353.22|HemolysinCabind	PFAM:PF00353.22, PFAM:PF00353.22, PFAM:PF00353.22, PFAM:PF00353.22, PFAM:PF00353.22, PFAM:PF00353.22
contig_1	120048	121304	-	LIFCFI_00630	44.6	9.1		
contig_1	121297	122106	-	LIFCFI_00635	29.1	9.1	PF13524.9|Glyco_trans_1_2, PF13692.9|Glyco_trans_1_4	PFAM:PF13524.9, PFAM:PF13692.9
contig_1	122247	122462	-	LIFCFI_00640	8.2	10.8		
contig_1	122459	123790	-	LIFCFI_00645	47.1	9.9		
contig_1	123965	125437	+	LIFCFI_00650	52.6	6.6	PF02493.23|MORN	PFAM:PF02493.23
contig_1	126275	127117	-	LIFCFI_00660	30.6	9.4	PF00027.32|cNMP_binding, PF13545.9|HTH_Crp_2	PFAM:PF00027.32, PFAM:PF13545.9
contig_1	127218	127487	-	LIFCFI_00665	9.1	9.3		
contig_1	129869	131062	-	LIFCFI_00675	41.5	6.3		
contig_1	131898	134156	-	LIFCFI_00685	83.1	5.4		
contig_1	143261	145402	-	LIFCFI_00730	76.7	5.6	PF01656.26|CbiA, PF13614.9|AAA_31	PFAM:PF01656.26, PFAM:PF13614.9
contig_1	154389	154664	+	LIFCFI_00770	9.4	8.7		
contig_1	162584	163315	-	LIFCFI_00800	25.6	4.1		
contig_1	164734	165222	+	LIFCFI_00810	17.3	9.6		
contig_1	169517	170374	+	LIFCFI_00830	30.2	9.4		
contig_1	184393	184542	-	LIFCFI_00910	5.2	6.8		
contig_1	184590	184925	+	LIFCFI_00915	12.3	7.8		
contig_1	185464	186123	-	LIFCFI_00925	24.5	7.8	PF00881.27|Nitroreductase	PFAM:PF00881.27
contig_1	194754	195236	+	LIFCFI_00985	17.5	4.4		
contig_1	196915	197424	+	LIFCFI_01005	18.9	4.9		
contig_1	199059	199418	+	LIFCFI_01025	12.9	5.1	PF00903.28|Glyoxalase	PFAM:PF00903.28
contig_1	199421	199630	-	LIFCFI_01030	7.0	5.1		
contig_1	199709	200158	-	LIFCFI_01035	16.1	4.5		
contig_1	201626	201838	-	LIFCFI_01045	7.3	4.6	PF00364.25|Biotin_lipoyl	PFAM:PF00364.25
contig_2	13147	13398	+	LIFCFI_01110	9.3	6.9		
contig_2	33125	33739	+	LIFCFI_01190	22.0	7.7	PF03938.17|OmpH	PFAM:PF03938.17
contig_2	36054	36908	+	LIFCFI_01210	29.3	6.1	PF06230.14|LpxI_C, PF17930.4|LpxI_N	PFAM:PF06230.14, PFAM:PF17930.4
contig_2	41585	43624	+	LIFCFI_01235	71.3	7.5	PF13567.9|DUF4131	PFAM:PF13567.9
contig_2	46135	46710	-	LIFCFI_01255	20.5	6.3	PF00117.31|GATase, PF07722.16|Peptidase_C26	PFAM:PF00117.31, PFAM:PF07722.16
contig_2	54622	55122	+	LIFCFI_01290	18.6	11.7		
contig_2	55239	57008	+	LIFCFI_01295	64.1	5.9		
contig_2	61412	62473	+	LIFCFI_01335	41.3	10.2		
contig_2	65759	65854	+	LIFCFI_01355	3.3	8.0		
contig_2	69438	69902	+	LIFCFI_01380	16.5	4.8		
contig_2	73408	73623	+	LIFCFI_01400	8.0	5.8		SO:0001217, UniRef:UniRef50_A0A7V3H8J8, UniRef:UniRef90_A0A7V3H8J8
contig_2	73706	74158	+	LIFCFI_01405	15.5	5.2		
contig_2	76317	76529	+	LIFCFI_01420	7.8	9.8		
contig_2	97003	97653	+	LIFCFI_01505	24.3	6.5		
contig_2	104289	104783	+	LIFCFI_01545	17.3	9.8		
contig_2	109361	110677	+	LIFCFI_01575	46.1	6.5		
contig_2	118799	119455	-	LIFCFI_01605	23.8	8.5	PF19630.2|DUF6134	PFAM:PF19630.2
contig_2	129088	129813	-	LIFCFI_01660	26.7	6.0		SO:0001217, UniRef:UniRef50_A0A6I6MKA2, UniRef:UniRef90_A0A7C4ZV72
contig_2	131369	131938	-	LIFCFI_01670	20.8	6.1	PF00300.25|His_Phos_1	PFAM:PF00300.25
contig_2	137356	137673	-	LIFCFI_01700	11.7	4.4		
contig_2	137673	139664	-	LIFCFI_01705	66.8	6.1	PF01476.23|LysM, PF18431.4|RNAse_A_bac	PFAM:PF01476.23, PFAM:PF18431.4
contig_2	145062	145334	+	LIFCFI_01730	10.1	4.4		
contig_2	149278	149565	-	LIFCFI_01765	10.1	10.6		
contig_2	149562	150068	-	LIFCFI_01770	17.6	4.3		
contig_2	153970	154545	-	LIFCFI_01795	21.2	4.9		
contig_2	156858	157280	-	LIFCFI_01810	15.2	4.7		
contig_2	163789	164037	-	LIFCFI_01840	9.3	5.3		
contig_2	164118	164831	-	LIFCFI_01845	26.4	4.9		
contig_2	169193	169681	-	LIFCFI_01885	17.8	7.7		
contig_2	177814	178227	+	LIFCFI_01930	15.2	10.9		
contig_2	178736	178957	-	LIFCFI_01940	8.2	9.7		
contig_2	180465	181847	-	LIFCFI_01955	50.2	6.1	PF13450.9|NAD_binding_8	PFAM:PF13450.9
contig_2	185026	185595	-	LIFCFI_01970	20.4	4.8		
contig_2	190083	190592	-	LIFCFI_02000	17.7	7.9		
contig_3	112	237	-	LIFCFI_02010	4.6	4.6		
contig_3	237	1067	-	LIFCFI_02015	30.5	6.4	PF13676.9|TIR_2	PFAM:PF13676.9
contig_3	34663	35169	+	LIFCFI_02170	18.6	5.3		
contig_3	35261	35692	-	LIFCFI_02175	16.1	5.9		
contig_3	43316	44866	-	LIFCFI_02205	56.2	9.0		
contig_3	58412	58831	-	LIFCFI_02275	15.3	5.4	PF02120.19|Flg_hook	PFAM:PF02120.19
contig_3	58932	59573	+	LIFCFI_02280	18.4	4.1		
contig_3	66068	67126	+	LIFCFI_02310	38.6	5.7		
contig_3	72182	73357	-	LIFCFI_02340	41.8	10.7		
contig_3	76453	77454	-	LIFCFI_02360	36.4	5.7	PF00994.27|MoCF_biosynth	PFAM:PF00994.27
contig_3	78190	78444	-	LIFCFI_02370	9.0	5.2	PF02597.23|ThiS	PFAM:PF02597.23
contig_3	83954	85165	+	LIFCFI_02395	44.6	4.8		
contig_3	85735	87957	-	LIFCFI_02405	80.7	5.8	PF00317.24|Ribonuc_red_lgN	PFAM:PF00317.24
contig_3	90612	91361	-	LIFCFI_02430	27.3	5.0	PF05138.15|PaaA_PaaC	PFAM:PF05138.15
contig_3	103673	104152	-	LIFCFI_02485	16.9	4.9		
contig_3	114007	114519	-	LIFCFI_02535	18.2	5.6		
contig_3	114604	114780	-	LIFCFI_02540	5.3	4.1		
contig_3	116341	116829	+	LIFCFI_02555	16.8	4.8		
contig_3	119888	120667	-	LIFCFI_02580	28.0	11.3		
contig_3	121275	123317	-	LIFCFI_02590	73.6	6.7		
contig_3	139594	140517	+	LIFCFI_02690	32.4	9.0		
contig_3	142205	142711	-	LIFCFI_02705	19.3	11.1		
contig_3	145136	145813	-	LIFCFI_02725	23.5	9.7		
contig_3	147064	147210	-	LIFCFI_02735	5.7	5.3		
contig_3	147211	147441	-	LIFCFI_02740	8.1	9.0		
contig_3	148619	148885	-	LIFCFI_02750	9.6	11.7		
contig_3	149021	149527	-	LIFCFI_02755	18.5	8.7	PF09351.13|DUF1993	PFAM:PF09351.13
contig_3	149531	149809	-	LIFCFI_02760	9.9	10.8		
contig_3	149859	150137	-	LIFCFI_02765	9.6	10.0		
contig_3	151448	151636	+	LIFCFI_02775	6.3	4.7		
contig_3	153524	154327	+	LIFCFI_02800	30.0	5.1		
contig_3	154338	157115	-	LIFCFI_02805	103.7	9.3		
contig_3	161045	161272	-	LIFCFI_02830	8.5	10.7		
contig_3	161374	161763	-	LIFCFI_02835	15.2	10.3		
contig_3	162966	163670	+	LIFCFI_02845	24.5	5.3		
contig_3	163960	164184	-	LIFCFI_02855	7.9	4.9	PF04255.17|DUF433	PFAM:PF04255.17
contig_3	164197	164658	-	LIFCFI_02860	16.7	9.5		
contig_4	11	670	+	LIFCFI_02875	23.1	10.6		
contig_4	6756	7094	-	LIFCFI_02910	12.3	5.9		
contig_4	7212	7385	+	LIFCFI_02915	6.6	10.2		
contig_4	7743	8366	-	LIFCFI_02925	21.5	7.8		
contig_4	8427	8765	+	LIFCFI_02930	12.5	11.3		
contig_4	9288	9395	+	LIFCFI_02935	3.7	4.5		
contig_4	9559	9747	-	LIFCFI_02940	6.9	12.0		
contig_4	14818	15357	-	LIFCFI_02965	18.5	4.9		
contig_4	16278	16514	-	LIFCFI_02975	8.1	5.1		
contig_4	22002	22346	+	LIFCFI_03005	11.4	4.2		
contig_4	23926	24186	+	LIFCFI_03015	8.9	10.4		
contig_4	27025	28224	-	LIFCFI_03040	42.0	6.9		
contig_4	34045	38100	-	LIFCFI_03080	142.0	4.9		
contig_4	41220	41612	+	LIFCFI_03100	12.8	11.0		
contig_4	43911	44936	+	LIFCFI_03110	37.6	6.5	PF13640.9|2OG-FeII_Oxy_3	PFAM:PF13640.9
contig_4	46241	47023	-	LIFCFI_03120	29.6	9.0		
contig_4	48550	48798	+	LIFCFI_03135	8.5	11.3		
contig_4	49427	49948	+	LIFCFI_03145	20.1	6.6		SO:0001217, UniRef:UniRef50_A0A3G9G5K9, UniRef:UniRef90_A0A7C4VJF8
contig_4	50111	50692	+	LIFCFI_03155	22.0	10.4		
contig_4	78196	78408	+	LIFCFI_03260	7.6	5.4		
contig_4	82083	83075	-	LIFCFI_03280	34.8	5.0		
contig_4	85962	86078	-	LIFCFI_03300	3.8	8.5		
contig_4	86308	86424	-	LIFCFI_03305	3.9	11.0		
contig_4	88550	89476	-	LIFCFI_03325	31.8	4.9		
contig_4	91289	91735	-	LIFCFI_03340	15.4	6.7	PF03994.17|DUF350, PF03994.17|DUF350	PFAM:PF03994.17, PFAM:PF03994.17
contig_4	94142	94696	-	LIFCFI_03360	20.7	6.4		
contig_4	98014	98160	+	LIFCFI_03380	5.2	8.3		
contig_4	98157	98825	-	LIFCFI_03385	25.0	5.1		
contig_4	99326	99442	-	LIFCFI_03395	4.2	8.5		
contig_4	102486	102797	-	LIFCFI_03415	12.0	9.9		
contig_4	103104	103268	-	LIFCFI_03425	6.5	4.6		
contig_4	108444	108917	-	LIFCFI_03455	16.4	11.2	PF07012.15|Curlin_rpt, PF07012.15|Curlin_rpt, PF07012.15|Curlin_rpt	PFAM:PF07012.15, PFAM:PF07012.15, PFAM:PF07012.15
contig_4	108914	109336	-	LIFCFI_03460	14.6	5.0		
contig_4	109410	109913	-	LIFCFI_03465	17.5	10.8	PF07012.15|Curlin_rpt, PF07012.15|Curlin_rpt, PF07012.15|Curlin_rpt	PFAM:PF07012.15, PFAM:PF07012.15, PFAM:PF07012.15
contig_4	110848	111297	+	LIFCFI_03480	15.5	5.0		
contig_4	112714	113364	-	LIFCFI_03490	23.5	7.8		
contig_4	117084	117611	+	LIFCFI_03525	19.0	4.9		
contig_4	118038	118370	-	LIFCFI_03535	11.7	5.0	PF02604.22|PhdYeFM_antitox	PFAM:PF02604.22
contig_4	131010	132062	-	LIFCFI_03600	38.3	5.9		
contig_4	132062	135124	-	LIFCFI_03605	114.0	4.7	PF10282.12|Lactonase	PFAM:PF10282.12
contig_4	135192	136910	-	LIFCFI_03610	57.8	7.2		
contig_4	137279	137656	+	LIFCFI_03615	13.7	5.1		
contig_4	139385	140056	-	LIFCFI_03625	24.0	6.1	PF00027.32|cNMP_binding, PF00325.23|Crp, PF13545.9|HTH_Crp_2	PFAM:PF00027.32, PFAM:PF00325.23, PFAM:PF13545.9
contig_4	157191	157616	-	LIFCFI_03715	15.3	4.9		
contig_5	857	2686	+	LIFCFI_03740	67.9	5.8	PF00037.30|Fer4, PF07992.17|Pyr_redox_2, PF12838.10|Fer4_7, PF13450.9|NAD_binding_8, PF13534.9|Fer4_17, PF14691.9|Fer4_20	PFAM:PF00037.30, PFAM:PF07992.17, PFAM:PF12838.10, PFAM:PF13450.9, PFAM:PF13534.9, PFAM:PF14691.9
contig_5	2978	3292	+	LIFCFI_03745	10.8	4.1		
contig_5	6070	6534	+	LIFCFI_03760	17.8	7.0		
contig_5	14770	15168	-	LIFCFI_03805	14.9	6.3	PF13366.9|PDDEXK_3	PFAM:PF13366.9
contig_5	16848	17594	-	LIFCFI_03820	26.8	4.8		
contig_5	22268	23428	+	LIFCFI_03840	41.6	5.6	PF00441.27|Acyl-CoA_dh_1, PF02770.22|Acyl-CoA_dh_M, PF02771.19|Acyl-CoA_dh_N, PF08028.14|Acyl-CoA_dh_2	PFAM:PF00441.27, PFAM:PF02770.22, PFAM:PF02771.19, PFAM:PF08028.14
contig_5	30713	31642	+	LIFCFI_03875	32.7	9.7		
contig_5	31648	32547	-	LIFCFI_03880	32.5	4.9		
contig_5	32552	34132	-	LIFCFI_03885	56.0	5.4		
contig_5	37758	38453	-	LIFCFI_03910	24.9	5.7		
contig_5	40415	41026	-	LIFCFI_03925	21.2	4.5		
contig_5	41140	42237	-	LIFCFI_03930	39.6	6.5		
contig_5	47578	47772	-	LIFCFI_03965	7.0	9.7		
contig_5	47765	48127	-	LIFCFI_03970	13.3	10.5		
contig_5	52204	52485	+	LIFCFI_03990	10.3	5.6		
contig_5	60050	60403	+	LIFCFI_04040	12.2	6.2		
contig_5	60400	60960	+	LIFCFI_04045	19.3	10.1		
contig_5	65086	65586	+	LIFCFI_04075	18.4	5.4		
contig_5	65657	65821	+	LIFCFI_04080	6.2	8.0		
contig_5	65919	66479	+	LIFCFI_04085	19.3	4.2		
contig_5	66482	66904	-	LIFCFI_04090	15.3	5.2		SO:0001217, UniRef:UniRef50_A0A0J6SA16, UniRef:UniRef90_A0A7C4VCH2
contig_5	66966	67484	-	LIFCFI_04095	20.0	6.4		
contig_5	72876	73520	+	LIFCFI_04120	22.2	4.2		
contig_5	73625	74740	+	LIFCFI_04125	41.3	9.7		SO:0001217, UniRef:UniRef50_A0A1B1AH85, UniRef:UniRef90_A0A7C4VAV2
contig_5	74845	75186	+	LIFCFI_04130	12.5	4.5	PF00072.27|Response_reg	PFAM:PF00072.27
contig_5	84112	84411	+	LIFCFI_04170	10.8	4.9		
contig_5	84408	84635	+	LIFCFI_04175	8.1	4.1		
contig_5	87471	87827	-	LIFCFI_04185	13.2	8.8	PF07238.17|PilZ	PFAM:PF07238.17
contig_5	93633	93803	-	LIFCFI_04215	5.8	4.1		
contig_5	101074	101547	-	LIFCFI_04265	16.6	5.7		
contig_5	106463	106750	+	LIFCFI_04295	10.1	6.2		
contig_5	115320	115916	+	LIFCFI_04330	20.5	4.7		
contig_5	116922	118064	-	LIFCFI_04340	43.0	5.6	PF07221.14|GlcNAc_2-epim	PFAM:PF07221.14
contig_5	121447	122454	+	LIFCFI_04360	34.5	5.1		
contig_5	129429	132605	+	LIFCFI_04395	120.1	7.8	PF13641.9|Glyco_tranf_2_3	PFAM:PF13641.9
contig_5	132691	136656	-	LIFCFI_04400	149.0	6.0	PF13439.9|Glyco_transf_4, PF13641.9|Glyco_tranf_2_3, PF13692.9|Glyco_trans_1_4	PFAM:PF13439.9, PFAM:PF13641.9, PFAM:PF13692.9
contig_5	136829	137977	-	LIFCFI_04405	41.5	6.6		
contig_6	558	965	-	LIFCFI_04415	13.8	10.4		
contig_6	9562	9825	+	LIFCFI_04455	9.7	8.1		
contig_6	10223	10468	-	LIFCFI_04465	9.4	9.7		
