#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_2	1615	1743	+	NHEDAO_00115	4.5	4.3		SO:0001217, UniRef:UniRef50_W1V6I7, UniRef:UniRef90_W1V6I7
contig_3	4766	5023	-	NHEDAO_00215	10.2	5.5		RefSeq:WP_004899297.1, SO:0001217, UniParc:UPI00016DD4C1, UniRef:UniRef100_B1MVV7, UniRef:UniRef50_J9YKR4, UniRef:UniRef90_B1MVV7
contig_4	16392	16733	-	NHEDAO_00350	13.4	9.9		
contig_6	98	997	+	NHEDAO_00435	34.2	4.8	PF00749.24|tRNA-synt_1c, PF19269.2|Anticodon_2	PFAM:PF00749.24, PFAM:PF19269.2
contig_6	3406	3945	+	NHEDAO_00450	20.5	4.3		SO:0001217, UniRef:UniRef50_K0DBW1, UniRef:UniRef90_A0A5A5U1Z3
contig_6	9017	9322	+	NHEDAO_00475	11.4	4.5		RefSeq:WP_004899571.1, SO:0001217, UniParc:UPI00024660E2, UniRef:UniRef100_A0A7L8UZF7, UniRef:UniRef50_J9YEK5, UniRef:UniRef90_B1MWU9
contig_8	26	1354	+	NHEDAO_00580	50.9	6.6		
contig_9	100	651	+	NHEDAO_00630	22.0	6.5		
contig_9	8374	8562	-	NHEDAO_00675	7.1	6.2		RefSeq:WP_004901874.1, SO:0001217, UniParc:UPI00016DD43A, UniRef:UniRef100_A0A5A5U0D8, UniRef:UniRef50_K0D6B9, UniRef:UniRef90_D5T5A6
contig_11	3973	4209	-	NHEDAO_00790	8.9	9.5	PF00690.29|Cation_ATPase_N	PFAM:PF00690.29
contig_12	12023	12481	-	NHEDAO_00895	16.7	6.1	PF00005.30|ABC_tran	PFAM:PF00005.30
contig_13	630	725	-	NHEDAO_00905	3.5	5.8		SO:0001217, UniParc:UPI0002465EA9, UniRef:UniRef100_W1UZJ8, UniRef:UniRef50_W1UZJ8, UniRef:UniRef90_W1UZJ8
contig_13	1525	1908	+	NHEDAO_00920	14.6	6.7		
contig_13	2217	2840	+	NHEDAO_00925	23.1	6.9	PF13349.9|DUF4097	PFAM:PF13349.9
contig_13	2881	3069	+	NHEDAO_00930	7.1	6.3		RefSeq:WP_004902247.1, SO:0001217, UniParc:UPI00016DCF63, UniRef:UniRef100_A0A5A5U2N7, UniRef:UniRef50_J9YDM9, UniRef:UniRef90_A0A5A5U2N7
contig_16	110	550	-	NHEDAO_01090	16.7	9.6		RefSeq:WP_085699538.1, SO:0001217, UniParc:UPI000A1DA65C, UniRef:UniRef100_UPI000A1DA65C, UniRef:UniRef50_B1MVS7, UniRef:UniRef90_B1MVS7
contig_16	12108	12200	-	NHEDAO_01180	3.1	4.1		
contig_17	9315	9488	-	NHEDAO_01230	6.7	8.1		RefSeq:WP_004901989.1, SO:0001217, UniParc:UPI00016DD071, UniRef:UniRef100_B1MZZ9, UniRef:UniRef50_K0DCW5, UniRef:UniRef90_B1MZZ9
contig_21	58	1083	-	NHEDAO_01365	39.0	5.2		SO:0001217, UniRef:UniRef50_UPI0015F78181, UniRef:UniRef90_UPI0015F78181
contig_22	7899	8453	-	NHEDAO_01465	21.1	5.9		SO:0001217, UniRef:UniRef50_K0D7E5, UniRef:UniRef90_B1MYD4
contig_25	96	1016	+	NHEDAO_01585	34.8	9.6	PF00270.32|DEAD, PF00271.34|Helicase_C	PFAM:PF00270.32, PFAM:PF00271.34
contig_26	69	329	+	NHEDAO_01645	9.9	4.6		
contig_26	341	430	+	NHEDAO_01650	3.2	8.3		
contig_29	10076	10177	-	NHEDAO_01840	3.8	10.7		
contig_30	8417	8521	+	NHEDAO_01880	4.1	7.9		
contig_31	5411	5950	-	NHEDAO_01915	20.5	9.9		RefSeq:WP_004900403.1, SO:0001217, UniParc:UPI00016DD37B, UniRef:UniRef100_A0A5A5U1I3, UniRef:UniRef50_K0DAU2, UniRef:UniRef90_A0A5A5U1I3
contig_31	7780	8013	-	NHEDAO_01930	8.8	9.0		RefSeq:WP_004904233.1, SO:0001217, UniParc:UPI0002465657, UniRef:UniRef100_UPI0002465F8D, UniRef:UniRef50_B1MXY6, UniRef:UniRef90_B1MXY6
contig_31	9867	9986	-	NHEDAO_01940	4.7	11.1		
contig_32	146	514	-	NHEDAO_01945	13.9	5.1		RefSeq:WP_004899984.1, SO:0001217, UniParc:UPI0002465A46, UniRef:UniRef100_A0A5A5TWW6, UniRef:UniRef50_K0DB56, UniRef:UniRef90_B1MXK0
contig_32	2575	2916	+	NHEDAO_01970	13.2	7.1		RefSeq:WP_004899998.1, SO:0001217, UniParc:UPI00016DD16B, UniRef:UniRef100_B1MXJ5, UniRef:UniRef50_J9YHF9, UniRef:UniRef90_B1MXJ5
