#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	3378	5747	-	NMGOAA_00010	86.9	4.4	PF13585.9|CHU_C, PF17164.7|DUF5122, PF17164.7|DUF5122, PF17164.7|DUF5122, PF17164.7|DUF5122, PF17164.7|DUF5122, PF17164.7|DUF5122, PF17164.7|DUF5122	PFAM:PF13585.9, PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF17164.7
contig_1	6227	7519	-	NMGOAA_00020	48.3	4.7	PF09298.14|FAA_hydrolase_N	PFAM:PF09298.14
contig_1	9007	10065	+	NMGOAA_00030	41.7	8.2		
contig_1	32821	33204	-	NMGOAA_00220	12.9	4.2		
contig_1	34724	41215	-	NMGOAA_00230	251.2	6.0	PF01835.22|MG2, PF07715.18|Plug, PF13715.9|CarbopepD_reg_2, PF17973.4|bMG10	PFAM:PF01835.22, PFAM:PF07715.18, PFAM:PF13715.9, PFAM:PF17973.4
contig_1	41824	42261	-	NMGOAA_00240	16.7	6.2	PF14534.9|DUF4440	PFAM:PF14534.9
contig_1	47977	48387	+	NMGOAA_00260	15.4	4.1		
contig_1	48551	48823	+	NMGOAA_00265	10.0	6.2		
contig_1	48914	49510	+	NMGOAA_00270	22.6	8.6		
contig_1	49514	50011	+	NMGOAA_00275	19.4	9.8		
contig_1	55479	56648	+	NMGOAA_00315	45.4	8.2		
contig_1	59236	60141	-	NMGOAA_00330	33.8	9.4		
contig_1	67661	69070	-	NMGOAA_00355	50.0	4.5	PF17164.7|DUF5122, PF17164.7|DUF5122, PF17164.7|DUF5122, PF17164.7|DUF5122, PF17164.7|DUF5122, PF17164.7|DUF5122, PF18962.3|Por_Secre_tail	PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF17164.7, PFAM:PF18962.3
contig_1	69151	69624	-	NMGOAA_00360	17.2	4.4		
contig_1	75722	76165	-	NMGOAA_00385	17.5	9.6		
contig_1	76263	76943	-	NMGOAA_00390	25.3	4.1		
contig_1	85977	86342	+	NMGOAA_00415	14.2	9.8		
contig_1	90492	92459	-	NMGOAA_00440	73.3	4.1	PF18962.3|Por_Secre_tail	PFAM:PF18962.3
contig_1	120482	121363	-	NMGOAA_00545	33.5	6.1		
contig_1	121415	122257	-	NMGOAA_00550	31.4	5.8		
contig_1	122380	123960	+	NMGOAA_00555	60.6	8.9	PF00512.28|HisKA, PF02518.29|HATPase_c, PF13589.9|HATPase_c_3	PFAM:PF00512.28, PFAM:PF02518.29, PFAM:PF13589.9
contig_1	128198	130753	+	NMGOAA_00570	95.5	5.5	PF00004.32|AAA, PF00004.32|AAA, PF00158.29|Sigma54_activat, PF07724.17|AAA_2, PF07728.17|AAA_5, PF10431.12|ClpB_D2-small, PF17871.4|AAA_lid_9	PFAM:PF00004.32, PFAM:PF00004.32, PFAM:PF00158.29, PFAM:PF07724.17, PFAM:PF07728.17, PFAM:PF10431.12, PFAM:PF17871.4
contig_1	134040	134495	+	NMGOAA_00590	17.4	4.5		
contig_1	137950	138735	-	NMGOAA_00610	30.9	8.9		
contig_1	140820	141215	+	NMGOAA_00620	14.9	9.3		
contig_1	142938	143429	-	NMGOAA_00635	19.2	9.0		
contig_1	151683	152597	-	NMGOAA_00675	34.0	7.6		
contig_1	157201	157557	-	NMGOAA_00705	14.0	5.2		
contig_1	159538	160011	-	NMGOAA_00715	18.6	5.8		
contig_1	161273	161887	+	NMGOAA_00730	23.4	4.8		
contig_1	161907	162209	+	NMGOAA_00735	11.6	9.4		
contig_1	162368	164398	-	NMGOAA_00740	79.0	7.7		
contig_1	164697	165986	-	NMGOAA_00745	49.2	6.1	PF00515.31|TPR_1, PF07719.20|TPR_2, PF09295.13|ChAPs, PF13431.9|TPR_17, PF13432.9|TPR_16, PF13432.9|TPR_16	PFAM:PF00515.31, PFAM:PF07719.20, PFAM:PF09295.13, PFAM:PF13431.9, PFAM:PF13432.9, PFAM:PF13432.9
contig_1	168808	169164	-	NMGOAA_00755	13.4	6.3		
contig_1	169354	169728	-	NMGOAA_00760	14.2	6.3		
contig_1	169740	171506	-	NMGOAA_00765	66.0	4.6		
