#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	3511	3780	-	FKLHKN_00015	10.3	6.7		RefSeq:WP_002722578.1, SO:0001217, UniParc:UPI00003795C7, UniRef:UniRef100_A3PGQ5, UniRef:UniRef50_A0A085TYG3, UniRef:UniRef90_A3PGQ5
contig_2	1220	2386	-	FKLHKN_00325	43.3	9.3	PF13005.10|zf-IS66	PFAM:PF13005.10
contig_2	11416	12321	-	FKLHKN_00380	33.5	5.5		RefSeq:WP_011338976.1, SO:0001217, UniParc:UPI0000379A61, UniRef:UniRef100_Q3IXU6, UniRef:UniRef50_A0A7W6DVB9, UniRef:UniRef90_Q3IXU6
contig_3	171	653	+	FKLHKN_00495	16.7	10.2		RefSeq:WP_011339593.1, SO:0001217, UniParc:UPI00005C81C0, UniRef:UniRef100_Q3IVR7, UniRef:UniRef50_B9KS54, UniRef:UniRef90_Q3IVR7
contig_3	653	1342	+	FKLHKN_00500	25.0	11.8		
contig_3	10560	11699	+	FKLHKN_00535	43.9	7.6		
contig_3	11708	12103	+	FKLHKN_00540	14.6	4.8		RefSeq:WP_011339583.1, SO:0001217, UniParc:UPI00005C81B6, UniRef:UniRef100_Q3IVS7, UniRef:UniRef50_A0A3E0BGG7, UniRef:UniRef90_Q3IVS7
contig_3	12103	12543	+	FKLHKN_00545	16.7	4.4		RefSeq:WP_023004239.1, SO:0001217, UniParc:UPI0003B7BCD9, UniRef:UniRef100_Q3IVS8, UniRef:UniRef50_A0A3E0BID8, UniRef:UniRef90_Q3IVS8
contig_3	32823	33215	-	FKLHKN_00640	13.9	4.8		RefSeq:WP_002723184.1, SO:0001217, UniParc:UPI0000379052, UniRef:UniRef100_Q3IVU7, UniRef:UniRef50_Q3IVU7, UniRef:UniRef90_Q3IVU7
contig_4	13	957	-	FKLHKN_00650	33.7	4.1		
contig_4	3394	3741	-	FKLHKN_00665	12.0	4.5		RefSeq:WP_011337485.1, SO:0001217, UniParc:UPI000037930D, UniRef:UniRef100_Q3J3P1, UniRef:UniRef50_Q3J3P1, UniRef:UniRef90_Q3J3P1
contig_5	21601	22095	-	FKLHKN_00865	17.1	4.1		RefSeq:WP_002721815.1, SO:0001217, UniParc:UPI0000379DA0, UniRef:UniRef100_A3PNX1, UniRef:UniRef50_A0A0D6AXJ9, UniRef:UniRef90_A3PNX1
contig_5	23017	23376	+	FKLHKN_00875	13.2	5.0		RefSeq:WP_009563311.1, SO:0001217, UniParc:UPI0000379DA2, UniRef:UniRef100_Q3IYD0, UniRef:UniRef50_Q3IYD0, UniRef:UniRef90_Q3IYD0
contig_6	25352	25609	-	FKLHKN_01030	9.4	5.4		
contig_7	209	487	-	FKLHKN_01045	9.3	4.1		RefSeq:WP_235896946.1, SO:0001217, UniParc:UPI00119266F4, UniRef:UniRef100_UPI00119266F4, UniRef:UniRef50_UPI00119266F4, UniRef:UniRef90_UPI00119266F4
contig_7	3387	5861	+	FKLHKN_01055	89.8	5.6		RefSeq:WP_147175977.1, SO:0001217, UniParc:UPI00118ED805, UniRef:UniRef100_UPI00118ED805, UniRef:UniRef50_UPI00118ED805, UniRef:UniRef90_UPI00118ED805
contig_7	7500	8153	+	FKLHKN_01065	23.1	12.0		
contig_7	8122	8403	-	FKLHKN_01070	10.4	9.4		RefSeq:WP_186814962.1, SO:0001217, UniParc:UPI001194902C, UniRef:UniRef100_UPI001194902C, UniRef:UniRef50_UPI001194902C, UniRef:UniRef90_UPI001194902C
contig_7	15835	17481	+	FKLHKN_01100	59.4	5.0	PF00271.34|Helicase_C, PF03461.18|TRCF, PF17757.4|UvrB_inter	PFAM:PF00271.34, PFAM:PF03461.18, PFAM:PF17757.4, SO:0001217, UniRef:UniRef50_UPI0011977476, UniRef:UniRef90_UPI0011977476
contig_7	23890	25629	-	FKLHKN_01135	62.5	6.5		
contig_8	5579	5782	-	FKLHKN_01170	7.0	11.2		
contig_8	5975	6427	+	FKLHKN_01175	16.2	9.2		
contig_8	25378	25653	-	FKLHKN_01275	10.0	7.9	PF05899.15|Cupin_3	PFAM:PF05899.15
contig_10	19595	20095	+	FKLHKN_01485	17.0	6.3		RefSeq:WP_002721408.1, SO:0001217, UniParc:UPI0000379929, UniRef:UniRef100_Q3IYZ6, UniRef:UniRef50_Q3IYZ6, UniRef:UniRef90_Q3IYZ6
contig_11	15405	16139	+	FKLHKN_01595	26.8	4.7		RefSeq:WP_002721579.1, SO:0001217, UniParc:UPI0000379E1C, UniRef:UniRef100_A3PNJ5, UniRef:UniRef50_A0A1H7ZS97, UniRef:UniRef90_A4WWA2
contig_12	16656	16886	-	FKLHKN_01685	8.1	11.9		
contig_12	18195	18917	+	FKLHKN_01690	25.5	12.0		
contig_13	14050	14463	-	FKLHKN_01770	15.5	9.3		RefSeq:WP_011338415.1, SO:0001217, UniParc:UPI0000379E73, UniRef:UniRef100_Q3J025, UniRef:UniRef50_Q3J025, UniRef:UniRef90_Q3J025
contig_13	15596	16222	-	FKLHKN_01780	21.3	6.6		RefSeq:WP_017139944.1, SO:0001217, UniParc:UPI0000379E75, UniRef:UniRef100_Q3J027, UniRef:UniRef50_Q3J027, UniRef:UniRef90_Q3J027
contig_14	440	1411	-	FKLHKN_01800	34.2	9.7		RefSeq:WP_017140300.1, SO:0001217, UniParc:UPI0000379470, UniRef:UniRef100_Q3IXZ3, UniRef:UniRef50_Q3IXZ3, UniRef:UniRef90_Q3IXZ3
contig_14	3797	4120	-	FKLHKN_01820	11.8	9.9		RefSeq:WP_002723356.1, SO:0001217, UniParc:UPI0000379474, UniRef:UniRef100_A3PQH6, UniRef:UniRef50_A3PQH6, UniRef:UniRef90_A3PQH6
contig_14	9373	9519	-	FKLHKN_01840	5.6	11.3	PF20172.1|DUF6538	PFAM:PF20172.1, SO:0001217, UniRef:UniRef50_UPI001E40E724, UniRef:UniRef90_UPI001E40E724
contig_14	17797	18495	-	FKLHKN_01900	25.9	6.4		
contig_15	4998	5327	-	FKLHKN_01950	12.0	10.3		RefSeq:WP_011338878.1, SO:0001217, UniParc:UPI000037915D, UniRef:UniRef100_Q3IY81, UniRef:UniRef50_Q3IY81, UniRef:UniRef90_Q3IY81
contig_15	10225	12183	-	FKLHKN_01975	68.6	4.9		RefSeq:WP_011338873.1, SO:0001217, UniParc:UPI00005C80A0, UniRef:UniRef100_Q3IY86, UniRef:UniRef50_Q3IY86, UniRef:UniRef90_Q3IY86
contig_15	17798	18547	-	FKLHKN_02020	26.7	9.3	PF11972.11|HTH_13	PFAM:PF11972.11
contig_16	10523	11608	-	FKLHKN_02070	40.7	9.0		
contig_16	11671	12873	+	FKLHKN_02075	44.4	8.7		RefSeq:WP_011337534.1, SO:0001217, UniParc:UPI00005C7E8C, UniRef:UniRef100_UPI00005C7E8C, UniRef:UniRef50_UPI00005C7E8C, UniRef:UniRef90_UPI00005C7E8C
contig_17	8515	8655	-	FKLHKN_02125	4.9	4.1		SO:0001217, UniRef:UniRef50_A0A239KQR9, UniRef:UniRef90_A0A239KQR9
contig_17	11467	11583	+	FKLHKN_02145	4.2	11.8		
contig_18	674	1414	+	FKLHKN_02175	25.6	11.7		
contig_18	15412	15588	+	FKLHKN_02240	6.2	11.4		RefSeq:WP_002722696.1, SO:0001217, UniParc:UPI0000379B4B, UniRef:UniRef100_A3PGX6, UniRef:UniRef50_A3PGX6, UniRef:UniRef90_A3PGX6
contig_20	4177	4572	+	FKLHKN_02365	14.8	11.0		SO:0001217, UniParc:UPI000B62F93E, UniRef:UniRef100_A0A239D520, UniRef:UniRef50_A0A2T5K9F2, UniRef:UniRef90_A3PIS2
contig_20	7113	7346	+	FKLHKN_02380	8.8	5.4		RefSeq:WP_002719622.1, SO:0001217, UniParc:UPI00003790AA, UniRef:UniRef100_A3PIS5, UniRef:UniRef50_A0A0D6B503, UniRef:UniRef90_A3PIS5
contig_20	9271	9870	+	FKLHKN_02395	21.7	5.5		RefSeq:WP_011337512.1, SO:0001217, UniParc:UPI00003790AD, UniRef:UniRef100_Q3J3K3, UniRef:UniRef50_Q3J3K3, UniRef:UniRef90_Q3J3K3
contig_20	14148	15224	-	FKLHKN_02440	39.2	10.2		
contig_20	15312	16853	-	FKLHKN_02445	56.3	10.9		
contig_21	502	813	+	FKLHKN_02450	11.3	10.6		
contig_21	10768	10998	-	FKLHKN_02480	7.5	4.1		RefSeq:WP_002721657.1, SO:0001217, UniParc:UPI00005C806C, UniRef:UniRef100_A3PNN3, UniRef:UniRef50_A4WVU7, UniRef:UniRef90_A3PNN3
contig_22	14653	14838	+	FKLHKN_02570	5.8	8.0		RefSeq:WP_002721775.1, SO:0001217, UniParc:UPI0000379DB6, UniRef:UniRef100_A0A239GFR3, UniRef:UniRef50_B9KPX7, UniRef:UniRef90_B9KPX7
contig_24	22	507	+	FKLHKN_02665	17.0	6.8	PF13671.9|AAA_33	PFAM:PF13671.9
contig_24	12248	12406	+	FKLHKN_02715	5.9	8.5		RefSeq:WP_002720623.1, SO:0001217, UniParc:UPI0000379CB9, UniRef:UniRef100_U5NRJ3, UniRef:UniRef50_U5NRJ3, UniRef:UniRef90_U5NRJ3
contig_26	2596	2769	+	FKLHKN_02820	6.5	11.1		RefSeq:WP_002719795.1, SO:0001217, UniParc:UPI000191C4DC, UniRef:UniRef100_U5NR83, UniRef:UniRef50_U5NR83, UniRef:UniRef90_U5NR83
contig_26	15534	15737	-	FKLHKN_02900	6.6	4.6		
contig_27	247	1011	+	FKLHKN_02905	26.8	11.7		
contig_27	10699	11178	+	FKLHKN_02940	16.6	6.3	PF02776.21|TPP_enzyme_N	PFAM:PF02776.21
contig_29	13	471	+	FKLHKN_03025	15.3	5.4		
contig_29	13852	14037	+	FKLHKN_03085	6.7	4.8		RefSeq:WP_017140025.1, SO:0001217, UniParc:UPI0000379AB3, UniRef:UniRef100_U5NRC5, UniRef:UniRef50_B9KR92, UniRef:UniRef90_U5NRC5
