#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	ncRNA	32	239	-	IEOKDK_00005	antisense_SR1	SR1 sRNA	RFAM:RF02376, SO:0000655
contig_1	cds	608	982	+	IEOKDK_00010	slp	peptidoglycan-associated lipoprotein Slp	GO:0005886, RefSeq:WP_060398547.1, SO:0001217, UniParc:UPI000745CDF0, UniRef:UniRef100_UPI000745CDF0, UniRef:UniRef50_P39910, UniRef:UniRef90_P39910
contig_1	cds	1027	2439	-	IEOKDK_00015	lpdA	dihydrolipoyl dehydrogenase	COG:C, COG:COG1249, EC:1.8.1.4, GO:0003955, GO:0004148, GO:0005737, GO:0006096, GO:0045454, GO:0050660, KEGG:K00382, RefSeq:WP_003222288.1, SO:0001217, UniParc:UPI0001D28457, UniRef:UniRef100_A0A8G0SDE0, UniRef:UniRef50_P11959, UniRef:UniRef90_P21880
contig_1	cds	2444	3772	-	IEOKDK_00020	pdhC	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	COG:C, COG:COG0508, EC:2.3.1.12, GO:0004149, GO:0004742, GO:0005829, GO:0006096, GO:0006099, RefSeq:WP_060398546.1, SO:0001217, UniParc:UPI000745C79F, UniRef:UniRef100_UPI000745C79F, UniRef:UniRef50_P21883, UniRef:UniRef90_P21883
contig_1	cds	3886	4863	-	IEOKDK_00025	pdhB	pyruvate dehydrogenase complex E1 component subunit beta	COG:C, COG:COG0022, EC:1.2.4.1, GO:0004739, GO:0006096, RefSeq:WP_014113660.1, SO:0001217, UniParc:UPI0001CE3362, UniRef:UniRef100_A0A8G0SDY4, UniRef:UniRef50_P21882, UniRef:UniRef90_P21882
contig_1	cds	4867	5982	-	IEOKDK_00030	pdhA	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	COG:C, COG:COG1071, EC:1.2.4.1, GO:0004739, GO:0006086, GO:0006096, RefSeq:WP_003222294.1, SO:0001217, UniParc:UPI0000060340, UniRef:UniRef100_P21881, UniRef:UniRef50_P21881, UniRef:UniRef90_P21881
contig_1	cds	6404	7075	-	IEOKDK_00035		Putative cell-wall binding lipoprotein	RefSeq:WP_060398545.1, SO:0001217, UniParc:UPI000745C9F4, UniRef:UniRef100_A0A4R6HQ50, UniRef:UniRef50_P21884, UniRef:UniRef90_A0A8G0WIY6
contig_1	cds	7289	7438	+	IEOKDK_00040		sporulation protein YjcZ	RefSeq:WP_060398544.1, SO:0001217, UniParc:UPI000745D739, UniRef:UniRef100_A0A4R6HPM3, UniRef:UniRef50_C0H409, UniRef:UniRef90_A0A6H0WGJ9
contig_1	cds	7547	8101	+	IEOKDK_00045	def	peptide deformylase	COG:COG0242, COG:J, EC:3.5.1.88, GO:0006412, GO:0018206, GO:0031365, GO:0042586, GO:0043686, GO:0046872, RefSeq:WP_060398543.1, SO:0001217, UniParc:UPI000745B633, UniRef:UniRef100_UPI000745B633, UniRef:UniRef50_Q45495, UniRef:UniRef90_Q45495
contig_1	cds	8143	8964	-	IEOKDK_00050	ykrA	Putative phosphatase YkrA	COG:COG0561, COG:HR, EC:3.1.3.-, GO:0000287, GO:0005829, GO:0016791, SO:0001217, UniRef:UniRef50_Q45494, UniRef:UniRef90_Q45494
