#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	222	314	-	ECMHDC_00005	3.8	5.5		
contig_1	314	682	-	ECMHDC_00010	14.5	10.1		
contig_1	4219	4647	-	ECMHDC_00030	16.2	9.1		
contig_1	4702	6600	+	ECMHDC_00035	71.0	6.7	PF00733.24|Asn_synthase, PF13522.9|GATase_6, PF13537.9|GATase_7	PFAM:PF00733.24, PFAM:PF13522.9, PFAM:PF13537.9
contig_1	8679	8822	-	ECMHDC_00050	5.3	7.9		
contig_1	8869	11031	+	ECMHDC_00055	81.1	6.3	PF07693.17|KAP_NTPase, PF07693.17|KAP_NTPase	PFAM:PF07693.17, PFAM:PF07693.17
contig_1	17397	18590	+	ECMHDC_00075	44.5	5.0		
contig_1	18647	19357	+	ECMHDC_00080	26.2	4.5		
contig_1	19359	21590	+	ECMHDC_00085	82.9	8.0		
contig_1	23809	24912	+	ECMHDC_00100	40.7	6.1	PF02746.19|MR_MLE_N, PF13378.9|MR_MLE_C	PFAM:PF02746.19, PFAM:PF13378.9
contig_1	26022	27176	+	ECMHDC_00115	43.5	5.8		
contig_1	27199	28350	+	ECMHDC_00120	41.3	5.8	PF10282.12|Lactonase	PFAM:PF10282.12
contig_1	29553	29747	-	ECMHDC_00135	6.9	9.7		
contig_1	38152	39771	+	ECMHDC_00170	62.4	4.8	PF07980.14|SusD_RagB, PF14322.9|SusD-like_3	PFAM:PF07980.14, PFAM:PF14322.9
contig_1	39917	41332	+	ECMHDC_00175	52.7	8.6	PF01120.20|Alpha_L_fucos	PFAM:PF01120.20
contig_1	41714	41884	+	ECMHDC_00180	6.6	5.2		
contig_1	42245	42628	+	ECMHDC_00185	14.1	6.2		
contig_1	42748	44013	+	ECMHDC_00190	48.2	6.2		
contig_1	48387	49043	-	ECMHDC_00205	26.1	8.3		
contig_1	49238	50524	-	ECMHDC_00210	46.8	8.8		
contig_1	50566	50718	+	ECMHDC_00215	5.8	9.1		
contig_1	50752	53085	+	ECMHDC_00220	88.4	9.8		
contig_1	53082	54191	+	ECMHDC_00225	41.3	5.5		
contig_1	62104	62898	+	ECMHDC_00235	30.1	6.3		
contig_1	62840	71860	+	ECMHDC_00240	333.2	5.0		
contig_1	71865	72104	+	ECMHDC_00245	8.8	6.5		
contig_1	75658	76524	+	ECMHDC_00265	33.0	9.5		
