#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	636	1256	-	DMBONI_00005	22.2	11.0		
contig_1	1253	1996	-	DMBONI_00010	26.0	5.8	PF20539.1|DUF6754	PFAM:PF20539.1
contig_1	1993	2265	-	DMBONI_00015	9.7	5.2		
contig_1	2369	3298	+	DMBONI_00020	33.2	6.8	PF10882.11|bPH_5	PFAM:PF10882.11
contig_1	3345	4175	+	DMBONI_00025	28.3	9.0		
contig_1	5441	6103	-	DMBONI_00035	23.2	4.2		
contig_1	11273	12967	+	DMBONI_00055	64.6	8.7		
contig_1	13671	14024	+	DMBONI_00065	13.2	10.5		
contig_1	16867	20397	-	DMBONI_00080	130.3	5.3	PF00809.25|Pterin_bind, PF02310.22|B12-binding, PF02607.20|B12-binding_2, PF02965.20|Met_synt_B12	PFAM:PF00809.25, PFAM:PF02310.22, PFAM:PF02607.20, PFAM:PF02965.20
contig_1	26846	28225	+	DMBONI_00110	49.6	5.5	PF00512.28|HisKA, PF02518.29|HATPase_c, PF13188.10|PAS_8	PFAM:PF00512.28, PFAM:PF02518.29, PFAM:PF13188.10
contig_1	31896	32453	+	DMBONI_00130	19.8	4.7		
contig_1	35636	36499	+	DMBONI_00145	32.0	9.4		
contig_1	37466	37834	+	DMBONI_00155	13.3	11.4		
contig_1	37745	38437	-	DMBONI_00160	24.4	8.6	PF00990.24|GGDEF	PFAM:PF00990.24
contig_2	115	468	+	DMBONI_00165	12.4	8.0		
contig_2	458	1177	+	DMBONI_00170	25.2	6.3		
contig_2	1174	2925	+	DMBONI_00175	61.8	5.7		
contig_2	2927	3994	+	DMBONI_00180	37.4	5.7		
contig_2	4013	4630	+	DMBONI_00185	20.9	4.3		
