#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	203	5455	+	BJHKLP_00005		hypothetical protein	PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13573.9, PFAM:PF13585.9
contig_1	cds	5473	6444	+	BJHKLP_00010		Type IX secretion system membrane protein PorP/SprF	RefSeq:WP_008236424.1, SO:0001217, UniParc:UPI00025B77C6, UniRef:UniRef100_I0WJF7, UniRef:UniRef50_G8X9M2, UniRef:UniRef90_I0WJF7
contig_1	cds	6486	6842	+	BJHKLP_00015	folB	dihydroneopterin aldolase	RefSeq:WP_008236425.1, SO:0001217, UniParc:UPI00025B77C7, UniRef:UniRef100_I0WJF8, UniRef:UniRef50_A0A2E3X8F1, UniRef:UniRef90_I0WJF8
contig_1	tRNA	6911	6981	+	BJHKLP_00020	Cys_trna	tRNA-Cys	SO:0000258
contig_1	cds	6998	7699	-	BJHKLP_00025		lysine transporter LysE	RefSeq:WP_008236427.1, SO:0001217, UniParc:UPI00025B77C8, UniRef:UniRef100_I0WJF9, UniRef:UniRef50_A0A095SVY2, UniRef:UniRef90_I0WJF9
contig_1	cds	7798	8466	-	BJHKLP_00030		DUF2807 domain-containing protein	RefSeq:WP_008236428.1, SO:0001217, UniParc:UPI00025B77C9, UniRef:UniRef100_I0WJG0, UniRef:UniRef50_I0WJG0, UniRef:UniRef90_I0WJG0
contig_1	cds	8543	10753	-	BJHKLP_00035	rnr	ribonuclease R	RefSeq:WP_008236430.1, SO:0001217, UniParc:UPI00025B77CA, UniRef:UniRef100_I0WJG1, UniRef:UniRef50_A0A1F3Q8U5, UniRef:UniRef90_I0WJG1
contig_1	cds	11651	12085	+	BJHKLP_00040	rpiB	ribose 5-phosphate isomerase B	RefSeq:WP_008236432.1, SO:0001217, UniParc:UPI00025B77CB, UniRef:UniRef100_I0WJG2, UniRef:UniRef50_A0A376ER46, UniRef:UniRef90_I0WJG2
contig_1	cds	12089	13009	+	BJHKLP_00045		Cation efflux system protein CzcD	RefSeq:WP_238530999.1, SO:0001217, UniParc:UPI001EE683F5, UniRef:UniRef100_I0WJG3, UniRef:UniRef50_H8XSA0, UniRef:UniRef90_I0WJG3
contig_1	cds	13074	13526	+	BJHKLP_00050		N-acetyltransferase GCN5	KEGG:K02348, RefSeq:WP_040488496.1, SO:0001217, UniParc:UPI0002D63424, UniRef:UniRef100_I0WJG4, UniRef:UniRef50_D3FVR6, UniRef:UniRef90_I0WJG4
