#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	tRNA	58	139	+	NHEDAO_00005	Leu_trna	tRNA-Leu	SO:0000264
contig_1	tRNA	204	276	+	NHEDAO_00010	Thr_trna	tRNA-Thr	SO:0000270
contig_1	cds	430	1944	-	NHEDAO_00015	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	EC:2.1.1.190, KEGG:K03215, SO:0001217, UniRef:UniRef50_A0A094Y0X3, UniRef:UniRef90_B1MWX6
contig_1	cds	2177	2416	+	NHEDAO_00020		transcriptional regulator	SO:0001217, UniParc:UPI00016DD2CB, UniRef:UniRef100_B1MWX7, UniRef:UniRef50_A0A0J5PAV5, UniRef:UniRef90_K0DBS7
contig_1	cds	2489	4609	+	NHEDAO_00025		ATP-dependent Clp protease ATP-binding subunit	RefSeq:WP_139988537.1, SO:0001217, UniParc:UPI00111D06DA, UniRef:UniRef100_UPI00111D06DA, UniRef:UniRef50_Q2FV74, UniRef:UniRef90_A0A5A5U3B0
contig_1	cds	4691	5713	+	NHEDAO_00030		nucleoid-associated protein	SO:0001217, UniRef:UniRef50_B1MWX9, UniRef:UniRef90_B1MWX9
contig_1	cds	5753	6748	+	NHEDAO_00035		NTP pyrophosphohydrolase including oxidative damage repair enzymes	SO:0001217, UniParc:UPI00016DD2CE, UniRef:UniRef100_B1MWY0, UniRef:UniRef50_D5T2H5, UniRef:UniRef90_B1MWY0
contig_1	cds	6784	7779	-	NHEDAO_00040		ketopantoate reductase	RefSeq:WP_004905878.1, SO:0001217, UniParc:UPI0002465C17, UniRef:UniRef100_UPI0002465C17, UniRef:UniRef50_I8R8H9, UniRef:UniRef90_B1MWY1
contig_1	cds	7936	8952	+	NHEDAO_00045	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, RefSeq:WP_004899514.1, SO:0001217, UniParc:UPI00024666B4, UniRef:UniRef100_UPI00024666B4, UniRef:UniRef50_Q99XH4, UniRef:UniRef90_A0A5A5U234
contig_1	cds	8984	10159	-	NHEDAO_00050		transcriptional regulator	EC:2.7.8.-, KEGG:K01005, SO:0001217, UniRef:UniRef50_A0A0R2JJM7, UniRef:UniRef90_A0A5A5TZU7
contig_1	cds	10176	10538	-	NHEDAO_00055		DUF1634 domain-containing protein	RefSeq:WP_004905871.1, SO:0001217, UniParc:UPI0002465C16, UniRef:UniRef100_A0A7L8UXQ4, UniRef:UniRef50_A0A5A5U042, UniRef:UniRef90_A0A5A5U042
contig_1	cds	10550	11377	-	NHEDAO_00060		permease	SO:0001217, UniParc:UPI0002F2FAAB, UniRef:UniRef100_W1V1I5, UniRef:UniRef50_G2SQU6, UniRef:UniRef90_W1V1I5
contig_1	cds	11496	12152	+	NHEDAO_00065		phospholipid phosphatase	RefSeq:WP_040189785.1, SO:0001217, UniParc:UPI000513B9F3, UniRef:UniRef100_A0A7M4BDY9, UniRef:UniRef50_J9YEN3, UniRef:UniRef90_B1MWY6
contig_1	ncRNA-region	12170	12338	+			Lysine riboswitch	RFAM:RF00168, SO:0000035
contig_1	cds	12414	13853	+	NHEDAO_00070	lysP	gamma-aminobutyrate permease	COG:COG0833, COG:E, RefSeq:WP_004899508.1, SO:0001217, UniParc:UPI0002465C12, UniRef:UniRef100_A0A7L8UYF6, UniRef:UniRef50_A2RNZ6, UniRef:UniRef90_A0A2N9KF59
contig_1	cds	13996	14217	+	NHEDAO_00075		DUF1146 domain-containing protein	RefSeq:WP_004899507.1, SO:0001217, UniParc:UPI0002465C11, UniRef:UniRef100_A0A5A5U3B9, UniRef:UniRef50_K0D8R2, UniRef:UniRef90_A0A5A5U3B9
contig_1	cds	14316	15308	+	NHEDAO_00080	mreB	rod shape-determining protein	COG:COG1077, COG:DZ, SO:0001217, UniRef:UniRef50_A0A7L5UK00, UniRef:UniRef90_A0A5A5U331
contig_1	cds	15310	15519	+	NHEDAO_00085		DUF2969 domain-containing protein	RefSeq:WP_004899504.1, SO:0001217, UniParc:UPI00016DD30F, UniRef:UniRef100_A0A5A5U0H3, UniRef:UniRef50_A0A5A5U0H3, UniRef:UniRef90_A0A5A5U0H3
contig_1	cds	15586	16806	+	NHEDAO_00090		rod shape-determining protein RodA	KEGG:K05837, RefSeq:WP_004899503.1, SO:0001217, UniParc:UPI0002465C10, UniRef:UniRef100_W1V480, UniRef:UniRef50_A0A151G9P2, UniRef:UniRef90_B1MWZ1
contig_1	cds	16806	17795	+	NHEDAO_00095		DUF2785 domain-containing protein	RefSeq:WP_139988540.1, SO:0001217, UniParc:UPI00112424AF, UniRef:UniRef100_UPI00112424AF, UniRef:UniRef50_B1MWZ2, UniRef:UniRef90_B1MWZ2
contig_1	cds	17857	18990	+	NHEDAO_00100	ddl	D-alanine--D-alanine ligase	EC:6.3.2.4, GO:0005524, GO:0005737, GO:0008360, GO:0008716, GO:0009252, GO:0046872, GO:0071555, RefSeq:WP_040189789.1, SO:0001217, UniParc:UPI0005146E67, UniRef:UniRef100_A0A7L8UXN6, UniRef:UniRef50_Q03ZI1, UniRef:UniRef90_B1MWZ3
contig_2	cds	237	668	-	NHEDAO_00105	rimI	GNAT family N-acetyltransferase	COG:COG0456, COG:J, SO:0001217, UniRef:UniRef50_D5SZN2, UniRef:UniRef90_D5SZN2
contig_2	cds	986	1354	-	NHEDAO_00110		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5A5U2F8, UniRef:UniRef90_A0A5A5TZ27
contig_2	cds	1615	1743	+	NHEDAO_00115		hypothetical protein	SO:0001217, UniRef:UniRef50_W1V6I7, UniRef:UniRef90_W1V6I7
contig_2	cds	2383	2643	-	NHEDAO_00120		Membrane protein	RefSeq:WP_004903587.1, SO:0001217, UniParc:UPI0002465EFC, UniRef:UniRef100_A0A5A5U021, UniRef:UniRef50_A0A5A5U021, UniRef:UniRef90_A0A5A5U021
contig_2	cds	2801	3475	-	NHEDAO_00125		DUF4767 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5A5U0E5, UniRef:UniRef90_A0A5A5U0E5
contig_2	cds	3677	3895	+	NHEDAO_00130		CsbD family protein	SO:0001217, UniRef:UniRef50_A0A0R1V751, UniRef:UniRef90_A0A5A5U0X6
contig_2	cds	4008	4637	+	NHEDAO_00135		pyridoxamine 5'-phosphate oxidase family protein	RefSeq:WP_004903580.1, SO:0001217, UniParc:UPI00016DD51B, UniRef:UniRef100_B1N028, UniRef:UniRef50_A0A5A5U0L7, UniRef:UniRef90_A0A5A5U0L7
contig_2	cds	4867	6273	+	NHEDAO_00140		succinate-semialdehyde dehydrogenase	RefSeq:WP_004904745.1, SO:0001217, UniParc:UPI00016DD51A, UniRef:UniRef100_B1N027, UniRef:UniRef50_N9R1C6, UniRef:UniRef90_B1N027
contig_2	cds	6365	8395	+	NHEDAO_00145	recG	ATP-dependent DNA helicase RecG	EC:5.6.2.4, KEGG:K03655, SO:0001217, UniRef:UniRef50_U5S906, UniRef:UniRef90_B1N026
contig_2	cds	8437	11034	+	NHEDAO_00150	mutS	DNA mismatch repair protein MutS	GO:0003684, GO:0005524, GO:0006298, GO:0030983, GO:0140664, RefSeq:WP_040177280.1, SO:0001217, UniParc:UPI0005433253, UniRef:UniRef100_UPI0005433253, UniRef:UniRef50_Q03VV4, UniRef:UniRef90_B1N025
contig_2	cds	11063	13060	+	NHEDAO_00155	mutL	DNA mismatch repair endonuclease MutL	GO:0005524, GO:0006298, GO:0016887, GO:0030983, GO:0032300, GO:0140664, RefSeq:WP_004904742.1, SO:0001217, UniParc:UPI000246670A, UniRef:UniRef100_UPI000246670A, UniRef:UniRef50_B1N024, UniRef:UniRef90_B1N024
contig_2	cds	13101	13604	+	NHEDAO_00160		DUF1456 domain-containing protein	RefSeq:WP_004904741.1, SO:0001217, UniParc:UPI00016DD516, UniRef:UniRef100_A0A5A5TYU5, UniRef:UniRef50_R2SWC1, UniRef:UniRef90_A0A5A5TYU5
contig_2	cds	13673	14086	+	NHEDAO_00165	ndk	nucleoside-diphosphate kinase	RefSeq:WP_004903564.1, SO:0001217, UniParc:UPI00016DD515, UniRef:UniRef100_B1N022, UniRef:UniRef50_A0A3S0U6Z6, UniRef:UniRef90_B1N022
contig_2	cds	14201	15079	+	NHEDAO_00170	murB	UDP-N-acetylmuramate dehydrogenase	EC:1.3.1.98, KEGG:K00075, RefSeq:WP_004903562.1, SO:0001217, UniParc:UPI00024660B2, UniRef:UniRef100_A0A5A5U009, UniRef:UniRef50_Q03VW0, UniRef:UniRef90_B1N021
contig_2	cds	15083	17179	+	NHEDAO_00175		Na+/H+ antiporter	RefSeq:WP_004904739.1, SO:0001217, UniParc:UPI00016DD513, UniRef:UniRef100_B1N020, UniRef:UniRef50_A0A1I1E4F9, UniRef:UniRef90_A0A5A5U0D6
contig_2	cds	17230	18045	+	NHEDAO_00180	cdaA	diadenylate cyclase CdaA	EC:2.7.7.85, KEGG:K18672, RefSeq:WP_004903559.1, SO:0001217, UniParc:UPI00016DD503, UniRef:UniRef100_A0A5A5U0W6, UniRef:UniRef50_A0A0J5PD43, UniRef:UniRef90_A0A5A5U0W6
contig_3	cds	26	661	+	NHEDAO_00185		YigZ family protein	RefSeq:WP_004899283.1, SO:0001217, UniParc:UPI00016DD4BC, UniRef:UniRef100_A0A5A5TZ81, UniRef:UniRef50_A0A288Q698, UniRef:UniRef90_A0A5A5TZ81
contig_3	tRNA	681	752	+	NHEDAO_00190	Arg_trna	(pseudo) (pseudo) tRNA-Arg	SO:0001036
contig_3	cds	798	1736	-	NHEDAO_00195		3-phosphoglycerate dehydrogenase	RefSeq:WP_040177456.1, SO:0001217, UniParc:UPI0005440D2B, UniRef:UniRef100_UPI0005440D2B, UniRef:UniRef50_A0A2N9KB80, UniRef:UniRef90_B1MVV3
contig_3	cds	1733	2701	-	NHEDAO_00200		2-dehydro-3-deoxygluconokinase	RefSeq:WP_004906870.1, SO:0001217, UniParc:UPI00016DD4BE, UniRef:UniRef100_B1MVV4, UniRef:UniRef50_A0A0R1KZA9, UniRef:UniRef90_A0A5A5U2Q8
contig_3	cds	2725	4002	-	NHEDAO_00205		gluconate:proton symporter	RefSeq:WP_004899292.1, SO:0001217, UniParc:UPI00016DD4BF, UniRef:UniRef100_B1MVV5, UniRef:UniRef50_J9YH42, UniRef:UniRef90_B1MVV5
contig_3	cds	3999	4754	-	NHEDAO_00210		sugar phosphate isomerase	SO:0001217, UniRef:UniRef50_D5T1H1, UniRef:UniRef90_B1MVV6
contig_3	cds	4766	5023	-	NHEDAO_00215		hypothetical protein	RefSeq:WP_004899297.1, SO:0001217, UniParc:UPI00016DD4C1, UniRef:UniRef100_B1MVV7, UniRef:UniRef50_J9YKR4, UniRef:UniRef90_B1MVV7
contig_3	cds	5136	6125	+	NHEDAO_00220		LacI family transcriptional regulator	RefSeq:WP_147002408.1, SO:0001217, UniParc:UPI0011BBB1FB, UniRef:UniRef100_UPI0011BBB1FB, UniRef:UniRef50_A0A5A5TZM3, UniRef:UniRef90_A0A5A5TZM3
contig_3	cds	6117	7106	-	NHEDAO_00225	ppx	exopolyphosphatase	EC:3.6.1.11, EC:3.6.1.40, KEGG:K01524, RefSeq:WP_004899305.1, SO:0001217, UniParc:UPI00016DD4C3, UniRef:UniRef100_A0A5A5U0Z0, UniRef:UniRef50_C2KI03, UniRef:UniRef90_A0A5A5U0Z0
contig_3	cds	7103	9247	-	NHEDAO_00230	ppk1	RNA degradosome polyphosphate kinase	EC:2.7.4.1, KEGG:K00937, SO:0001217, UniRef:UniRef50_C2KI04, UniRef:UniRef90_B1MVW0
contig_3	cds	9247	10740	-	NHEDAO_00235		exopolyphosphatase	RefSeq:WP_004899322.1, SO:0001217, UniParc:UPI000246644B, UniRef:UniRef100_A0A7L8UY76, UniRef:UniRef50_A0A175D2N4, UniRef:UniRef90_A0A5A5TYZ7
contig_3	cds	10805	11392	-	NHEDAO_00240	tag	DNA-3-methyladenine glycosylase I	SO:0001217, UniRef:UniRef50_B1MVW2, UniRef:UniRef90_B1MVW2
contig_3	cds	11634	12959	-	NHEDAO_00245	eno	phosphopyruvate hydratase	COG:COG0148, COG:G, EC:4.2.1.11, GO:0000015, GO:0000287, GO:0004634, GO:0005576, GO:0006096, GO:0009986, KEGG:K01689, RefSeq:WP_004899326.1, SO:0001217, UniParc:UPI00016DD4C7, UniRef:UniRef100_B1MVW3, UniRef:UniRef50_Q4FR74, UniRef:UniRef90_Q03ZK4
contig_3	cds	13049	13609	-	NHEDAO_00250		competence protein ComX	RefSeq:WP_004899328.1, SO:0001217, UniParc:UPI00016DD4C8, UniRef:UniRef100_A0A5A5U2S1, UniRef:UniRef50_D5T3Q2, UniRef:UniRef90_A0A5A5U2S1
contig_3	cds	13629	14390	-	NHEDAO_00255	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	RefSeq:WP_004904423.1, SO:0001217, UniParc:UPI00016DD4C9, UniRef:UniRef100_A0A5A5U3A2, UniRef:UniRef50_D4YE32, UniRef:UniRef90_A0A5A5U3A2
contig_3	cds	14387	14794	-	NHEDAO_00260		Mini-ribonuclease 3	EC:3.1.26.-, KEGG:K11145, RefSeq:WP_004899332.1, SO:0001217, UniParc:UPI00016DD4CA, UniRef:UniRef100_A0A5A5U2I2, UniRef:UniRef50_G2SRQ1, UniRef:UniRef90_A0A5A5U2I2
contig_3	cds	15003	18215	-	NHEDAO_00265	rpoC	DNA-directed RNA polymerase subunit beta'	COG:COG0086, COG:K, EC:2.7.7.6, GO:0000287, GO:0000428, GO:0003677, GO:0003899, GO:0006351, GO:0008270, KEGG:K03046, SO:0001217, UniRef:UniRef50_P37871, UniRef:UniRef90_B1MVW7
