#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	78298	78423	+	IEOKDK_00400	4.6	7.8		SO:0001217, UniParc:UPI0001976230, UniRef:UniRef100_G4EX20, UniRef:UniRef50_G4EX20, UniRef:UniRef90_G4EX20
contig_1	79733	79936	+	IEOKDK_00410	7.6	9.6		RefSeq:WP_060398507.1, SO:0001217, UniParc:UPI000745C590, UniRef:UniRef100_UPI000745C590, UniRef:UniRef50_G4NVK0, UniRef:UniRef90_A0A4R6HRD5
contig_1	85058	85252	-	IEOKDK_00435	7.7	4.9		RefSeq:WP_060398505.1, SO:0001217, UniParc:UPI000745B3F8, UniRef:UniRef100_UPI000745B3F8, UniRef:UniRef50_A0A165WI52, UniRef:UniRef90_A0A8G0SCD4
contig_1	108762	108887	-	IEOKDK_00570	4.8	10.5		RefSeq:WP_003218585.1, SO:0001217, UniParc:UPI0001D284E6, UniRef:UniRef100_A0A4R6HRN7, UniRef:UniRef50_A0A0A0YGM3, UniRef:UniRef90_A0A0A0YGM3
contig_1	113005	113175	-	IEOKDK_00590	6.7	9.8		RefSeq:WP_003239006.1, SO:0001217, UniParc:UPI0002ABFDAC, UniRef:UniRef100_A0A4R6HQF8, UniRef:UniRef50_A0A2N5FLJ4, UniRef:UniRef90_E0U2L5
contig_1	134895	135017	-	IEOKDK_00705	4.4	5.0		SO:0001217, UniParc:UPI0002ACBF2B, UniRef:UniRef100_A0A4R6HRV6, UniRef:UniRef50_A0A4R6HRV6, UniRef:UniRef90_A0A4R6HRV6
contig_1	184171	184269	+	IEOKDK_00960	3.6	10.0		SO:0001217, UniParc:UPI000B01BF0D, UniRef:UniRef100_A0A4R6HRZ1, UniRef:UniRef50_A0A4R6HRZ1, UniRef:UniRef90_A0A4R6HRZ1
contig_1	189439	189711	-	IEOKDK_01000	10.3	4.8		RefSeq:WP_060398444.1, SO:0001217, UniParc:UPI000745C0D6, UniRef:UniRef100_UPI000745C0D6, UniRef:UniRef90_C0H3Z9
contig_1	208952	209119	-	IEOKDK_01115	6.1	9.2		RefSeq:WP_019258140.1, SO:0001217, UniParc:UPI0002DD7132, UniRef:UniRef100_A0A8G0SEI5, UniRef:UniRef50_E0U1R3, UniRef:UniRef90_G4NRZ1
contig_1	255403	255687	-	IEOKDK_01380	10.6	4.1		RefSeq:WP_032732176.1, SO:0001217, UniParc:UPI0005175702, UniRef:UniRef100_A0A8G0SDQ8, UniRef:UniRef50_A0A179SQF7, UniRef:UniRef90_A0A8G0SDQ8
contig_1	255952	256083	+	IEOKDK_01385	4.6	12.0		
contig_1	263285	263401	+	IEOKDK_01415	4.5	6.5		
contig_1	337491	337643	+	IEOKDK_01840	5.8	10.1		RefSeq:WP_003239346.1, SO:0001217, UniParc:UPI00022BAD79, UniRef:UniRef100_A0A8G0WIR6, UniRef:UniRef50_A0A7G7UAF3, UniRef:UniRef90_A0A7G7UAF3
contig_1	396258	396428	+	IEOKDK_02130	6.2	8.9		RefSeq:WP_154599138.1, SO:0001217, UniParc:UPI000A832A82, UniRef:UniRef100_UPI000A832A82, UniRef:UniRef50_G4NUT2, UniRef:UniRef90_A0A8G0WMN1
contig_1	413858	414226	+	IEOKDK_02230	13.9	9.2		RefSeq:WP_060398311.1, SO:0001217, UniParc:UPI000745BFB3, UniRef:UniRef100_UPI000745BFB3, UniRef:UniRef50_A0A4R6HSP6, UniRef:UniRef90_A0A4R6HSP6
contig_2	7152	7805	-	IEOKDK_03090	25.4	4.3		RefSeq:WP_060399654.1, SO:0001217, UniParc:UPI000745EC7B, UniRef:UniRef100_A0A4R6I3U1, UniRef:UniRef50_E0U523, UniRef:UniRef90_A0A4R6I3U1
contig_2	7895	8464	-	IEOKDK_03095	22.3	5.0		SO:0001217, UniParc:UPI0010DA6429, UniRef:UniRef100_A0A4R6I5C4, UniRef:UniRef50_E0U524, UniRef:UniRef90_E0U524
contig_2	77750	77995	-	IEOKDK_03440	8.8	11.3		
contig_2	160585	160740	-	IEOKDK_03870	5.9	9.1		RefSeq:WP_019259781.1, SO:0001217, UniParc:UPI0002D3F13A, UniRef:UniRef100_A0A4V3C1W3, UniRef:UniRef50_G4NXK8, UniRef:UniRef90_G4NXK8
contig_2	167279	167704	+	IEOKDK_03915	15.5	10.3		RefSeq:WP_021480903.1, SO:0001217, UniParc:UPI0003960875, UniRef:UniRef100_UPI0003960875, UniRef:UniRef50_A0A679F0X0, UniRef:UniRef90_UPI0003960875
contig_2	253901	254035	-	IEOKDK_04345	5.3	10.0		SO:0001217, UniRef:UniRef50_D4G343, UniRef:UniRef90_A0A8G0SAX5
contig_2	296164	296292	+	IEOKDK_04560	5.2	12.0		SO:0001217, UniParc:UPI0002ABB53C, UniRef:UniRef100_A0A4R6I156, UniRef:UniRef50_G4NYG2, UniRef:UniRef90_A0A4R6I156
contig_2	323351	323788	-	IEOKDK_04685	16.4	10.2		RefSeq:WP_044454778.1, SO:0001217, UniParc:UPI0005C9BB91, UniRef:UniRef100_UPI0005C9BB91, UniRef:UniRef50_G4NYJ1, UniRef:UniRef90_G4NYJ1
contig_2	325525	325824	-	IEOKDK_04710	11.3	7.9		RefSeq:WP_248596955.1, SO:0001217, UniParc:UPI000AB4DF03, UniRef:UniRef100_UPI000AB4DF03, UniRef:UniRef50_E0TXI3, UniRef:UniRef90_UPI000AB4DF03
contig_2	325850	326332	-	IEOKDK_04715	18.9	4.1		RefSeq:WP_060399840.1, SO:0001217, UniParc:UPI000745DF1B, UniRef:UniRef100_UPI000745DF1B, UniRef:UniRef50_E0TXI4, UniRef:UniRef90_E0TXI4
contig_2	326363	327121	-	IEOKDK_04720	28.9	4.8		RefSeq:WP_060399841.1, SO:0001217, UniParc:UPI000745AD8D, UniRef:UniRef100_UPI000745AD8D, UniRef:UniRef50_S6FQZ4, UniRef:UniRef90_UPI0011E94C26
contig_2	330219	330686	-	IEOKDK_04750	18.3	6.0		SO:0001217, UniRef:UniRef50_I2CBX6, UniRef:UniRef90_A0A4R6I163
contig_2	338736	338993	-	IEOKDK_04790	9.9	7.8		SO:0001217, UniRef:UniRef50_A0A410WM86, UniRef:UniRef90_A0A8B5NM87
contig_2	339145	339648	-	IEOKDK_04795	19.3	4.5		RefSeq:WP_060399851.1, SO:0001217, UniParc:UPI000745EF3C, UniRef:UniRef100_UPI000745EF3C, UniRef:UniRef50_A0A2P1TNB8, UniRef:UniRef90_A0A6H2JWQ0
contig_2	339665	340045	-	IEOKDK_04800	14.5	4.5		RefSeq:WP_060399852.1, SO:0001217, UniParc:UPI000745D458, UniRef:UniRef100_UPI000745D458, UniRef:UniRef50_Q8EL69, UniRef:UniRef90_A0A8G0SBP6
