#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	21	2534	+	PKJNCM_00005	87.5	4.8		
contig_1	7064	8077	+	PKJNCM_00030	36.7	5.3	PF13640.9|2OG-FeII_Oxy_3	PFAM:PF13640.9
contig_1	9895	10122	-	PKJNCM_00045	8.0	9.8		
contig_1	10604	11281	-	PKJNCM_00055	23.5	7.1		
contig_1	11643	11867	+	PKJNCM_00060	7.8	11.0		
contig_1	12261	12788	+	PKJNCM_00070	19.8	5.7		
contig_1	14985	15266	-	PKJNCM_00090	10.0	5.3		
contig_1	15444	15734	-	PKJNCM_00095	11.1	5.3		
contig_1	16540	17112	-	PKJNCM_00100	21.8	5.3		
contig_1	17988	19520	+	PKJNCM_00105	55.2	5.4	PF13576.9|Pentapeptide_3	PFAM:PF13576.9
contig_1	19529	20806	+	PKJNCM_00110	46.5	5.6	PF08937.14|DUF1863, PF13676.9|TIR_2	PFAM:PF08937.14, PFAM:PF13676.9
contig_1	21933	22421	+	PKJNCM_00120	18.6	9.7		
contig_1	22850	23455	+	PKJNCM_00130	20.9	4.3		
contig_1	23468	24346	+	PKJNCM_00135	31.5	5.5	PF03544.17|TonB_C	PFAM:PF03544.17
contig_1	24402	24632	+	PKJNCM_00140	8.6	4.6		
contig_1	26826	27434	+	PKJNCM_00150	22.6	10.2		
contig_1	27482	28624	+	PKJNCM_00155	43.1	6.2		
contig_1	36126	37865	+	PKJNCM_00190	63.5	6.4		
contig_1	40031	46345	-	PKJNCM_00200	212.7	4.1	PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt, PF20080.2|ALTTAQ_rpt	PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2, PFAM:PF20080.2
contig_1	48077	49069	-	PKJNCM_00210	34.1	4.9		
contig_1	51959	52075	-	PKJNCM_00230	3.9	8.3		
contig_1	52307	52420	-	PKJNCM_00235	3.8	9.5		
contig_2	5931	6212	+	PKJNCM_00285	10.0	6.7		
contig_2	17758	20115	-	PKJNCM_00340	84.9	4.6	PF07715.18|Plug	PFAM:PF07715.18
contig_2	24648	25136	-	PKJNCM_00360	17.0	5.4	PF05229.18|SCPU	PFAM:PF05229.18
contig_2	25136	27343	-	PKJNCM_00365	77.1	5.6		
contig_2	37634	38686	-	PKJNCM_00425	38.4	5.5		
contig_2	38686	39453	-	PKJNCM_00430	28.1	5.6		
contig_3	8786	9274	+	PKJNCM_00500	17.8	8.6	PF14114.9|DUF4286	PFAM:PF14114.9
contig_3	10694	11212	+	PKJNCM_00515	18.7	6.8	PF14114.9|DUF4286	PFAM:PF14114.9
contig_3	16299	17237	-	PKJNCM_00535	31.9	4.9		
contig_3	24404	25756	+	PKJNCM_00585	47.5	9.2		
contig_3	30639	31616	+	PKJNCM_00605	35.0	5.8	PF00561.23|Abhydrolase_1, PF12697.10|Abhydrolase_6	PFAM:PF00561.23, PFAM:PF12697.10
contig_3	36706	36933	-	PKJNCM_00625	7.6	6.7		
contig_3	43773	45191	+	PKJNCM_00660	52.9	8.8		
contig_3	46207	46539	-	PKJNCM_00670	13.1	10.1		
contig_4	45	314	+	PKJNCM_00675	9.9	6.7	PF07729.15|FCD	PFAM:PF07729.15
contig_4	7333	8085	+	PKJNCM_00710	26.5	5.7		
contig_4	13618	13947	-	PKJNCM_00740	11.9	4.7		
contig_4	14854	15234	-	PKJNCM_00750	13.5	5.6		
contig_4	22898	25195	-	PKJNCM_00785	83.6	4.7	PF07715.18|Plug	PFAM:PF07715.18
contig_4	25303	26826	-	PKJNCM_00790	55.2	5.6	PF00515.31|TPR_1, PF07719.20|TPR_2, PF13176.9|TPR_7, PF13181.9|TPR_8, PF13181.9|TPR_8, PF13428.9|TPR_14, PF13431.9|TPR_17, PF13432.9|TPR_16, PF13432.9|TPR_16, PF13432.9|TPR_16, PF13432.9|TPR_16, PF13432.9|TPR_16, PF13649.9|Methyltransf_25, PF14559.9|TPR_19, PF14559.9|TPR_19	PFAM:PF00515.31, PFAM:PF07719.20, PFAM:PF13176.9, PFAM:PF13181.9, PFAM:PF13181.9, PFAM:PF13428.9, PFAM:PF13431.9, PFAM:PF13432.9, PFAM:PF13432.9, PFAM:PF13432.9, PFAM:PF13432.9, PFAM:PF13432.9, PFAM:PF13649.9, PFAM:PF14559.9, PFAM:PF14559.9
contig_4	32440	33588	-	PKJNCM_00825	42.2	5.5	PF13450.9|NAD_binding_8	PFAM:PF13450.9
contig_4	33603	34379	-	PKJNCM_00830	27.1	6.0		
contig_4	34484	35257	+	PKJNCM_00835	27.3	6.0		
contig_5	1915	2361	-	PKJNCM_00860	15.7	8.0	PF03994.17|DUF350, PF03994.17|DUF350	PFAM:PF03994.17, PFAM:PF03994.17
contig_5	3261	3518	+	PKJNCM_00870	9.1	5.1		
contig_5	4735	5211	+	PKJNCM_00880	16.7	11.1		
contig_5	5372	5935	-	PKJNCM_00885	20.4	5.9		
contig_5	9245	9394	+	PKJNCM_00905	5.3	8.3		
contig_5	9384	9656	-	PKJNCM_00910	9.3	8.5		
contig_5	13477	13785	-	PKJNCM_00935	11.4	10.7		
contig_5	14729	14893	-	PKJNCM_00950	6.2	4.8		
contig_5	15130	15813	-	PKJNCM_00955	24.4	9.7		
contig_5	20239	21048	+	PKJNCM_00985	27.6	6.0	PF13714.9|PEP_mutase	PFAM:PF13714.9
contig_5	21039	21461	-	PKJNCM_00990	15.3	5.7		
contig_5	21513	21959	-	PKJNCM_00995	17.6	7.8		
contig_6	40	402	+	PKJNCM_01065	13.9	5.6		
contig_6	1219	2430	+	PKJNCM_01075	44.9	10.3		
contig_6	3153	3251	+	PKJNCM_01080	3.3	8.5		
contig_6	18378	19172	-	PKJNCM_01135	28.9	9.3		
contig_6	21131	21385	-	PKJNCM_01150	8.9	9.2		
contig_6	21628	22503	+	PKJNCM_01155	32.2	9.2		
contig_6	22517	23053	-	PKJNCM_01160	19.6	6.3		
contig_6	23351	24238	+	PKJNCM_01165	32.3	9.9		
contig_6	24239	25627	+	PKJNCM_01170	50.3	5.1	PF00005.30|ABC_tran, PF14524.9|Wzt_C	PFAM:PF00005.30, PFAM:PF14524.9
contig_6	25624	28764	+	PKJNCM_01175	113.8	6.0	PF08241.15|Methyltransf_11, PF08242.15|Methyltransf_12, PF13489.9|Methyltransf_23, PF13692.9|Glyco_trans_1_4	PFAM:PF08241.15, PFAM:PF08242.15, PFAM:PF13489.9, PFAM:PF13692.9
contig_6	29573	30514	+	PKJNCM_01185	34.2	6.5		
contig_6	32396	33556	-	PKJNCM_01195	41.0	9.7	PF13439.9|Glyco_transf_4, PF13524.9|Glyco_trans_1_2, PF13579.9|Glyco_trans_4_4, PF13692.9|Glyco_trans_1_4	PFAM:PF13439.9, PFAM:PF13524.9, PFAM:PF13579.9, PFAM:PF13692.9
contig_6	33553	34713	-	PKJNCM_01200	40.9	9.3	PF13439.9|Glyco_transf_4, PF13579.9|Glyco_trans_4_4, PF13692.9|Glyco_trans_1_4	PFAM:PF13439.9, PFAM:PF13579.9, PFAM:PF13692.9
contig_7	432	923	+	PKJNCM_01215	17.6	9.3		
contig_7	1359	1970	+	PKJNCM_01225	22.5	5.0		
contig_7	3427	3642	+	PKJNCM_01235	7.7	4.6		
contig_7	3639	3938	+	PKJNCM_01240	11.7	9.7	PF05016.18|ParE_toxin	PFAM:PF05016.18
contig_7	7001	7438	-	PKJNCM_01255	15.5	10.0		
contig_7	14244	15677	+	PKJNCM_01300	50.8	6.1		
contig_7	15747	16181	+	PKJNCM_01305	16.1	4.5		
contig_7	18450	19571	+	PKJNCM_01325	40.3	9.7	PF00196.22|GerE	PFAM:PF00196.22
contig_7	19726	20829	+	PKJNCM_01330	39.4	7.0	PF00196.22|GerE	PFAM:PF00196.22
contig_7	20901	21245	+	PKJNCM_01335	12.5	7.9		
contig_7	21256	22785	-	PKJNCM_01340	56.5	5.9	PF14559.9|TPR_19	PFAM:PF14559.9
contig_7	26631	26807	+	PKJNCM_01365	6.2	9.5		
contig_7	26813	27859	+	PKJNCM_01370	39.4	5.4		
contig_7	27828	29090	-	PKJNCM_01375	45.7	9.5		
contig_7	29113	30807	-	PKJNCM_01380	61.8	6.1		
contig_7	32831	33871	-	PKJNCM_01395	37.6	4.8		
contig_7	35187	35441	+	PKJNCM_01405	9.0	4.6		
contig_7	35445	35717	-	PKJNCM_01410	9.8	5.0		
contig_8	6917	8209	-	PKJNCM_01440	45.8	10.4		
contig_8	9297	9653	-	PKJNCM_01450	13.1	5.2		
contig_8	9650	10780	-	PKJNCM_01455	41.9	6.1	PF05175.17|MTS, PF08241.15|Methyltransf_11, PF08242.15|Methyltransf_12, PF13489.9|Methyltransf_23, PF13649.9|Methyltransf_25, PF13847.9|Methyltransf_31	PFAM:PF05175.17, PFAM:PF08241.15, PFAM:PF08242.15, PFAM:PF13489.9, PFAM:PF13649.9, PFAM:PF13847.9
contig_8	10873	11802	+	PKJNCM_01460	33.2	5.6		
contig_8	14730	15758	-	PKJNCM_01475	35.3	7.8	PF00441.27|Acyl-CoA_dh_1, PF08028.14|Acyl-CoA_dh_2	PFAM:PF00441.27, PFAM:PF08028.14
contig_8	17127	18737	+	PKJNCM_01485	59.8	5.5	PF00496.25|SBP_bac_5	PFAM:PF00496.25
contig_8	21019	22449	+	PKJNCM_01505	51.4	8.9	PF01593.27|Amino_oxidase, PF13450.9|NAD_binding_8	PFAM:PF01593.27, PFAM:PF13450.9
contig_8	22479	24788	+	PKJNCM_01510	82.5	4.5	PF07715.18|Plug	PFAM:PF07715.18
contig_8	32335	33084	-	PKJNCM_01550	27.3	9.2	PF13676.9|TIR_2	PFAM:PF13676.9
contig_9	1555	1800	-	PKJNCM_01560	9.2	10.3		
contig_9	3183	3503	+	PKJNCM_01575	11.8	4.8	PF07345.14|DUF1476	PFAM:PF07345.14
contig_9	3878	4318	-	PKJNCM_01585	15.9	9.0		
contig_9	4372	4551	-	PKJNCM_01590	6.5	4.3		
contig_9	4703	5302	+	PKJNCM_01595	20.2	6.6		
contig_9	15702	16301	+	PKJNCM_01650	21.7	4.7		
contig_9	18584	18871	-	PKJNCM_01660	10.9	9.5		
contig_9	18961	19449	-	PKJNCM_01665	18.4	5.4		
contig_9	22395	22574	+	PKJNCM_01675	6.2	4.3		
contig_9	27729	28241	-	PKJNCM_01700	18.2	5.9	PF07566.15|DUF1543	PFAM:PF07566.15
contig_9	28258	28698	-	PKJNCM_01705	16.2	5.9		
contig_9	28726	29028	-	PKJNCM_01710	10.6	5.1		
contig_9	29089	29397	-	PKJNCM_01715	10.4	6.1		
contig_9	30706	30855	-	PKJNCM_01725	5.7	6.5		
contig_9	31989	32249	+	PKJNCM_01735	9.0	6.9		
contig_10	158	262	+	PKJNCM_01740	3.6	9.6		
contig_10	683	1030	-	PKJNCM_01745	12.4	5.0		
contig_10	3872	4153	-	PKJNCM_01760	9.6	5.7		
contig_10	7926	8408	+	PKJNCM_01785	16.7	5.0		
contig_10	28317	29726	+	PKJNCM_01845	49.8	5.7		
contig_10	29867	30436	+	PKJNCM_01850	19.3	5.4		
contig_10	31670	32248	+	PKJNCM_01860	19.8	5.2		
contig_11	420	512	+	PKJNCM_01865	3.0	8.5		
contig_11	16536	17447	-	PKJNCM_01945	32.8	5.9		
contig_11	17481	18383	-	PKJNCM_01950	32.3	5.7		
contig_11	24721	25161	+	PKJNCM_01985	16.5	8.8	PF07366.15|SnoaL, PF12680.10|SnoaL_2	PFAM:PF07366.15, PFAM:PF12680.10
contig_11	28881	29531	-	PKJNCM_02005	24.8	5.9	PF19301.2|LigXa_C	PFAM:PF19301.2
contig_12	314	673	+	PKJNCM_02010	13.2	10.7		
contig_12	16857	17120	-	PKJNCM_02085	9.5	10.6		
contig_12	17217	17714	+	PKJNCM_02090	17.7	5.9	PF00300.25|His_Phos_1	PFAM:PF00300.25
contig_12	17792	18019	+	PKJNCM_02095	8.0	4.7	PF04255.17|DUF433	PFAM:PF04255.17
contig_12	20251	20487	+	PKJNCM_02115	8.2	5.6	PF04255.17|DUF433	PFAM:PF04255.17
contig_12	20488	20832	+	PKJNCM_02120	11.8	5.0	PF18480.4|DUF5615	PFAM:PF18480.4
contig_12	20877	21539	-	PKJNCM_02125	24.1	9.9		
contig_12	26525	27958	-	PKJNCM_02155	52.9	9.1		
contig_13	4857	5951	-	PKJNCM_02180	39.4	6.2		
contig_13	6025	6624	-	PKJNCM_02185	20.9	4.5		
contig_13	6737	7099	-	PKJNCM_02190	13.7	4.7		
contig_13	9196	9390	-	PKJNCM_02205	6.8	8.9		
contig_13	9596	9802	+	PKJNCM_02210	6.6	10.0		
contig_13	9844	10122	+	PKJNCM_02215	9.5	9.3		
contig_13	12770	13237	+	PKJNCM_02230	15.8	4.2	PF04151.18|PPC	PFAM:PF04151.18
contig_13	15301	15756	+	PKJNCM_02245	15.9	10.0		
