#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	638	1579	-	CPGPDG_00005	34.8	8.5	PF07963.15|N_methyl	PFAM:PF07963.15
contig_1	1769	2713	-	CPGPDG_00010	34.7	8.7	PF07963.15|N_methyl	PFAM:PF07963.15
contig_1	2973	3917	-	CPGPDG_00015	34.7	8.5	PF07963.15|N_methyl	PFAM:PF07963.15
contig_1	4107	5057	-	CPGPDG_00020	35.4	5.8	PF07963.15|N_methyl	PFAM:PF07963.15
contig_1	5249	6181	-	CPGPDG_00025	34.2	7.6	PF07963.15|N_methyl	PFAM:PF07963.15
contig_1	7490	8500	+	CPGPDG_00040	35.0	5.6		
contig_1	9279	9863	+	CPGPDG_00050	20.8	4.8	PF00697.25|PRAI	PFAM:PF00697.25
contig_1	11078	11869	+	CPGPDG_00060	28.8	9.9	PF12679.10|ABC2_membrane_2	PFAM:PF12679.10
contig_1	11874	13244	+	CPGPDG_00065	53.2	4.9		
contig_1	13427	15046	+	CPGPDG_00075	58.3	5.5	PF00004.32|AAA, PF13177.9|DNA_pol3_delta2	PFAM:PF00004.32, PFAM:PF13177.9
contig_1	17357	18037	-	CPGPDG_00095	23.4	4.4	PF07589.14|PEP-CTERM	PFAM:PF07589.14
contig_1	18034	18123	-	CPGPDG_00100	3.5	4.7		
contig_1	18132	18620	-	CPGPDG_00105	18.1	6.2	PF00226.34|DnaJ	PFAM:PF00226.34
contig_1	18617	19333	-	CPGPDG_00110	26.4	5.7		
contig_1	19330	20202	-	CPGPDG_00115	32.8	6.0		
contig_1	21466	22125	-	CPGPDG_00125	24.0	6.1	PF00596.24|Aldolase_II	PFAM:PF00596.24
contig_1	22164	23570	+	CPGPDG_00130	50.5	4.5		
contig_1	23581	24246	+	CPGPDG_00135	23.9	4.7	PF01281.22|Ribosomal_L9_N, PF03948.17|Ribosomal_L9_C	PFAM:PF01281.22, PFAM:PF03948.17
contig_1	24338	25324	-	CPGPDG_00140	35.7	5.4	PF02894.20|GFO_IDH_MocA_C	PFAM:PF02894.20
contig_1	25739	26656	-	CPGPDG_00150	32.1	9.3		
contig_1	26737	27177	-	CPGPDG_00155	16.6	4.8		
contig_1	27378	27950	+	CPGPDG_00160	20.9	4.4		
contig_1	30314	30649	+	CPGPDG_00175	12.7	4.6		
contig_1	31734	33101	-	CPGPDG_00190	50.7	5.9		
contig_1	33103	33981	-	CPGPDG_00195	31.3	4.6		
contig_1	36397	37134	-	CPGPDG_00205	27.1	8.3		
contig_1	37080	37727	-	CPGPDG_00210	23.5	7.8		
contig_1	37893	38372	+	CPGPDG_00215	17.4	4.9		
contig_1	38554	39288	+	CPGPDG_00220	27.3	5.4		
contig_1	40527	41495	-	CPGPDG_00230	36.4	5.9		
contig_1	41707	42720	-	CPGPDG_00235	36.9	5.2	PF04321.20|RmlD_sub_bind, PF16363.8|GDP_Man_Dehyd	PFAM:PF04321.20, PFAM:PF16363.8
contig_1	44226	44951	-	CPGPDG_00250	26.3	5.6		
contig_1	45112	45327	+	CPGPDG_00255	8.2	5.3		
contig_1	45334	47403	-	CPGPDG_00260	76.7	4.8		
contig_1	49526	49825	-	CPGPDG_00275	11.1	5.9	PF01329.22|Pterin_4a	PFAM:PF01329.22
contig_1	51551	52378	-	CPGPDG_00285	30.2	4.9		
contig_1	54251	55294	+	CPGPDG_00300	38.4	4.9	PF01979.23|Amidohydro_1	PFAM:PF01979.23
contig_1	55269	55637	+	CPGPDG_00305	13.5	5.1	PF01035.23|DNA_binding_1	PFAM:PF01035.23
contig_1	55659	57221	-	CPGPDG_00310	55.4	4.9		
contig_1	58376	58951	-	CPGPDG_00320	21.6	9.2		
contig_1	60376	61659	+	CPGPDG_00330	46.4	5.0		
contig_1	61684	62346	+	CPGPDG_00335	23.9	4.5		
contig_1	62336	63727	+	CPGPDG_00340	49.7	5.0	PF00408.23|PGM_PMM_IV, PF02878.19|PGM_PMM_I, PF02879.19|PGM_PMM_II, PF02880.19|PGM_PMM_III	PFAM:PF00408.23, PFAM:PF02878.19, PFAM:PF02879.19, PFAM:PF02880.19
contig_1	63734	64501	+	CPGPDG_00345	27.2	4.4		
contig_1	64520	65437	-	CPGPDG_00350	34.8	4.8		
contig_1	65481	66854	-	CPGPDG_00355	49.6	5.0	PF00656.25|Peptidase_C14	PFAM:PF00656.25
contig_1	66859	67992	-	CPGPDG_00360	39.7	5.6		
contig_1	68014	69168	-	CPGPDG_00365	41.1	4.7		
contig_1	70223	72457	+	CPGPDG_00375	77.0	4.6	PF07196.16|Flagellin_IN	PFAM:PF07196.16
contig_1	72474	74084	-	CPGPDG_00380	57.5	5.7		
contig_1	74093	74761	+	CPGPDG_00385	25.0	6.6		
contig_1	74766	76112	+	CPGPDG_00390	49.8	9.5		
contig_1	76426	76914	+	CPGPDG_00395	18.7	5.3		
contig_1	76938	77813	+	CPGPDG_00400	32.6	5.8		
contig_1	77810	78211	+	CPGPDG_00405	14.3	9.6		
contig_1	78162	79973	+	CPGPDG_00410	64.6	9.2	PF00905.25|Transpeptidase, PF03717.18|PBP_dimer	PFAM:PF00905.25, PFAM:PF03717.18
contig_1	79973	81481	+	CPGPDG_00415	53.2	5.0	PF02875.24|Mur_ligase_C, PF08245.15|Mur_ligase_M	PFAM:PF02875.24, PFAM:PF08245.15
contig_1	82860	83807	+	CPGPDG_00425	33.5	9.0	PF10555.12|MraY_sig1	PFAM:PF10555.12
contig_1	83804	85225	+	CPGPDG_00430	50.5	4.8	PF08245.15|Mur_ligase_M	PFAM:PF08245.15
contig_1	85264	86499	+	CPGPDG_00435	44.8	9.8		
contig_1	86573	87538	+	CPGPDG_00440	34.8	8.4	PF04101.19|Glyco_tran_28_C	PFAM:PF04101.19
contig_1	87539	89776	+	CPGPDG_00445	80.6	4.9	PF01225.28|Mur_ligase, PF02875.24|Mur_ligase_C, PF08245.15|Mur_ligase_M	PFAM:PF01225.28, PFAM:PF02875.24, PFAM:PF08245.15
contig_1	89757	90518	+	CPGPDG_00450	28.2	6.0		
contig_1	90515	91297	+	CPGPDG_00455	28.3	4.8		
contig_1	91294	91692	+	CPGPDG_00460	14.8	9.6		
contig_1	91689	92915	+	CPGPDG_00465	44.0	5.4	PF02491.23|SHS2_FTSA, PF14450.9|FtsA	PFAM:PF02491.23, PFAM:PF14450.9
contig_1	94255	94977	-	CPGPDG_00475	26.2	5.2	PF00160.24|Pro_isomerase	PFAM:PF00160.24
contig_1	97627	98238	+	CPGPDG_00490	23.0	5.7	PF13302.10|Acetyltransf_3, PF13523.9|Acetyltransf_8	PFAM:PF13302.10, PFAM:PF13523.9
contig_1	99696	100586	+	CPGPDG_00505	32.0	4.8		
contig_1	101929	103560	+	CPGPDG_00520	59.6	5.0	PF13533.9|Biotin_lipoyl_2, PF16576.8|HlyD_D23	PFAM:PF13533.9, PFAM:PF16576.8
contig_1	105067	106692	+	CPGPDG_00530	59.8	4.8	PF13533.9|Biotin_lipoyl_2, PF16576.8|HlyD_D23	PFAM:PF13533.9, PFAM:PF16576.8
contig_1	108232	108762	-	CPGPDG_00545	19.1	8.5	PF00085.23|Thioredoxin, PF00578.24|AhpC-TSA, PF08534.13|Redoxin, PF13098.9|Thioredoxin_2, PF13905.9|Thioredoxin_8	PFAM:PF00085.23, PFAM:PF00578.24, PFAM:PF08534.13, PFAM:PF13098.9, PFAM:PF13905.9
contig_1	108881	110299	+	CPGPDG_00550	52.6	7.2		
contig_1	110311	112341	-	CPGPDG_00555	74.6	5.1	PF03147.17|FDX-ACB, PF03483.20|B3_4, PF03484.18|B5, PF17759.4|tRNA_synthFbeta	PFAM:PF03147.17, PFAM:PF03483.20, PFAM:PF03484.18, PFAM:PF17759.4
contig_1	116426	117022	+	CPGPDG_00580	21.2	4.1	PF02469.25|Fasciclin	PFAM:PF02469.25
contig_1	117303	118703	+	CPGPDG_00585	54.0	9.9	PF00487.27|FA_desaturase	PFAM:PF00487.27
contig_1	118777	119511	+	CPGPDG_00590	26.5	5.9		
contig_1	125695	126225	-	CPGPDG_00620	19.7	4.4		
contig_1	128163	129698	+	CPGPDG_00635	56.8	4.8	PF00563.23|EAL, PF00990.24|GGDEF	PFAM:PF00563.23, PFAM:PF00990.24
contig_1	132685	133497	-	CPGPDG_00650	30.3	4.9	PF07720.15|TPR_3, PF07721.17|TPR_4, PF13374.9|TPR_10, PF13424.9|TPR_12	PFAM:PF07720.15, PFAM:PF07721.17, PFAM:PF13374.9, PFAM:PF13424.9
contig_1	133572	134069	-	CPGPDG_00655	18.6	4.4	PF07617.14|DUF1579	PFAM:PF07617.14
contig_1	134508	135524	+	CPGPDG_00665	38.3	4.6		
contig_1	136037	136498	-	CPGPDG_00675	17.2	4.5		
contig_1	136508	136960	-	CPGPDG_00680	17.1	4.9		
contig_1	136944	137357	-	CPGPDG_00685	15.6	9.5	PF12840.10|HTH_20	PFAM:PF12840.10
contig_1	137360	138541	+	CPGPDG_00690	43.5	7.6		
contig_1	142350	146246	+	CPGPDG_00700	141.2	4.8	PF05593.17|RHS_repeat, PF05593.17|RHS_repeat, PF05593.17|RHS_repeat, PF05593.17|RHS_repeat, PF05593.17|RHS_repeat, PF20148.2|DUF6531	PFAM:PF05593.17, PFAM:PF05593.17, PFAM:PF05593.17, PFAM:PF05593.17, PFAM:PF05593.17, PFAM:PF20148.2
contig_1	146395	147489	+	CPGPDG_00705	42.0	6.7		
contig_1	147651	148400	+	CPGPDG_00710	27.4	6.6		
contig_1	148646	149104	+	CPGPDG_00715	16.7	5.2	PF02311.22|AraC_binding, PF07883.14|Cupin_2	PFAM:PF02311.22, PFAM:PF07883.14
contig_1	149107	149520	-	CPGPDG_00720	15.4	4.8	PF00903.28|Glyoxalase	PFAM:PF00903.28
contig_1	149627	150139	+	CPGPDG_00725	18.9	4.5		
contig_1	150478	150756	-	CPGPDG_00735	9.6	4.7		
contig_1	150753	151094	-	CPGPDG_00740	12.8	7.9		
contig_1	155785	156315	-	CPGPDG_00765	20.5	5.8		
contig_1	156835	157656	+	CPGPDG_00775	30.0	5.2		
contig_1	159180	159827	+	CPGPDG_00785	24.2	4.8	PF07833.14|Cu_amine_oxidN1, PF07833.14|Cu_amine_oxidN1	PFAM:PF07833.14, PFAM:PF07833.14
contig_1	160063	161757	+	CPGPDG_00790	62.8	9.0		
contig_1	162866	163366	+	CPGPDG_00805	18.7	5.4		
contig_1	163526	164224	+	CPGPDG_00810	24.4	4.3	PF07589.14|PEP-CTERM	PFAM:PF07589.14
contig_1	164540	165625	+	CPGPDG_00815	40.7	5.0		
contig_1	167585	167893	-	CPGPDG_00835	11.5	5.7	PF08922.14|DUF1905	PFAM:PF08922.14
contig_1	168690	168824	+	CPGPDG_00845	4.8	6.0		
contig_1	169586	171331	-	CPGPDG_00855	64.7	5.0	PF00023.33|Ank, PF12796.10|Ank_2, PF12796.10|Ank_2, PF13637.9|Ank_4	PFAM:PF00023.33, PFAM:PF12796.10, PFAM:PF12796.10, PFAM:PF13637.9
contig_1	171372	171899	+	CPGPDG_00860	19.9	6.2	PF20225.1|DUF6584	PFAM:PF20225.1
contig_1	172438	172869	+	CPGPDG_00870	15.9	4.9		
contig_1	172889	173242	+	CPGPDG_00875	13.0	10.0		
