#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	140	700	+	LIFCFI_00005		Genetransfer agent (GTA) ORFG06	SO:0001217, UniRef:UniRef50_A0A1V1PQL1
contig_1	cds	697	1017	+	LIFCFI_00010		Head-tail adaptor protein	SO:0001217, UniRef:UniRef50_A0A7V3HAI1
contig_1	cds	1014	1415	+	LIFCFI_00015		Genetransfer agent (GTA) ORFG08	SO:0001217, UniRef:UniRef50_A0A1V1PQY4
contig_1	cds	1424	1840	+	LIFCFI_00020		phage major tail protein, TP901-1 family	SO:0001217, UniRef:UniRef50_C6XIC8, UniRef:UniRef90_A0A7V3HAW5
contig_1	cds	1840	2130	+	LIFCFI_00025		Genetransfer agent (GTA) ORFG10	SO:0001217, UniRef:UniRef50_A0A1V1PQQ4
contig_1	cds	2302	2820	+	LIFCFI_00030		Tape-meas-lam-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V1PQY2
contig_1	cds	2817	3437	+	LIFCFI_00035		hypothetical protein	
contig_1	cds	3437	4315	+	LIFCFI_00040		Genetransfer agent FAD/FMN-containing dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1V1PQZ1
contig_1	cds	4312	4755	+	LIFCFI_00045		NlpC/P60 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3P5XAL1
contig_1	cds	4707	8630	+	LIFCFI_00050		hypothetical protein	PFAM:PF13547.9, PFAM:PF13550.9
contig_1	cds	8716	9633	+	LIFCFI_00055		J domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1F2ZYC6, UniRef:UniRef90_A0A7V3HA65
contig_1	cds	9694	9993	+	LIFCFI_00060		hypothetical protein	
contig_1	cds	10005	10679	+	LIFCFI_00065		Transcriptional regulatory protein PhoP	SO:0001217, UniRef:UniRef50_O31409, UniRef:UniRef90_A0A6I6MVD8
contig_1	cds	10676	12142	+	LIFCFI_00070		Histidine kinase	EC:2.7.13.3, KEGG:K07637, SO:0001217, UniRef:UniRef50_A0A7C4VCL8, UniRef:UniRef90_A0A7V3HAE3
contig_1	cds	12211	12864	+	LIFCFI_00075		Cytochrome c heme lyase subunit CcmH	SO:0001217, UniRef:UniRef50_A0A1V1PQQ7
contig_1	cds	12861	13301	+	LIFCFI_00080	ccmE	cytochrome c maturation protein CcmE	KEGG:K02197, SO:0001217, UniRef:UniRef50_A0A2P2EAV8, UniRef:UniRef90_A0A7C4VJ66
contig_1	cds	13298	15226	+	LIFCFI_00085		Cytochrome c-type biogenesis protein CcmF	SO:0001217, UniRef:UniRef50_A0A2P2EAW0
contig_1	cds	15223	15618	+	LIFCFI_00090		Cytochrome c-type biogenesis protein	SO:0001217, UniRef:UniRef50_A0A2P2EAY9
contig_1	cds	15806	17326	+	LIFCFI_00095		Periplasmic serine endoprotease DegP-like	SO:0001217, UniRef:UniRef50_A0A1B1AMZ4
contig_1	cds	17339	18007	+	LIFCFI_00100		Transcriptional regulatory protein CusR	SO:0001217, UniRef:UniRef50_A0A380MYB3, UniRef:UniRef90_A0A6I6MJT7
contig_1	cds	18004	19404	+	LIFCFI_00105		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A6I6MSM2, UniRef:UniRef90_A0A7C4ZNZ2
contig_1	cds	19404	22259	+	LIFCFI_00110		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme	SO:0001217, UniRef:UniRef50_A0A6I6MWJ5
contig_1	cds	22276	24732	-	LIFCFI_00115		hypothetical protein	PFAM:PF00512.28, PFAM:PF02518.29, PFAM:PF12860.10
contig_1	cds	24865	27468	-	LIFCFI_00120		Aminopeptidase N	SO:0001217, UniRef:UniRef50_A0A5B9D0Z5
contig_1	cds	27548	28114	-	LIFCFI_00125		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1B1AN08, UniRef:UniRef90_A0A7V3M514
contig_1	cds	28256	29371	+	LIFCFI_00130		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A220W9D1, UniRef:UniRef90_A0A7C4VD56
contig_1	cds	29384	30619	+	LIFCFI_00135		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_X5ME73, UniRef:UniRef90_A0A2W4X3S5
contig_1	cds	30623	31042	-	LIFCFI_00140		DoxX family protein	SO:0001217, UniRef:UniRef50_H0A1I6
contig_1	cds	31070	31459	-	LIFCFI_00145		Mannose-1-phosphate guanylyltransferase 1	SO:0001217, UniRef:UniRef50_A0A0F7KRU0
contig_1	cds	31471	32919	-	LIFCFI_00150		LysM domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1W9IQT7
contig_1	cds	32992	35418	-	LIFCFI_00155		Glycerol dehydrogenase large subunit	SO:0001217, UniRef:UniRef50_A0A221K5P1
contig_1	cds	35432	35878	-	LIFCFI_00160		hypothetical protein	
contig_1	cds	35883	36230	-	LIFCFI_00165		hypothetical protein	
contig_1	cds	36287	36829	-	LIFCFI_00170		Putative methylated-DNA-protein-cystein methyltransferase	SO:0001217, UniRef:UniRef50_A5EBA1
contig_1	cds	36829	37140	-	LIFCFI_00175		hypothetical protein	PFAM:PF05016.18
contig_1	cds	37137	37394	-	LIFCFI_00180		hypothetical protein	
contig_1	cds	38072	39817	+	LIFCFI_00185		DNA polymerase Y family protein	SO:0001217, UniRef:UniRef50_A0A7C4VSS5
contig_1	cds	39814	43389	+	LIFCFI_00190		Error-prone DNA polymerase	SO:0001217, UniRef:UniRef50_A0A5E4NX33
contig_1	cds	43461	43832	+	LIFCFI_00195		Ketosteroid isomerase	SO:0001217, UniRef:UniRef50_A0A0T1XPM4
contig_1	cds	43858	44766	-	LIFCFI_00200		Class I SAM-dependent rRNA methyltransferase	SO:0001217, UniRef:UniRef50_F8EUA4, UniRef:UniRef90_A0A7C4ZNY3
contig_1	cds	44747	45553	-	LIFCFI_00205		SpoU-sub-bind domain-containing protein	SO:0001217, UniRef:UniRef50_A0A059EDE0
contig_1	cds	45659	45841	+	LIFCFI_00210		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1B1AE92, UniRef:UniRef90_A0A7C4ZNE9
contig_1	cds	45838	46965	+	LIFCFI_00215		OmpA-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AE83
contig_1	cds	46962	48230	+	LIFCFI_00220		NADH-ubiquinone oxidoreductase chain E	SO:0001217, UniRef:UniRef50_A0A1V1PR10
contig_1	cds	48254	48430	-	LIFCFI_00225		hypothetical protein	
contig_1	cds	48538	48939	-	LIFCFI_00230		hypothetical protein	
contig_1	cds	48936	49598	-	LIFCFI_00235	purQ	phosphoribosylformylglycinamidine synthase subunit PurQ	SO:0001217, UniRef:UniRef50_Q4FLJ5, UniRef:UniRef90_A0A6I6MMV6
contig_1	cds	49654	49782	+	LIFCFI_00240		hypothetical protein	
contig_1	cds	49836	50840	+	LIFCFI_00245		Phosphate-binding protein	SO:0001217, UniRef:UniRef50_A0A6I6MSP1
contig_1	cds	50925	52061	+	LIFCFI_00250		hypothetical protein	
contig_1	cds	52155	52757	+	LIFCFI_00255		hypothetical protein	
contig_1	cds	52771	53169	+	LIFCFI_00260		hypothetical protein	PFAM:PF04828.17
contig_1	cds	53179	53424	-	LIFCFI_00265	purS	phosphoribosylformylglycinamidine synthase subunit PurS	SO:0001217, UniRef:UniRef50_A0A0A8HAA6, UniRef:UniRef90_A0A1B1AM64
contig_1	cds	53548	54303	-	LIFCFI_00270		phosphoribosylaminoimidazolesuccinocarboxamide synthase	EC:6.3.2.6, KEGG:K01923, SO:0001217, UniRef:UniRef50_Q9A5F9, UniRef:UniRef90_UPI0019BD47B1
contig_1	cds	54494	54817	+	LIFCFI_00275		hypothetical protein	PFAM:PF07345.14
contig_1	cds	54823	55182	+	LIFCFI_00280		DUF983 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0014313244
contig_1	cds	55187	55639	-	LIFCFI_00285		hypothetical protein	
contig_1	cds	55672	55854	-	LIFCFI_00290		hypothetical protein	
contig_1	cds	55947	56624	-	LIFCFI_00295		hypothetical protein	
contig_1	cds	56657	57271	+	LIFCFI_00300		hypothetical protein	
contig_1	cds	57252	58559	-	LIFCFI_00305	purB	adenylosuccinate lyase	SO:0001217, UniRef:UniRef50_Q9X0I0, UniRef:UniRef90_A0A6I6MSQ1
contig_1	cds	58591	59946	-	LIFCFI_00310		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1W9IEB4
contig_1	cds	60236	63472	+	LIFCFI_00315		hypothetical protein	PFAM:PF03797.22
contig_1	cds	63493	64329	-	LIFCFI_00320		MPN domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5J4DXN7
contig_1	cds	64336	65166	-	LIFCFI_00325	map	type I methionyl aminopeptidase	EC:3.4.11.18, KEGG:K01265, SO:0001217, UniRef:UniRef50_B8IPF3, UniRef:UniRef90_A0A7C4VAK7
contig_1	cds	65326	66000	+	LIFCFI_00330		hypothetical protein	PFAM:PF01814.26
contig_1	cds	66005	67384	-	LIFCFI_00335		PleD family two-component system response regulator	SO:0001217, UniRef:UniRef50_Q9A5I5, UniRef:UniRef90_A0A7V3M5B3
contig_1	cds	67395	67760	-	LIFCFI_00340		Polar-differentiation response regulator DivK	SO:0001217, UniRef:UniRef50_F7QP52, UniRef:UniRef90_A0A6I6MI67
contig_1	cds	67897	68799	+	LIFCFI_00345		Fructokinase	SO:0001217, UniRef:UniRef50_A0A379N4J9
contig_1	cds	68796	70058	+	LIFCFI_00350		DNA polymerase IV	SO:0001217, UniRef:UniRef50_Q0AQ71
contig_1	cds	70156	70617	+	LIFCFI_00355		Putative endoribonuclease L-PSP	SO:0001217, UniRef:UniRef50_A0A221K5D6, UniRef:UniRef90_A0A6I6MU75
contig_1	cds	70659	71813	+	LIFCFI_00360		GNAT family N-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A2G1Y9W0
contig_1	cds	71797	73092	-	LIFCFI_00365		Amino acid/polyamine/organocation transporter, APC superfamily	SO:0001217, UniRef:UniRef50_Q0ATE4
contig_1	cds	73092	73481	-	LIFCFI_00370		hypothetical protein	
contig_1	cds	73535	75811	-	LIFCFI_00375		Ribonuclease R	SO:0001217, UniRef:UniRef50_A0A2D2AXA9
contig_1	cds	76086	78722	-	LIFCFI_00380		DNA topoisomerase 1	SO:0001217, UniRef:UniRef50_U2WUN5
contig_1	cds	79155	80249	-	LIFCFI_00385		DNA-protecting protein DprA	SO:0001217, UniRef:UniRef50_A0A5C8PNX0
contig_1	cds	80246	80923	-	LIFCFI_00390		Glycerol-3-phosphate acyltransferase	SO:0001217, UniRef:UniRef50_Q0ANY0
contig_1	cds	80972	81304	-	LIFCFI_00395		hypothetical protein	
contig_1	cds	81304	82587	-	LIFCFI_00400		Dihydroorotase	SO:0001217, UniRef:UniRef50_A0A1X7Q4D1, UniRef:UniRef90_A0A7C4VPK9
contig_1	cds	82580	82738	-	LIFCFI_00405		hypothetical protein	
contig_1	cds	82738	83730	-	LIFCFI_00410		aspartate carbamoyltransferase catalytic subunit	SO:0001217, UniRef:UniRef50_Q89K19, UniRef:UniRef90_A0A7C4ZLF6
contig_1	cds	83888	84136	+	LIFCFI_00415		hypothetical protein	
contig_1	cds	84123	85229	-	LIFCFI_00420		Topoisom-I domain-containing protein	SO:0001217, UniRef:UniRef50_Q3SKS7
contig_1	cds	85269	86186	-	LIFCFI_00425		hypothetical protein	
contig_1	cds	86179	86655	-	LIFCFI_00430	ruvX	Holliday junction resolvase RuvX	SO:0001217, UniRef:UniRef50_Q2W6Y3, UniRef:UniRef90_A0A7V3HAX1
contig_1	cds	86719	87129	+	LIFCFI_00435		hypothetical protein	
contig_1	cds	87108	87452	+	LIFCFI_00440	gatC	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	SO:0001217, UniRef:UniRef50_Q2RPH3, UniRef:UniRef90_A0A3D2VWL2
contig_1	cds	87509	87973	+	LIFCFI_00445		Putative N-acetyltransferase YsnE	SO:0001217, UniRef:UniRef50_A0A447IEY2
contig_1	cds	88068	89546	+	LIFCFI_00450	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	SO:0001217, UniRef:UniRef50_Q2W6Y6, UniRef:UniRef90_A0A7C4Z936
contig_1	cds	89636	89947	+	LIFCFI_00455		hypothetical protein	
contig_1	cds	90001	90426	+	LIFCFI_00460		Bsl5585 protein	SO:0001217, UniRef:UniRef50_A0A1V1PT25
contig_1	cds	90428	91240	-	LIFCFI_00465		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A532EZ83
contig_1	cds	91227	91442	-	LIFCFI_00470		hypothetical protein	
contig_1	cds	91566	92543	-	LIFCFI_00475		hypothetical protein	PFAM:PF01695.20, PFAM:PF02562.19, PFAM:PF13245.9, PFAM:PF13604.9
contig_1	cds	92617	93153	+	LIFCFI_00480		Uncharacterized protein PA3753	SO:0001217, UniRef:UniRef50_P40882
contig_1	cds	93601	94341	+	LIFCFI_00485		TonB-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6I6MSV3
contig_1	cds	94418	95542	+	LIFCFI_00490		L,D-transpeptidase YkuD	SO:0001217, UniRef:UniRef50_A0A6I6MUA8
contig_1	cds	95656	96234	+	LIFCFI_00495		M23 family metallopeptidase	SO:0001217, UniRef:UniRef50_A0A7C4VGQ8
contig_1	cds	96249	96788	-	LIFCFI_00500		GYF-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AM82
contig_1	cds	96880	97497	-	LIFCFI_00505		PilZ domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AM51
contig_1	cds	97649	99322	+	LIFCFI_00510		Choline dehydrogenase	SO:0001217, UniRef:UniRef50_A0A062VH97, UniRef:UniRef90_A0A7C4VFC4
contig_1	cds	99319	99768	-	LIFCFI_00515		Response regulator	SO:0001217, UniRef:UniRef50_A0A7V3H8E2
contig_1	cds	99931	100347	+	LIFCFI_00520		Response regulator	SO:0001217, UniRef:UniRef50_A0A7C4V8W7
contig_1	cds	100354	100884	-	LIFCFI_00525		hypothetical protein	PFAM:PF07310.16
contig_1	cds	101051	101848	+	LIFCFI_00530		hypothetical protein	
contig_1	cds	101979	102290	+	LIFCFI_00535		hypothetical protein	
contig_1	cds	102335	103819	+	LIFCFI_00540	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	EC:6.3.5.6, EC:6.3.5.7, KEGG:K02434, SO:0001217, UniRef:UniRef50_Q92QK5, UniRef:UniRef90_A0A2W4WWE6
contig_1	cds	103816	103998	-	LIFCFI_00545		hypothetical protein	
contig_1	cds	104128	104613	-	LIFCFI_00550		hypothetical protein	
contig_1	cds	104825	105589	+	LIFCFI_00555		Glutathione S-transferase/GST-like protein	SO:0001217, UniRef:UniRef50_A0A7W8HWD0
contig_1	cds	105722	105991	+	LIFCFI_00560		Sel1 repeat family protein	SO:0001217, UniRef:UniRef50_A0A550JXW2
contig_1	cds	106069	106716	+	LIFCFI_00565		hypothetical protein	PFAM:PF00565.20
contig_1	cds	106713	107417	-	LIFCFI_00570		SLBB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AM74
contig_1	cds	107550	109091	+	LIFCFI_00575		hypothetical protein	
contig_1	cds	109088	109771	+	LIFCFI_00580		hypothetical protein	
contig_1	cds	109759	110670	-	LIFCFI_00585		Glyco-trans-2-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AMB0
contig_1	cds	110667	111425	-	LIFCFI_00590		Chitooligosaccharide deacetylase	SO:0001217, UniRef:UniRef50_A0A1B1AM89
contig_1	cds	111422	112354	-	LIFCFI_00595		Glycosyltransferase	SO:0001217, UniRef:UniRef50_A0A7V3H8D3
contig_1	cds	112344	113807	-	LIFCFI_00600		Polysacc-synt-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AM75
contig_1	cds	113804	115468	-	LIFCFI_00605		Bac-transf domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AM88
contig_1	tRNA	115652	115742	+	LIFCFI_00610	Ser_trna	tRNA-Ser	SO:0000269
contig_1	cds	115781	117694	-	LIFCFI_00615		Glycine betaine/proline betaine transporter BetS	SO:0001217, UniRef:UniRef50_G3XCN6
contig_1	cds	117897	119171	-	LIFCFI_00620		hypothetical protein	PFAM:PF00353.22, PFAM:PF00353.22, PFAM:PF00353.22, PFAM:PF00353.22, PFAM:PF00353.22, PFAM:PF00353.22
contig_1	cds	119386	119985	+	LIFCFI_00625		FkbM family methyltransferase	SO:0001217, UniRef:UniRef50_A0A5Q4EV35
contig_1	cds	120048	121304	-	LIFCFI_00630		hypothetical protein	
contig_1	cds	121297	122106	-	LIFCFI_00635		hypothetical protein	PFAM:PF13524.9, PFAM:PF13692.9
contig_1	cds	122247	122462	-	LIFCFI_00640		hypothetical protein	
contig_1	cds	122459	123790	-	LIFCFI_00645		hypothetical protein	
contig_1	cds	123965	125437	+	LIFCFI_00650		hypothetical protein	PFAM:PF02493.23
contig_1	cds	125446	126159	-	LIFCFI_00655		Bac-transf domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7C4VMJ4
contig_1	cds	126275	127117	-	LIFCFI_00660		hypothetical protein	PFAM:PF00027.32, PFAM:PF13545.9
contig_1	cds	127218	127487	-	LIFCFI_00665		hypothetical protein	
