#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	56	778	+	PNMMNK_00005		hypothetical protein	
contig_1	cds	775	1281	-	PNMMNK_00010		Cytochrome c	SO:0001217, UniRef:UniRef50_A0A7X7QYH4, UniRef:UniRef90_A0A7X7QYH4
contig_1	cds	1552	2193	+	PNMMNK_00015		hypothetical protein	
contig_1	cds	2906	4771	-	PNMMNK_00020		DUF3141 domain-containing protein	SO:0001217, UniRef:UniRef50_A4JV42, UniRef:UniRef90_A0A7X7Q0V1
contig_1	cds	4789	4929	-	PNMMNK_00025		hypothetical protein	SO:0001217, UniParc:UPI0016B7FC72, UniRef:UniRef100_A0A7X7PZY9, UniRef:UniRef50_A0A7X7PZY9, UniRef:UniRef90_A0A7X7PZY9
contig_1	cds	5151	6803	-	PNMMNK_00030		Multicopper oxidase family protein	SO:0001217, UniRef:UniRef50_A0A522IMA6
contig_1	cds	6839	6952	-	PNMMNK_00035		hypothetical protein	
contig_1	cds	6969	7880	-	PNMMNK_00040		Glycosyl hydrolase, BNR repeat	SO:0001217, UniRef:UniRef50_Q12D44
contig_1	cds	7923	9323	-	PNMMNK_00045	merA	mercury(II) reductase	EC:1.16.1.1, KEGG:K00520, SO:0001217, UniRef:UniRef50_A0A833G364, UniRef:UniRef90_A0A8I1R7L9
contig_1	cds	9325	9618	-	PNMMNK_00050		Mercuric transport protein periplasmic component	SO:0001217, UniRef:UniRef50_A0A192ILR4, UniRef:UniRef90_A0A1D2SM28
contig_1	cds	9636	10061	-	PNMMNK_00055		Mercuric transport protein MerT	SO:0001217, UniRef:UniRef50_A0A2E1XG15
contig_1	cds	10145	10603	+	PNMMNK_00060		MerR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1M7SIC4, UniRef:UniRef90_A0A1D2SM07
contig_1	cds	11052	11321	+	PNMMNK_00065		DUF2933 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0A5V4
contig_1	cds	11342	12001	+	PNMMNK_00070		Isoprenylcysteine carboxyl methyltransferase	EC:2.1.1.334, KEGG:K21310, SO:0001217, UniRef:UniRef50_A0A557R3K3, UniRef:UniRef90_A0A1D2SL03
contig_1	cds	12363	14039	+	PNMMNK_00075		Copper-containing nitrite reductase	SO:0001217, UniRef:UniRef50_A0A2D5FA50
contig_1	cds	14064	15044	+	PNMMNK_00080		CopB ATPase, Copper resistance protein B	SO:0001217, UniRef:UniRef50_G3A972
contig_1	cds	15073	15627	+	PNMMNK_00085		Copper-bind domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5A9XAV2
contig_1	cds	16811	17701	-	PNMMNK_00090		Site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_M5CXZ3
