#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	18	596	+	IALFKL_00005	21.6	9.9		
contig_1	10560	11498	+	IALFKL_00070	34.0	6.0		
contig_1	17030	22138	+	IALFKL_00100	174.4	4.2	PF03797.22|Autotransporter	PFAM:PF03797.22
contig_1	22209	22481	-	IALFKL_00105	9.4	6.7		
contig_1	22544	23017	-	IALFKL_00110	17.5	7.7		
contig_1	23194	23955	-	IALFKL_00115	28.2	5.2		
contig_1	25713	26486	-	IALFKL_00130	28.5	9.3		
contig_1	30429	31226	+	IALFKL_00160	28.1	9.9		
contig_1	36634	36855	-	IALFKL_00190	7.9	4.8		
contig_1	55446	56534	-	IALFKL_00275	39.7	6.2		
contig_1	56668	57060	+	IALFKL_00280	14.0	4.5		
contig_1	63292	63624	-	IALFKL_00320	12.1	11.2		
contig_1	68603	69196	-	IALFKL_00345	22.5	6.0	PF08291.14|Peptidase_M15_3	PFAM:PF08291.14
contig_2	284	751	+	IALFKL_00360	17.2	10.6		
contig_2	833	1303	+	IALFKL_00365	17.6	8.4		
contig_2	1418	2158	+	IALFKL_00370	27.4	8.4		
contig_2	2204	2911	+	IALFKL_00375	25.8	9.8		
contig_2	8473	8988	+	IALFKL_00400	18.9	6.0	PF07310.16|PAS_5	PFAM:PF07310.16
contig_2	26980	27255	-	IALFKL_00485	9.8	4.6		
contig_2	31438	31938	-	IALFKL_00500	18.2	5.9	PF07310.16|PAS_5	PFAM:PF07310.16
contig_2	32114	34111	-	IALFKL_00505	71.3	4.8	PF06980.14|DUF1302	PFAM:PF06980.14
contig_2	34159	35025	-	IALFKL_00510	27.2	4.1		
contig_2	35508	36293	-	IALFKL_00515	23.6	4.1		
contig_2	38388	39794	+	IALFKL_00530	52.7	8.5	PF00067.25|p450	PFAM:PF00067.25
contig_2	40368	40541	-	IALFKL_00540	6.5	4.4		
contig_2	43999	44550	-	IALFKL_00555	19.6	4.8		
contig_2	44820	45062	-	IALFKL_00565	8.7	5.3		
contig_2	54865	55941	-	IALFKL_00610	32.5	4.1		
contig_2	61355	61495	-	IALFKL_00640	5.3	4.1		
contig_2	61551	61745	-	IALFKL_00645	7.1	8.2		SO:0001217, UniRef:UniRef50_A0A2N3C5H1, UniRef:UniRef90_A0A2N3C5H1
contig_2	61739	62458	-	IALFKL_00650	27.7	6.2		
contig_3	2	172	+	IALFKL_00655	6.2	4.6		
contig_3	422	925	+	IALFKL_00660	18.9	9.3		
contig_3	1052	2377	+	IALFKL_00665	50.4	10.7		
contig_3	22963	23163	+	IALFKL_00770	7.7	10.0		
contig_3	36933	37739	+	IALFKL_00825	29.0	4.9	PF01738.21|DLH	PFAM:PF01738.21
contig_3	41037	41915	+	IALFKL_00840	30.6	9.1		
contig_3	42810	43181	+	IALFKL_00850	14.3	5.5		
contig_3	44333	44512	-	IALFKL_00860	6.8	9.5		
contig_3	45223	45870	-	IALFKL_00870	22.4	5.6	PF04519.16|Bactofilin	PFAM:PF04519.16
contig_3	55455	55751	-	IALFKL_00915	10.7	4.1		
contig_3	55892	56299	-	IALFKL_00920	15.1	9.7		
contig_3	57526	58191	+	IALFKL_00930	24.3	5.6		
contig_3	59479	59967	+	IALFKL_00940	16.7	4.1		
contig_4	5144	9331	+	IALFKL_00960	143.9	4.6		
contig_4	9338	9694	-	IALFKL_00965	12.9	4.3		
contig_4	12861	13385	-	IALFKL_00980	19.5	6.3	PF07310.16|PAS_5	PFAM:PF07310.16
contig_4	30393	30605	-	IALFKL_01065	7.5	5.4		
contig_4	31725	33371	-	IALFKL_01075	59.4	4.8		
contig_4	33433	33972	-	IALFKL_01080	19.9	9.0		
contig_4	51666	52175	+	IALFKL_01150	18.4	11.4		
contig_4	56687	57985	-	IALFKL_01175	47.5	5.3		
contig_4	58824	59402	-	IALFKL_01185	21.1	5.1	PF08676.14|MutL_C	PFAM:PF08676.14
contig_5	60	785	+	IALFKL_01190	26.5	6.9	PF03799.18|FtsQ_DivIB_C, PF08478.13|POTRA_1	PFAM:PF03799.18, PFAM:PF08478.13
contig_5	22323	22598	-	IALFKL_01275	10.4	10.1		
contig_5	22619	26161	+	IALFKL_01280	123.9	4.8		
contig_5	31098	31271	+	IALFKL_01315	6.7	6.1		
contig_5	36154	36489	+	IALFKL_01345	11.6	4.5		
contig_5	40725	40910	+	IALFKL_01370	6.4	6.0		
contig_5	42184	42489	+	IALFKL_01380	11.5	6.3		
contig_5	42595	43974	+	IALFKL_01385	50.8	7.7	PF01715.20|IPPT, PF01745.19|IPT	PFAM:PF01715.20, PFAM:PF01745.19
contig_5	47699	48394	+	IALFKL_01405	24.4	5.5		
contig_6	10569	11903	+	IALFKL_01490	49.2	5.2	PF00639.24|Rotamase, PF09312.14|SurA_N, PF13145.9|Rotamase_2, PF13616.9|Rotamase_3, PF13623.9|SurA_N_2, PF13624.9|SurA_N_3	PFAM:PF00639.24, PFAM:PF09312.14, PFAM:PF13145.9, PFAM:PF13616.9, PFAM:PF13623.9, PFAM:PF13624.9
contig_6	17381	18232	+	IALFKL_01520	32.5	9.6		
contig_6	18219	18899	-	IALFKL_01525	23.5	6.3	PF00132.27|Hexapep	PFAM:PF00132.27
contig_6	18909	19769	-	IALFKL_01530	32.7	9.2		
contig_6	24149	25039	-	IALFKL_01560	32.4	5.0		
contig_6	35086	35601	-	IALFKL_01620	19.9	6.4		
contig_6	48604	49365	-	IALFKL_01685	27.3	6.4		
contig_6	49362	49898	-	IALFKL_01690	18.9	4.3	PF00515.31|TPR_1, PF07719.20|TPR_2, PF07719.20|TPR_2, PF13176.9|TPR_7, PF13181.9|TPR_8, PF13181.9|TPR_8, PF13181.9|TPR_8, PF13414.9|TPR_11, PF13431.9|TPR_17, PF13432.9|TPR_16, PF13432.9|TPR_16	PFAM:PF00515.31, PFAM:PF07719.20, PFAM:PF07719.20, PFAM:PF13176.9, PFAM:PF13181.9, PFAM:PF13181.9, PFAM:PF13181.9, PFAM:PF13414.9, PFAM:PF13431.9, PFAM:PF13432.9, PFAM:PF13432.9
contig_6	51115	51477	-	IALFKL_01700	13.4	9.4		
contig_6	54842	55540	-	IALFKL_01710	25.2	5.7		
contig_7	3012	3617	+	IALFKL_01730	21.6	4.5		
contig_7	25297	25668	-	IALFKL_01835	13.4	9.4	PF01047.25|MarR, PF13463.9|HTH_27	PFAM:PF01047.25, PFAM:PF13463.9
contig_7	27999	29156	-	IALFKL_01850	40.7	5.2		
contig_7	44212	44508	+	IALFKL_01935	10.3	5.2		
contig_7	51803	52000	+	IALFKL_01970	7.1	9.5	PF01845.20|CcdB	PFAM:PF01845.20
contig_7	52571	53041	-	IALFKL_01980	16.1	4.1	PF00280.21|potato_inhibit, PF11720.11|Inhibitor_I78	PFAM:PF00280.21, PFAM:PF11720.11
contig_7	53175	53585	-	IALFKL_01985	14.3	4.1	PF11720.11|Inhibitor_I78	PFAM:PF11720.11
contig_8	5501	5800	+	IALFKL_02010	10.9	9.2		
contig_8	6909	7577	+	IALFKL_02020	23.9	5.0		
contig_8	14222	15046	+	IALFKL_02070	30.9	9.5		
contig_8	27849	28337	+	IALFKL_02145	18.5	5.4		
contig_8	32927	33133	+	IALFKL_02165	7.8	5.0		SO:0001217, UniRef:UniRef50_A7HTQ0, UniRef:UniRef90_A0A3B8XJZ8
contig_8	48547	48645	+	IALFKL_02230	3.5	4.9		
contig_8	48711	49112	-	IALFKL_02235	14.8	10.4		
contig_9	39	1304	+	IALFKL_02270	45.9	4.8		
contig_9	8821	9321	-	IALFKL_02310	17.9	10.7	PF07332.14|Phage_holin_3_6	PFAM:PF07332.14
contig_9	9331	9591	-	IALFKL_02315	9.3	4.8		
contig_9	14124	14888	+	IALFKL_02335	27.0	8.0		
contig_9	16551	19604	+	IALFKL_02345	103.2	4.2		
contig_9	23808	24428	-	IALFKL_02370	22.2	4.8		
contig_9	27680	28213	+	IALFKL_02390	17.7	4.2		
contig_9	28356	29639	+	IALFKL_02395	46.2	4.3		
