#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	530	937	-	KKFAEJ_00005	14.8	4.1		
contig_1	1053	1364	-	KKFAEJ_00010	11.2	8.0		
contig_1	1519	2220	-	KKFAEJ_00015	25.5	8.4	PF08713.14|DNA_alkylation	PFAM:PF08713.14
contig_1	5308	6081	-	KKFAEJ_00030	28.6	5.3		
contig_1	9812	12433	-	KKFAEJ_00045	95.5	5.9	PF00069.28|Pkinase, PF03109.19|ABC1, PF07714.20|PK_Tyr_Ser-Thr, PF13374.9|TPR_10, PF13424.9|TPR_12	PFAM:PF00069.28, PFAM:PF03109.19, PFAM:PF07714.20, PFAM:PF13374.9, PFAM:PF13424.9
contig_1	12439	12984	-	KKFAEJ_00050	19.9	6.5		
contig_1	15318	15452	-	KKFAEJ_00060	4.6	10.0		
contig_1	15573	16055	-	KKFAEJ_00065	16.7	4.8		
contig_1	16171	17868	+	KKFAEJ_00070	60.9	5.0	PF02493.23|MORN, PF02493.23|MORN	PFAM:PF02493.23, PFAM:PF02493.23
contig_1	23998	25308	+	KKFAEJ_00095	45.0	4.8		
contig_1	36763	37356	+	KKFAEJ_00165	21.3	10.3		
contig_1	47842	48003	-	KKFAEJ_00230	5.6	5.6		
contig_1	52781	53695	-	KKFAEJ_00260	30.3	4.1	PF01839.26|FG-GAP, PF01839.26|FG-GAP	PFAM:PF01839.26, PFAM:PF01839.26
contig_1	53659	54057	-	KKFAEJ_00265	13.4	4.7	PF01839.26|FG-GAP	PFAM:PF01839.26
contig_1	54200	54880	+	KKFAEJ_00270	24.4	4.4		
contig_1	57167	58225	-	KKFAEJ_00290	36.4	5.0		
contig_1	58366	58557	-	KKFAEJ_00295	7.2	11.9		
contig_1	62682	63197	+	KKFAEJ_00305	19.0	5.1		
contig_1	64825	66795	-	KKFAEJ_00320	68.3	5.3	PF17164.7|DUF5122, PF17164.7|DUF5122	PFAM:PF17164.7, PFAM:PF17164.7
contig_1	69458	70024	+	KKFAEJ_00340	20.4	6.1		
contig_1	70427	70966	+	KKFAEJ_00345	19.0	4.4		
contig_1	71021	72097	+	KKFAEJ_00350	39.1	4.8		
contig_1	72203	72574	+	KKFAEJ_00355	13.4	5.9		
contig_1	76056	76313	-	KKFAEJ_00370	8.8	8.1		
contig_1	76297	76914	-	KKFAEJ_00375	21.0	4.9		
contig_1	77041	77682	-	KKFAEJ_00380	23.0	9.7		
contig_1	77865	78023	-	KKFAEJ_00385	5.6	8.0		
contig_1	78072	78188	-	KKFAEJ_00390	4.4	10.6		
contig_1	90119	92851	+	KKFAEJ_00435	99.1	5.9	PF00069.28|Pkinase, PF07714.20|PK_Tyr_Ser-Thr, PF13181.9|TPR_8, PF13374.9|TPR_10, PF13374.9|TPR_10, PF13424.9|TPR_12, PF13424.9|TPR_12, PF13424.9|TPR_12	PFAM:PF00069.28, PFAM:PF07714.20, PFAM:PF13181.9, PFAM:PF13374.9, PFAM:PF13374.9, PFAM:PF13424.9, PFAM:PF13424.9, PFAM:PF13424.9
contig_1	96550	98907	-	KKFAEJ_00460	87.0	6.0	PF00069.28|Pkinase, PF07714.20|PK_Tyr_Ser-Thr, PF07721.17|TPR_4, PF13181.9|TPR_8, PF13374.9|TPR_10, PF13374.9|TPR_10, PF13374.9|TPR_10, PF13374.9|TPR_10, PF13374.9|TPR_10, PF13424.9|TPR_12, PF13424.9|TPR_12, PF13424.9|TPR_12, PF17874.4|TPR_MalT	PFAM:PF00069.28, PFAM:PF07714.20, PFAM:PF07721.17, PFAM:PF13181.9, PFAM:PF13374.9, PFAM:PF13374.9, PFAM:PF13374.9, PFAM:PF13374.9, PFAM:PF13374.9, PFAM:PF13424.9, PFAM:PF13424.9, PFAM:PF13424.9, PFAM:PF17874.4
