#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	4552	5241	-	KBIHCA_00015	25.1	5.9		SO:0001217, UniRef:UniRef50_A7HVL6, UniRef:UniRef90_A7HVL6
contig_1	5247	5759	-	KBIHCA_00020	19.3	4.7		SO:0001217, UniRef:UniRef50_A7HVL5, UniRef:UniRef90_A7HVL5
contig_1	6010	7431	+	KBIHCA_00025	52.5	5.5		SO:0001217, UniRef:UniRef50_A0A4S1X263, UniRef:UniRef90_H4FAH4
contig_1	9862	10311	+	KBIHCA_00035	16.0	6.6		
contig_1	12457	12783	-	KBIHCA_00050	11.7	5.0		
contig_1	13509	14033	-	KBIHCA_00060	17.9	5.1		
contig_1	14097	14630	-	KBIHCA_00065	19.9	6.2	PF09351.13|DUF1993	PFAM:PF09351.13, SO:0001217, UniRef:UniRef50_A0A0A3XQG3, UniRef:UniRef90_A0A0A3XQG3
contig_1	27496	27621	-	KBIHCA_00140	4.4	9.3		
contig_1	40429	40701	+	KBIHCA_00205	9.7	5.7		
contig_1	46680	47168	-	KBIHCA_00240	17.0	4.7		
contig_1	51566	51715	-	KBIHCA_00270	5.1	8.5		
contig_1	51960	52796	+	KBIHCA_00275	30.7	7.1	PF16694.8|Cytochrome_P460	PFAM:PF16694.8
contig_1	73816	74004	-	KBIHCA_00365	6.1	11.0		
contig_1	74057	74770	-	KBIHCA_00370	24.4	9.6		
contig_1	74781	75671	-	KBIHCA_00375	29.5	8.6		
contig_1	79529	80020	+	KBIHCA_00400	17.3	8.4		
contig_1	81558	82106	+	KBIHCA_00420	20.6	9.7		
contig_1	82118	82786	+	KBIHCA_00425	24.0	9.3		
contig_1	82804	83289	+	KBIHCA_00430	17.3	9.0		
contig_1	84233	84877	+	KBIHCA_00440	24.6	5.8		
contig_1	84885	86009	+	KBIHCA_00445	42.7	5.3		SO:0001217, UniRef:UniRef50_E6VQ30, UniRef:UniRef90_E6VQ30
contig_1	85987	86256	-	KBIHCA_00450	10.0	4.9		
contig_1	88246	88731	-	KBIHCA_00465	18.5	6.5		SO:0001217, UniRef:UniRef50_A0A0S6WX27, UniRef:UniRef90_A0A2T4J9L6
contig_1	88732	89220	-	KBIHCA_00470	18.4	6.0		SO:0001217, UniRef:UniRef50_UPI0005F7EC10, UniRef:UniRef90_UPI00041F978B
contig_1	92666	93283	-	KBIHCA_00480	23.3	5.1		SO:0001217, UniRef:UniRef50_A0A2T4J9E0, UniRef:UniRef90_A0A2T4J9E0
contig_1	93280	93933	-	KBIHCA_00485	24.5	6.5		SO:0001217, UniRef:UniRef50_A0A2T4J9H6, UniRef:UniRef90_A0A2T4J9H6
contig_1	94079	94252	+	KBIHCA_00490	6.2	9.6		
contig_1	94292	94756	-	KBIHCA_00495	17.1	5.7		
contig_1	113270	113515	-	KBIHCA_00560	9.1	6.4		
contig_1	114358	114663	-	KBIHCA_00570	11.2	6.3		
contig_1	115309	115575	+	KBIHCA_00575	10.3	10.7		
contig_1	115830	116006	+	KBIHCA_00580	6.5	4.1		SO:0001217, UniRef:UniRef50_A0A2S9ISN6, UniRef:UniRef90_B6JK71
contig_1	117385	117984	+	KBIHCA_00590	23.5	9.6		
contig_1	117996	118394	+	KBIHCA_00595	14.7	5.3		
contig_1	125612	126088	+	KBIHCA_00610	17.3	7.0		
contig_1	126085	126972	+	KBIHCA_00615	33.1	6.4		
contig_1	126921	127604	-	KBIHCA_00620	25.1	9.4		
contig_1	131191	131379	-	KBIHCA_00640	6.6	4.7		
contig_1	131474	131977	-	KBIHCA_00645	19.2	9.5	PF11663.11|Toxin_YhaV	PFAM:PF11663.11
contig_1	132367	133317	+	KBIHCA_00655	35.5	5.9		
contig_1	135515	136606	+	KBIHCA_00675	41.1	5.0		
contig_1	143805	144236	-	KBIHCA_00715	15.7	10.6		
contig_1	145427	145855	+	KBIHCA_00725	15.5	10.6		SO:0001217, UniRef:UniRef50_Q1QFX1, UniRef:UniRef90_W3RRR5
contig_1	149753	150205	-	KBIHCA_00745	15.5	10.2		
contig_1	152443	152844	-	KBIHCA_00760	14.6	8.1		SO:0001217, UniRef:UniRef50_I2QVI6, UniRef:UniRef90_UPI001125FF28
contig_1	153017	153280	+	KBIHCA_00765	9.5	12.0		
contig_1	153286	153729	-	KBIHCA_00770	16.3	4.5		SO:0001217, UniRef:UniRef50_A0A084EIS4, UniRef:UniRef90_UPI00112A7547
contig_1	153803	154375	-	KBIHCA_00775	21.6	4.5		SO:0001217, UniRef:UniRef50_A0A0V0Q5V3, UniRef:UniRef90_UPI00112C3E08
contig_1	159953	161173	+	KBIHCA_00800	42.9	5.4		
