#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	56	778	+	PNMMNK_00005	24.5	8.9		
contig_1	1552	2193	+	PNMMNK_00015	22.6	9.4		
contig_1	4789	4929	-	PNMMNK_00025	4.8	10.0		SO:0001217, UniParc:UPI0016B7FC72, UniRef:UniRef100_A0A7X7PZY9, UniRef:UniRef50_A0A7X7PZY9, UniRef:UniRef90_A0A7X7PZY9
contig_1	6839	6952	-	PNMMNK_00035	3.8	5.2		
contig_1	17753	19120	-	PNMMNK_00095	50.6	9.7		
contig_1	20011	22755	+	PNMMNK_00100	105.0	7.3	PF00665.29|rve, PF09299.14|Mu-transpos_C	PFAM:PF00665.29, PFAM:PF09299.14
contig_1	22733	23845	+	PNMMNK_00105	40.5	9.6	PF05621.14|TniB, PF13401.9|AAA_22	PFAM:PF05621.14, PFAM:PF13401.9
contig_1	23842	25203	+	PNMMNK_00110	50.1	9.9		
contig_1	25568	26527	-	PNMMNK_00120	36.0	8.8	PF00165.26|HTH_AraC, PF12833.10|HTH_18, PF14525.9|AraC_binding_2	PFAM:PF00165.26, PFAM:PF12833.10, PFAM:PF14525.9
contig_1	30085	31347	+	PNMMNK_00135	46.3	6.1	PF00144.27|Beta-lactamase	PFAM:PF00144.27
contig_1	32658	34208	+	PNMMNK_00145	56.7	11.1	PF00990.24|GGDEF	PFAM:PF00990.24
contig_1	34361	34978	+	PNMMNK_00150	22.3	10.3	PF05171.15|HemS	PFAM:PF05171.15
contig_1	35001	35615	+	PNMMNK_00155	23.5	6.7		
contig_2	86	292	+	PNMMNK_00165	7.6	10.6		
contig_2	5371	6522	+	PNMMNK_00185	40.6	5.1	PF01070.21|FMN_dh, PF03060.18|NMO	PFAM:PF01070.21, PFAM:PF03060.18
contig_2	8176	10023	+	PNMMNK_00200	65.4	5.4		
contig_2	11245	12330	+	PNMMNK_00210	38.5	6.0	PF00441.27|Acyl-CoA_dh_1, PF02771.19|Acyl-CoA_dh_N, PF08028.14|Acyl-CoA_dh_2	PFAM:PF00441.27, PFAM:PF02771.19, PFAM:PF08028.14
contig_2	14857	15570	-	PNMMNK_00230	26.9	4.8	PF07237.14|DUF1428, PF07237.14|DUF1428	PFAM:PF07237.14, PFAM:PF07237.14
contig_2	17971	18651	+	PNMMNK_00255	25.0	6.0	PF00072.27|Response_reg, PF00486.31|Trans_reg_C	PFAM:PF00072.27, PFAM:PF00486.31
contig_2	29938	30258	+	PNMMNK_00305	12.3	11.0		
contig_2	34124	34393	-	PNMMNK_00335	10.1	6.3		
contig_2	34960	35445	-	PNMMNK_00340	16.7	12.0		
contig_3	336	842	+	PNMMNK_00345	17.8	5.3		
contig_3	9669	10949	-	PNMMNK_00380	46.4	9.9	PF00990.24|GGDEF	PFAM:PF00990.24
contig_3	11834	12433	+	PNMMNK_00395	21.0	11.0	PF03729.16|DUF308, PF03729.16|DUF308, PF03729.16|DUF308	PFAM:PF03729.16, PFAM:PF03729.16, PFAM:PF03729.16
contig_3	17623	18603	+	PNMMNK_00420	33.8	9.6		
contig_3	26947	27267	+	PNMMNK_00455	11.6	5.0		
contig_3	27283	27447	-	PNMMNK_00460	6.1	8.0		
contig_3	32260	32589	-	PNMMNK_00495	12.6	4.4		
contig_3	32599	33543	-	PNMMNK_00500	34.6	4.7		
contig_4	128	1042	+	PNMMNK_00510	33.2	5.9	PF00441.27|Acyl-CoA_dh_1, PF02770.22|Acyl-CoA_dh_M	PFAM:PF00441.27, PFAM:PF02770.22
contig_4	2293	2589	-	PNMMNK_00520	10.3	8.3	PF13663.9|DUF4148	PFAM:PF13663.9
contig_4	3426	3713	+	PNMMNK_00530	10.3	11.1		
contig_4	8273	8620	+	PNMMNK_00555	12.4	5.0		
contig_4	8624	9148	+	PNMMNK_00560	19.1	9.5		
contig_4	9167	9280	+	PNMMNK_00565	4.0	6.0	PF01402.24|RHH_1	PFAM:PF01402.24
contig_4	14021	14713	+	PNMMNK_00590	24.4	8.7		
contig_4	14763	18356	+	PNMMNK_00595	130.1	6.8	PF05593.17|RHS_repeat, PF05593.17|RHS_repeat	PFAM:PF05593.17, PFAM:PF05593.17
contig_4	19733	20416	+	PNMMNK_00605	23.1	9.1		
contig_4	30138	31373	+	PNMMNK_00650	44.2	4.9		
contig_4	31370	31564	+	PNMMNK_00655	7.5	11.9		
contig_4	31601	31846	-	PNMMNK_00660	8.6	5.0	PF01958.21|Asp_DH_C	PFAM:PF01958.21
contig_5	1506	2480	-	PNMMNK_00670	35.3	9.4		
contig_5	9453	9659	+	PNMMNK_00715	7.1	9.6		
contig_5	9694	10869	+	PNMMNK_00720	42.4	9.6		
contig_5	10951	13032	-	PNMMNK_00725	74.9	5.3		
contig_5	14798	15691	+	PNMMNK_00740	32.3	5.5		
contig_5	17138	19495	+	PNMMNK_00750	88.8	5.9	PF13439.9|Glyco_transf_4, PF13524.9|Glyco_trans_1_2, PF13579.9|Glyco_trans_4_4, PF13692.9|Glyco_trans_1_4	PFAM:PF13439.9, PFAM:PF13524.9, PFAM:PF13579.9, PFAM:PF13692.9
contig_5	19497	20645	+	PNMMNK_00755	42.1	5.6	PF00155.24|Aminotran_1_2, PF00266.22|Aminotran_5, PF01041.20|DegT_DnrJ_EryC1	PFAM:PF00155.24, PFAM:PF00266.22, PFAM:PF01041.20
contig_5	25285	26244	+	PNMMNK_00785	34.6	5.7	PF16363.8|GDP_Man_Dehyd	PFAM:PF16363.8
contig_5	28206	29102	+	PNMMNK_00800	32.1	10.0	PF04321.20|RmlD_sub_bind, PF16363.8|GDP_Man_Dehyd	PFAM:PF04321.20, PFAM:PF16363.8
contig_6	82	786	+	PNMMNK_00805	25.3	11.5		
contig_6	9700	10044	+	PNMMNK_00850	12.3	6.0		
contig_6	10073	12751	-	PNMMNK_00855	96.4	6.3	PF00486.31|Trans_reg_C	PFAM:PF00486.31
contig_6	12891	13064	+	PNMMNK_00860	6.6	12.0		
contig_7	3569	4681	+	PNMMNK_00955	39.8	6.6	PF00724.23|Oxidored_FMN	PFAM:PF00724.23
contig_7	20585	22060	+	PNMMNK_01020	53.7	5.9	PF02518.29|HATPase_c	PFAM:PF02518.29
contig_7	22519	23364	+	PNMMNK_01025	31.8	6.6		
contig_7	24788	26452	+	PNMMNK_01030	61.0	5.8	PF00563.23|EAL, PF00990.24|GGDEF	PFAM:PF00563.23, PFAM:PF00990.24
contig_8	3247	3789	-	PNMMNK_01050	20.1	6.9		
contig_8	6084	6500	-	PNMMNK_01075	15.4	7.9	PF06296.15|RelE	PFAM:PF06296.15
contig_8	12468	12902	+	PNMMNK_01100	16.6	4.7		
contig_8	12928	13188	+	PNMMNK_01105	8.9	5.4	PF13561.9|adh_short_C2	PFAM:PF13561.9
contig_8	14302	14715	-	PNMMNK_01115	14.2	6.3		
contig_8	25905	26297	-	PNMMNK_01165	13.6	11.3		
contig_9	7	459	+	PNMMNK_01170	16.7	6.1	PF00587.28|tRNA-synt_2b	PFAM:PF00587.28
contig_9	2678	3187	+	PNMMNK_01185	18.7	10.0		
contig_9	7429	9108	+	PNMMNK_01205	60.8	5.3		
contig_9	12682	18054	+	PNMMNK_01225	194.1	5.0	PF00092.31|VWA, PF13519.9|VWA_2	PFAM:PF00092.31, PFAM:PF13519.9
contig_9	18094	20445	+	PNMMNK_01230	84.5	5.1		
contig_9	21896	22888	+	PNMMNK_01240	35.5	9.4		
contig_10	253	1362	+	PNMMNK_01255	41.2	6.5	PF01471.21|PG_binding_1, PF03734.17|YkuD	PFAM:PF01471.21, PFAM:PF03734.17
contig_10	3446	3943	-	PNMMNK_01270	18.3	9.6		
contig_10	21274	21606	-	PNMMNK_01340	11.8	4.4		
