#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	94	741	-	HAGLND_00005		hypothetical protein	
contig_1	cds	1171	2655	-	HAGLND_00010		Sulfatase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q8MTR5
contig_1	cds	2877	3239	+	HAGLND_00015		hypothetical protein	
contig_1	cds	3409	4314	-	HAGLND_00020		Alpha/beta hydrolase	SO:0001217, UniRef:UniRef50_A0A370WUJ6
contig_1	cds	4341	6578	-	HAGLND_00025		hypothetical protein	PFAM:PF07715.18
contig_1	cds	6890	8206	+	HAGLND_00030		hypothetical protein	PFAM:PF06742.14, PFAM:PF06863.15
contig_1	cds	8277	10367	+	HAGLND_00035		Fatty oxidation complex alpha subunit	SO:0001217, UniRef:UniRef50_C1B412
contig_1	cds	10384	11562	+	HAGLND_00040		3-ketoacyl-CoA thiolase FadA	SO:0001217, UniRef:UniRef50_A0A379IA40
contig_1	cds	11566	13242	+	HAGLND_00045		Long-chain-fatty-acid--CoA ligase	SO:0001217, UniRef:UniRef50_A0A7U7ENR8
contig_1	cds	13268	14263	-	HAGLND_00050		FGE-sulfatase domain-containing protein	SO:0001217, UniRef:UniRef50_L7UCJ3
contig_1	cds	14347	15345	-	HAGLND_00055		hypothetical protein	
contig_1	cds	15698	16969	+	HAGLND_00060		hypothetical protein	PFAM:PF00144.27
contig_1	cds	17044	18144	+	HAGLND_00065		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1Y5RZY4
contig_1	cds	18348	19265	+	HAGLND_00070		NAD transhydrogenase subunit beta protein	SO:0001217, UniRef:UniRef50_U2WE07
contig_1	cds	19353	20441	-	HAGLND_00075		NADPH dehydrogenase	SO:0001217, UniRef:UniRef50_A0A222TIZ3
contig_1	cds	20546	21271	+	HAGLND_00080		Membrane protein	SO:0001217, UniRef:UniRef50_A0A0D7MTM5
contig_1	cds	21283	21711	+	HAGLND_00085		Universal stress protein	SO:0001217, UniRef:UniRef50_A0A6H9HKK2
contig_1	cds	21716	23644	-	HAGLND_00090		PepX-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1G7KXA8
contig_1	cds	23748	25043	+	HAGLND_00095		NAD-dependent malic enzyme 1	SO:0001217, UniRef:UniRef50_P54572
contig_1	cds	25062	26345	-	HAGLND_00100		Serine/threonine protein phosphatase	SO:0001217, UniRef:UniRef50_A0A4Q5RQZ3
contig_1	cds	26362	27987	-	HAGLND_00105		Aminobenzoyl-glutamate utilization protein B	SO:0001217, UniRef:UniRef50_A0A1K2HZD9
contig_1	cds	28111	30972	-	HAGLND_00110		STN domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M3IA50
contig_1	cds	31475	32707	+	HAGLND_00115		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A270B3R3
contig_1	cds	32739	33797	-	HAGLND_00120		LacI family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1E4GKZ8, UniRef:UniRef90_A0A829YA54
contig_1	cds	34243	35580	+	HAGLND_00125		FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A1V4SPD2, UniRef:UniRef90_A0A4P7RZF2
contig_1	cds	35619	37055	+	HAGLND_00130		Mannitol 2-dehydrogenase	SO:0001217, UniRef:UniRef50_P33216
contig_1	cds	37073	38662	+	HAGLND_00135		Alkaline phosphatase	SO:0001217, UniRef:UniRef50_A0A0U5FJG9
contig_1	cds	38659	39543	+	HAGLND_00140		Putative fructokinase	SO:0001217, UniRef:UniRef50_A0A1V2EXK0
contig_1	cds	39595	41262	+	HAGLND_00145		hypothetical protein	
contig_1	cds	41383	41964	-	HAGLND_00150		hypothetical protein	
contig_1	cds	42123	43757	-	HAGLND_00155		Na-H-Exchanger domain-containing protein	SO:0001217, UniRef:UniRef50_V4PRF9
contig_1	cds	43975	44712	+	HAGLND_00160		GTP cyclohydrolase I	SO:0001217, UniRef:UniRef50_Q0JZS5
contig_1	cds	44716	45576	+	HAGLND_00165		Serine protease	SO:0001217, UniRef:UniRef50_A0A0A1FKM6
contig_1	cds	45518	45637	+	HAGLND_00170		hypothetical protein	
contig_1	cds	45637	46824	+	HAGLND_00175		hypothetical protein	
contig_1	cds	47202	47426	-	HAGLND_00180		hypothetical protein	
contig_1	cds	47914	48681	+	HAGLND_00185		Integrase	SO:0001217, UniRef:UniRef50_A0A0C4YA11
contig_1	cds	49471	49887	-	HAGLND_00190		hypothetical protein	
contig_1	cds	49947	50291	-	HAGLND_00195		hypothetical protein	PFAM:PF13610.9
contig_1	cds	50370	50987	+	HAGLND_00200		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A091BG94
contig_1	cds	50984	52018	+	HAGLND_00205		Secretion protein HlyD	SO:0001217, UniRef:UniRef50_A0A6L9KJ63
contig_1	cds	52020	53792	+	HAGLND_00210		putative multidrug ABC transporter ATP-binding protein YbhF	SO:0001217, UniRef:UniRef50_P0A9U1
contig_1	cds	53789	54961	+	HAGLND_00215		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A554U5X8
contig_1	cds	54965	56089	+	HAGLND_00220		Transport permease protein	SO:0001217, UniRef:UniRef50_B6JDR4
contig_1	cds	56086	57585	+	HAGLND_00225		Outer membrane efflux family protein	SO:0001217, UniRef:UniRef50_I4JL67
contig_1	cds	57593	59005	+	HAGLND_00230		MBL fold metallo-hydrolase	SO:0001217, UniRef:UniRef50_A0A2A7UWX9
contig_1	cds	59002	59844	+	HAGLND_00235		Cytokinin riboside 5'-monophosphate phosphoribohydrolase	SO:0001217, UniRef:UniRef50_A0A127F9L6
contig_1	cds	59841	60983	+	HAGLND_00240		hypothetical protein	
contig_1	cds	60995	61486	+	HAGLND_00245		Cytochrome C	SO:0001217, UniRef:UniRef50_A0A127FDZ4
contig_1	cds	61602	62138	-	HAGLND_00250		Ni-hydr-CYTB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0T7A7S2
contig_1	cds	62150	62428	-	HAGLND_00255		PepSY domain-containing protein	SO:0001217, UniRef:UniRef50_A0A160U4U2
contig_1	cds	62552	62872	+	HAGLND_00260		Propeptide, PepSY amd peptidase M4	SO:0001217, UniRef:UniRef50_Q07GW5
contig_1	cds	63533	64879	+	HAGLND_00265		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A090MR34
contig_1	cds	64886	66238	+	HAGLND_00270		FAD-binding FR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5C1E5L9
contig_1	cds	66496	66813	-	HAGLND_00275		hypothetical protein	
contig_1	cds	67171	67443	-	HAGLND_00280		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A521WII8, UniRef:UniRef90_A0A521WII8
contig_1	cds	67555	68376	+	HAGLND_00285		AbiEi-3-N domain-containing protein	SO:0001217, UniRef:UniRef50_K0I0V1
contig_1	cds	68360	69292	+	HAGLND_00290		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A3N8LFK5, UniRef:UniRef90_A0A521WIF3
contig_1	cds	69336	69971	-	HAGLND_00295		hypothetical protein	PFAM:PF18753.4
contig_2	cds	28	1758	+	HAGLND_00300		D-xylonate dehydratase	SO:0001217, UniRef:UniRef50_Q9A9Z2
