#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	658	1254	+	HGOJGE_00005		hypothetical protein	
contig_1	cds	1345	3933	-	HGOJGE_00010	mutS	DNA mismatch repair protein MutS	GO:0003684, GO:0005524, GO:0006298, GO:0030983, GO:0140664, SO:0001217, UniRef:UniRef50_P49849, UniRef:UniRef90_A7Z4X5
contig_1	cds	4049	4594	-	HGOJGE_00015	cotE	outer spore coat protein CotE	COG:COG5880, COG:D, GO:0030435, GO:0042802, KEGG:K06328, RefSeq:WP_003154111.1, SO:0001217, UniParc:UPI0001597637, UniRef:UniRef100_A0A8I2FMG6, UniRef:UniRef50_P14016, UniRef:UniRef90_P14016
contig_1	cds	4846	5277	-	HGOJGE_00020	ymcA	Uncharacterized protein YmcA	COG:COG4550, COG:T, RefSeq:WP_003154113.1, SO:0001217, UniParc:UPI0001597636, UniRef:UniRef100_A0A8I2JXG9, UniRef:UniRef50_O31779, UniRef:UniRef90_O31779
contig_1	cds	5280	6809	-	HGOJGE_00025	miaB	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	COG:COG0621, COG:J, EC:2.8.4.3, GO:0005737, GO:0006400, GO:0035596, GO:0046872, GO:0051539, RefSeq:WP_003154116.1, SO:0001217, UniParc:UPI0002416456, UniRef:UniRef100_A0A8F7YR09, UniRef:UniRef50_O31778, UniRef:UniRef90_O31778
contig_1	cds	6952	8127	-	HGOJGE_00030	bioF	glycine C-acetyltransferase	EC:2.3.1.47, GO:0008710, GO:0008890, GO:0009102, GO:0030170, RefSeq:WP_007611529.1, SO:0001217, UniParc:UPI0002532A86, UniRef:UniRef100_A0A8F9SR65, UniRef:UniRef50_O31777, UniRef:UniRef90_A7Z4X1
contig_1	cds	8143	9189	-	HGOJGE_00035	tdh	L-threonine 3-dehydrogenase	EC:1.1.1.103, GO:0005737, GO:0008270, GO:0008743, GO:0019518, RefSeq:WP_106067965.1, SO:0001217, UniParc:UPI000D0399C3, UniRef:UniRef100_A0A7D7RK32, UniRef:UniRef50_Q65JE7, UniRef:UniRef90_A7Z4X0
contig_1	cds	9447	9707	-	HGOJGE_00040	spoVS	stage V sporulation protein SpoVS	COG:COG2359, COG:S, GO:0000917, GO:0003676, GO:0030435, KEGG:K06416, RefSeq:WP_003154135.1, SO:0001217, UniParc:UPI0000060427, UniRef:UniRef100_P45693, UniRef:UniRef50_P45693, UniRef:UniRef90_P45693
contig_1	cds	9907	10701	-	HGOJGE_00045	ymdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase	COG:COG1692, COG:T, EC:3.1.4.16, GO:0004113, GO:0005737, GO:0008663, GO:0046872, RefSeq:WP_003154137.1, SO:0001217, UniParc:UPI0001597696, UniRef:UniRef100_I2C5C5, UniRef:UniRef50_O31775, UniRef:UniRef90_O31775
contig_1	cds	10762	12321	-	HGOJGE_00050	rny	ribonuclease Y	COG:COG1418, COG:JR, EC:3.1.-.-, GO:0003723, GO:0004521, GO:0005886, GO:0006402, GO:0016021, KEGG:K18682, RefSeq:WP_003154140.1, SO:0001217, UniParc:UPI0001597695, UniRef:UniRef100_A7Z4W7, UniRef:UniRef50_O31774, UniRef:UniRef90_O31774
