#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	3051	3263	+	KPMIHG_00020	7.9	9.2		
contig_1	18257	19390	+	KPMIHG_00095	41.8	5.3	PF00441.27|Acyl-CoA_dh_1, PF02770.22|Acyl-CoA_dh_M, PF02771.19|Acyl-CoA_dh_N, PF08028.14|Acyl-CoA_dh_2	PFAM:PF00441.27, PFAM:PF02770.22, PFAM:PF02771.19, PFAM:PF08028.14
contig_1	40532	42448	-	KPMIHG_00205	67.5	5.6	PF13193.9|AMP-binding_C	PFAM:PF13193.9
contig_1	42922	43299	+	KPMIHG_00210	12.6	9.7	PF00106.28|adh_short, PF13561.9|adh_short_C2	PFAM:PF00106.28, PFAM:PF13561.9
contig_1	43349	43570	+	KPMIHG_00215	7.6	4.7		
contig_1	85700	86014	+	KPMIHG_00235	11.6	9.5		
contig_2	1169	1474	+	KPMIHG_00260	9.6	4.1		
contig_2	3678	3851	-	KPMIHG_00280	6.6	11.3		
contig_2	3955	4530	+	KPMIHG_00285	20.3	11.1		
contig_2	4532	4738	+	KPMIHG_00290	7.5	5.1	PF08281.15|Sigma70_r4_2	PFAM:PF08281.15
contig_2	8796	9284	+	KPMIHG_00315	18.0	4.9		
contig_2	9287	9859	+	KPMIHG_00320	20.9	9.1		
contig_2	10226	10441	+	KPMIHG_00325	8.2	8.9		
contig_2	10448	11236	-	KPMIHG_00330	29.5	8.9		
contig_2	11282	11815	-	KPMIHG_00335	20.5	9.7		
contig_2	12586	12681	+	KPMIHG_00340	3.8	4.9		
contig_2	16640	17329	+	KPMIHG_00355	25.2	5.9		
contig_2	19645	20856	-	KPMIHG_00365	44.1	5.9		
contig_2	20938	22128	-	KPMIHG_00370	43.5	5.8	PF02771.19|Acyl-CoA_dh_N, PF08028.14|Acyl-CoA_dh_2	PFAM:PF02771.19, PFAM:PF08028.14
contig_2	24592	25374	-	KPMIHG_00385	28.7	8.7	PF00196.22|GerE	PFAM:PF00196.22
contig_2	26362	27192	+	KPMIHG_00395	29.6	5.7	PF00378.23|ECH_1, PF00378.23|ECH_1, PF16113.8|ECH_2	PFAM:PF00378.23, PFAM:PF00378.23, PFAM:PF16113.8
contig_2	31224	32600	+	KPMIHG_00420	49.4	9.6		
contig_2	40787	43024	-	KPMIHG_00460	80.8	5.4	PF07715.18|Plug	PFAM:PF07715.18
contig_2	43875	44546	+	KPMIHG_00465	24.7	5.2		
contig_2	44640	45344	+	KPMIHG_00470	26.1	6.1		
contig_2	47351	48784	+	KPMIHG_00485	51.1	9.2		
contig_2	48781	49653	+	KPMIHG_00490	31.6	6.2	PF00106.28|adh_short, PF13561.9|adh_short_C2	PFAM:PF00106.28, PFAM:PF13561.9
contig_2	49650	50201	+	KPMIHG_00495	20.7	5.6	PF13577.9|SnoaL_4	PFAM:PF13577.9
contig_2	55028	56266	-	KPMIHG_00525	45.3	6.7	PF00753.30|Lactamase_B, PF14863.9|Alkyl_sulf_dimr	PFAM:PF00753.30, PFAM:PF14863.9
contig_2	56284	57039	-	KPMIHG_00530	26.1	5.6	PF00106.28|adh_short, PF13561.9|adh_short_C2	PFAM:PF00106.28, PFAM:PF13561.9
contig_2	57036	58628	-	KPMIHG_00535	57.2	5.6	PF13193.9|AMP-binding_C	PFAM:PF13193.9
contig_2	58621	59775	-	KPMIHG_00540	42.7	6.5	PF00685.30|Sulfotransfer_1, PF13469.9|Sulfotransfer_3	PFAM:PF00685.30, PFAM:PF13469.9
contig_2	63336	64079	-	KPMIHG_00560	27.1	5.9	PF13350.9|Y_phosphatase3	PFAM:PF13350.9
contig_2	64076	66829	-	KPMIHG_00565	104.5	5.2	PF00391.26|PEP-utilizers	PFAM:PF00391.26
contig_2	66972	67694	-	KPMIHG_00570	26.4	5.5		
contig_2	67704	68804	-	KPMIHG_00575	40.0	5.9	PF00724.23|Oxidored_FMN	PFAM:PF00724.23
contig_2	68875	71091	-	KPMIHG_00580	81.1	4.8	PF07715.18|Plug	PFAM:PF07715.18
contig_2	71402	72742	-	KPMIHG_00585	46.8	9.1		
contig_2	72812	73732	-	KPMIHG_00590	31.4	5.3	PF00106.28|adh_short, PF13561.9|adh_short_C2	PFAM:PF00106.28, PFAM:PF13561.9
contig_2	79527	79955	+	KPMIHG_00615	15.2	4.8		
contig_2	82782	84410	-	KPMIHG_00640	58.5	5.4	PF13193.9|AMP-binding_C	PFAM:PF13193.9
contig_2	85569	86375	-	KPMIHG_00650	30.0	6.9		
contig_2	88466	88693	-	KPMIHG_00665	8.6	5.4		
contig_3	3747	4820	+	KPMIHG_00685	37.3	4.7		
contig_3	6086	6907	+	KPMIHG_00695	28.8	6.2	PF00106.28|adh_short, PF13561.9|adh_short_C2	PFAM:PF00106.28, PFAM:PF13561.9
contig_3	16526	17854	-	KPMIHG_00745	49.0	6.0	PF00441.27|Acyl-CoA_dh_1, PF02770.22|Acyl-CoA_dh_M, PF02771.19|Acyl-CoA_dh_N	PFAM:PF00441.27, PFAM:PF02770.22, PFAM:PF02771.19
contig_3	19892	21067	+	KPMIHG_00760	41.2	5.3	PF00108.26|Thiolase_N, PF02803.21|Thiolase_C	PFAM:PF00108.26, PFAM:PF02803.21
contig_3	21894	23000	+	KPMIHG_00770	41.0	5.1		
contig_3	23012	24217	+	KPMIHG_00775	44.7	5.5	PF00067.25|p450	PFAM:PF00067.25
contig_3	29025	29414	-	KPMIHG_00800	14.5	6.1	PF13474.9|SnoaL_3, PF13577.9|SnoaL_4, PF14534.9|DUF4440	PFAM:PF13474.9, PFAM:PF13577.9, PFAM:PF14534.9
contig_3	29444	30562	-	KPMIHG_00805	39.7	8.2		
contig_3	30593	30880	+	KPMIHG_00810	10.1	10.0		
contig_3	31954	32943	-	KPMIHG_00820	34.2	4.9	PF00441.27|Acyl-CoA_dh_1, PF02771.19|Acyl-CoA_dh_N, PF08028.14|Acyl-CoA_dh_2	PFAM:PF00441.27, PFAM:PF02771.19, PFAM:PF08028.14
contig_3	34718	36982	-	KPMIHG_00835	81.8	5.5	PF07715.18|Plug	PFAM:PF07715.18
contig_3	37375	38613	-	KPMIHG_00840	43.0	9.4		
contig_3	38610	39866	-	KPMIHG_00845	47.4	7.3	PF00067.25|p450	PFAM:PF00067.25
contig_3	40336	40536	-	KPMIHG_00850	7.2	6.2	PF01571.24|GCV_T	PFAM:PF01571.24
contig_3	41395	41628	-	KPMIHG_00860	8.3	6.8		
contig_3	41669	42331	-	KPMIHG_00865	24.5	5.9		
contig_3	44259	46760	+	KPMIHG_00875	91.9	8.1		
contig_3	46760	48796	+	KPMIHG_00880	73.1	4.9		
contig_3	57051	57653	-	KPMIHG_00905	22.0	4.3		
contig_3	60680	61063	+	KPMIHG_00920	14.7	9.1		
contig_4	2506	2850	-	KPMIHG_00930	12.5	6.2		
contig_4	2920	3297	+	KPMIHG_00935	13.1	10.2		
contig_4	19555	21996	-	KPMIHG_01010	89.0	5.7	PF07715.18|Plug	PFAM:PF07715.18
contig_4	25059	25484	+	KPMIHG_01025	15.6	5.0		
contig_4	25501	26517	+	KPMIHG_01030	37.2	5.1		
contig_4	26585	27364	-	KPMIHG_01035	27.1	5.2		
contig_4	33662	34168	-	KPMIHG_01065	18.0	6.6	PF01613.21|Flavin_Reduct	PFAM:PF01613.21
contig_4	35862	36194	+	KPMIHG_01075	11.7	4.5		
contig_4	39992	40231	+	KPMIHG_01095	8.4	4.7	PF06745.16|ATPase	PFAM:PF06745.16
contig_4	48761	49654	+	KPMIHG_01130	31.8	5.5	PF00582.29|Usp, PF00582.29|Usp	PFAM:PF00582.29, PFAM:PF00582.29
contig_5	252	500	+	KPMIHG_01140	9.3	5.4		
contig_5	6754	7509	-	KPMIHG_01175	26.4	5.0		
contig_5	24674	24856	-	KPMIHG_01245	6.1	5.4		
contig_5	35864	35959	-	KPMIHG_01305	3.6	4.1		
contig_5	36757	37299	-	KPMIHG_01310	19.4	5.2		
contig_5	37383	38645	-	KPMIHG_01315	42.9	7.8	PF04893.20|Yip1	PFAM:PF04893.20
contig_5	41729	42532	-	KPMIHG_01330	29.5	10.9		
contig_6	179	1390	-	KPMIHG_01345	39.4	5.6		
contig_6	1398	2096	-	KPMIHG_01350	25.1	4.4		
contig_6	3222	3803	-	KPMIHG_01360	21.7	4.7		
contig_6	4297	5394	-	KPMIHG_01370	39.0	5.1		
contig_6	9213	9596	-	KPMIHG_01385	13.8	4.8		
contig_6	9600	9983	-	KPMIHG_01390	13.6	4.9		
contig_6	10187	10414	-	KPMIHG_01395	8.4	6.1		
contig_6	12164	12415	-	KPMIHG_01405	9.1	10.0		
contig_6	12428	14056	-	KPMIHG_01410	52.4	4.1		
contig_6	14069	14854	-	KPMIHG_01415	27.6	5.0		
contig_6	14884	15291	-	KPMIHG_01420	13.3	5.0		
contig_6	15316	16392	-	KPMIHG_01425	38.0	4.6		
contig_6	16389	16787	-	KPMIHG_01430	14.7	9.5		
contig_6	16868	17215	+	KPMIHG_01435	13.2	10.4		
contig_6	18125	18505	-	KPMIHG_01445	12.9	9.0	PF02924.17|HDPD	PFAM:PF02924.17
contig_6	18518	19045	-	KPMIHG_01450	17.0	6.1		
contig_6	21865	23976	-	KPMIHG_01470	79.3	8.6	PF05876.15|GpA_ATPase, PF20454.1|GpA_nuclease	PFAM:PF05876.15, PFAM:PF20454.1
contig_6	23973	24281	-	KPMIHG_01475	11.3	5.0		
contig_6	24750	25307	-	KPMIHG_01480	20.3	11.6		
contig_6	25640	26293	-	KPMIHG_01485	24.1	6.4	PF02357.22|NusG	PFAM:PF02357.22
contig_6	28778	29494	-	KPMIHG_01495	27.8	10.7	PF13392.9|HNH_3	PFAM:PF13392.9
contig_6	29491	29766	-	KPMIHG_01500	10.2	5.1		SO:0001217, UniRef:UniRef50_A0A1V4I1Y9, UniRef:UniRef90_A0A1V4I1Y9
contig_6	30947	31165	-	KPMIHG_01510	8.0	6.2		
contig_6	31681	31941	-	KPMIHG_01520	9.4	8.0		
contig_6	34227	34571	-	KPMIHG_01530	12.5	8.8		
contig_6	34568	35623	-	KPMIHG_01535	39.0	7.1		
contig_6	35628	36359	-	KPMIHG_01540	25.4	9.6		
contig_6	36359	36679	-	KPMIHG_01545	11.7	6.6		
contig_6	37363	37644	+	KPMIHG_01550	10.1	9.0		
contig_6	37656	37847	-	KPMIHG_01555	6.9	4.7		
contig_6	37844	38206	-	KPMIHG_01560	13.3	9.8		
contig_6	38203	38949	-	KPMIHG_01565	26.6	9.2		
contig_6	39421	39648	-	KPMIHG_01570	8.9	4.3		
contig_6	39925	40170	+	KPMIHG_01575	9.1	5.6		
contig_6	40155	40490	-	KPMIHG_01580	12.3	6.4		
contig_6	40650	40940	+	KPMIHG_01585	10.9	9.1		
contig_6	40937	41161	+	KPMIHG_01590	8.1	4.7		
contig_6	41158	41436	+	KPMIHG_01595	10.0	11.5		
contig_6	42520	42861	+	KPMIHG_01605	12.6	9.0		
contig_7	6616	7074	-	KPMIHG_01635	17.4	5.6		SO:0001217, UniRef:UniRef50_T0IXC1, UniRef:UniRef90_T0IXC1
contig_7	10021	10821	-	KPMIHG_01655	28.7	7.0	PF09339.13|HTH_IclR	PFAM:PF09339.13
contig_7	13664	14365	+	KPMIHG_01675	24.0	6.5	PF07859.16|Abhydrolase_3	PFAM:PF07859.16
contig_7	14313	15029	-	KPMIHG_01680	28.8	11.3	PF13610.9|DDE_Tnp_IS240	PFAM:PF13610.9
contig_7	15203	15430	-	KPMIHG_01685	8.4	5.8		
contig_7	16166	17662	-	KPMIHG_01690	54.8	5.1		
contig_7	33432	34091	-	KPMIHG_01770	23.8	6.1	PF02775.24|TPP_enzyme_C	PFAM:PF02775.24
contig_8	2172	2579	-	KPMIHG_01780	14.4	6.7		
contig_8	3653	4057	-	KPMIHG_01790	13.7	8.3		
contig_8	9776	10018	+	KPMIHG_01820	9.4	9.8	PF08281.15|Sigma70_r4_2	PFAM:PF08281.15
contig_8	10065	10736	+	KPMIHG_01825	25.0	9.1	PF18765.4|Polbeta	PFAM:PF18765.4
contig_8	25453	25776	-	KPMIHG_01900	11.1	9.9		
contig_8	28894	29580	+	KPMIHG_01910	24.9	5.6		
contig_8	30410	31114	-	KPMIHG_01915	26.5	9.2		
contig_8	31705	32520	+	KPMIHG_01920	31.8	5.3		
contig_9	87	734	+	KPMIHG_01930	23.4	9.7	PF13471.9|Transglut_core3	PFAM:PF13471.9
contig_9	7240	8250	-	KPMIHG_01950	36.3	6.6	PF16220.8|DUF4880	PFAM:PF16220.8
contig_9	10352	10543	+	KPMIHG_01965	7.2	4.8		
contig_9	10615	11133	+	KPMIHG_01970	18.1	5.7		
contig_9	21059	22402	+	KPMIHG_01990	48.9	5.4		
contig_10	65	352	+	KPMIHG_02050	10.3	9.9		
contig_10	444	3230	-	KPMIHG_02055	99.7	4.7	PF07715.18|Plug	PFAM:PF07715.18
contig_10	6650	7060	+	KPMIHG_02075	15.0	8.8		
contig_10	8985	9788	+	KPMIHG_02095	28.1	4.6	PF13428.9|TPR_14, PF13432.9|TPR_16	PFAM:PF13428.9, PFAM:PF13432.9
contig_10	11804	12202	+	KPMIHG_02115	14.4	10.2		
contig_10	17775	19247	+	KPMIHG_02140	54.4	5.2		
contig_12	3906	4973	-	KPMIHG_02345	39.4	10.1		
contig_12	5162	5491	-	KPMIHG_02350	10.8	4.5	PF09956.12|DUF2190	PFAM:PF09956.12
contig_12	5493	5711	-	KPMIHG_02355	7.8	8.3		SO:0001217, UniRef:UniRef50_A0A0D0PGU7, UniRef:UniRef90_A0A081RFJ3
contig_12	7489	7716	-	KPMIHG_02365	8.3	5.5		
contig_12	9121	9684	-	KPMIHG_02375	20.3	6.6		
contig_12	16411	17619	+	KPMIHG_02405	44.1	6.1		
contig_12	17616	18773	+	KPMIHG_02410	42.3	5.3		
contig_12	19146	19400	+	KPMIHG_02415	9.3	11.5		
contig_12	19406	20224	-	KPMIHG_02420	29.1	9.8		SO:0001217, UniRef:UniRef50_A0A1L3ZTG5, UniRef:UniRef90_UPI0008312C47
contig_12	21611	22138	-	KPMIHG_02430	18.5	5.9		SO:0001217, UniRef:UniRef50_M4S5G3, UniRef:UniRef90_UPI000B2E5837
contig_12	22602	24779	-	KPMIHG_02435	80.1	6.0	PF05272.14|VirE	PFAM:PF05272.14
contig_12	24767	25135	-	KPMIHG_02440	13.9	5.6		
contig_13	66	500	+	KPMIHG_02455	15.5	5.1	PF01964.21|ThiC_Rad_SAM	PFAM:PF01964.21
contig_13	580	1452	+	KPMIHG_02460	33.5	9.7		
contig_13	2289	3188	+	KPMIHG_02470	32.9	6.7		
contig_13	4158	5006	-	KPMIHG_02480	29.3	4.4	PF01382.20|Avidin	PFAM:PF01382.20
contig_13	5055	6194	-	KPMIHG_02485	41.1	4.5	PF14543.9|TAXi_N	PFAM:PF14543.9
contig_13	16547	17098	-	KPMIHG_02520	20.2	4.6		
contig_13	17993	18949	+	KPMIHG_02530	35.5	7.8		
contig_13	19493	19702	-	KPMIHG_02535	7.7	10.6		
contig_13	19707	20039	-	KPMIHG_02540	11.8	10.9		
contig_13	20597	20866	-	KPMIHG_02545	10.2	6.1		
contig_13	21666	21881	-	KPMIHG_02550	7.7	5.5		
contig_13	21878	22060	-	KPMIHG_02555	6.2	5.0		
contig_13	22644	23483	-	KPMIHG_02560	30.7	6.6		
contig_14	3209	3829	-	KPMIHG_02600	22.7	4.8		
contig_14	5088	5519	-	KPMIHG_02610	15.1	8.5		
contig_14	6315	6668	+	KPMIHG_02620	12.1	6.5		
contig_14	9642	9794	+	KPMIHG_02635	4.9	8.5		
contig_14	14868	16448	-	KPMIHG_02660	55.2	6.3	PF00324.24|AA_permease	PFAM:PF00324.24
contig_14	16927	17283	-	KPMIHG_02670	13.6	4.9		
contig_14	17280	18182	-	KPMIHG_02675	33.9	5.4		
contig_14	23379	23966	+	KPMIHG_02710	20.1	6.4		
contig_14	24648	24872	-	KPMIHG_02720	8.2	11.4		
contig_15	19	336	+	KPMIHG_02730	10.7	12.0		
contig_15	308	1036	-	KPMIHG_02735	26.2	6.1	PF01817.24|CM_2	PFAM:PF01817.24
contig_15	1147	1236	-	KPMIHG_02740	3.2	10.3		
contig_15	3418	3843	+	KPMIHG_02765	14.9	5.2		
contig_15	8292	8696	+	KPMIHG_02790	14.8	10.2		
contig_15	8768	8935	+	KPMIHG_02795	6.2	9.7		
contig_15	13696	14037	-	KPMIHG_02825	12.8	9.0		
contig_15	19011	19808	-	KPMIHG_02845	28.6	9.6		
contig_15	24118	24558	-	KPMIHG_02870	16.3	10.8		
contig_16	2633	3166	+	KPMIHG_02880	19.1	9.5		
contig_16	3782	4948	+	KPMIHG_02890	42.7	9.1		
contig_16	7772	8530	-	KPMIHG_02905	27.6	8.2		
contig_16	9866	11059	-	KPMIHG_02915	43.1	5.5		
contig_16	15682	16074	-	KPMIHG_02935	13.8	7.6		
contig_16	16071	16487	-	KPMIHG_02940	14.8	5.6		
contig_17	6003	8471	+	KPMIHG_03010	88.4	5.5		
contig_17	8483	9355	+	KPMIHG_03015	30.6	6.0		
contig_17	9408	9824	-	KPMIHG_03020	14.5	6.3		
contig_17	21530	22504	+	KPMIHG_03065	35.8	6.4		
contig_18	2392	2634	+	KPMIHG_03090	8.7	5.7		
contig_18	2631	3545	+	KPMIHG_03095	33.0	5.9		
contig_19	2082	2549	+	KPMIHG_03190	16.0	5.3		
contig_19	7381	9081	-	KPMIHG_03215	64.8	5.7		
contig_19	14634	16310	+	KPMIHG_03230	62.8	5.5		
contig_19	16307	16786	+	KPMIHG_03235	16.9	4.9		
contig_19	17844	19145	+	KPMIHG_03245	45.5	6.8	PF01266.27|DAO, PF07992.17|Pyr_redox_2, PF13450.9|NAD_binding_8	PFAM:PF01266.27, PFAM:PF07992.17, PFAM:PF13450.9
contig_19	19159	20904	+	KPMIHG_03250	65.1	5.6		
contig_19	21108	21815	-	KPMIHG_03255	26.0	7.0		
