#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	219	665	-	MHDNEI_00005	16.6	9.7		
contig_1	873	1949	-	MHDNEI_00010	39.0	4.9		
contig_1	1949	3064	-	MHDNEI_00015	40.3	6.3		
contig_1	3164	4267	+	MHDNEI_00020	38.5	7.1		
contig_1	4352	4774	-	MHDNEI_00025	15.3	4.5		
contig_1	4869	5588	-	MHDNEI_00030	27.5	7.9	PF00392.24|GntR, PF07729.15|FCD	PFAM:PF00392.24, PFAM:PF07729.15
contig_1	6970	8712	-	MHDNEI_00040	62.9	5.5	PF01019.24|G_glu_transpept	PFAM:PF01019.24
contig_1	10580	12085	-	MHDNEI_00055	54.8	4.5	PF00496.25|SBP_bac_5	PFAM:PF00496.25
contig_1	12127	13350	-	MHDNEI_00060	43.8	5.5	PF00155.24|Aminotran_1_2, PF00266.22|Aminotran_5, PF01041.20|DegT_DnrJ_EryC1	PFAM:PF00155.24, PFAM:PF00266.22, PFAM:PF01041.20
contig_1	13627	14619	+	MHDNEI_00065	37.0	6.8		
contig_1	15213	16826	-	MHDNEI_00075	53.7	4.2		
contig_1	29565	31127	+	MHDNEI_00140	53.8	4.4	PF05048.16|NosD, PF13229.9|Beta_helix, PF13229.9|Beta_helix	PFAM:PF05048.16, PFAM:PF13229.9, PFAM:PF13229.9
contig_1	31162	32748	-	MHDNEI_00145	53.3	4.4		
contig_1	32860	34707	+	MHDNEI_00150	66.2	4.5	PF01400.27|Astacin	PFAM:PF01400.27
contig_1	34729	36138	-	MHDNEI_00155	49.1	4.4	PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2	PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9
contig_1	36200	36703	-	MHDNEI_00160	17.0	4.1	PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2	PFAM:PF14312.9, PFAM:PF14312.9
contig_1	36700	37986	-	MHDNEI_00165	43.8	4.6	PF12733.10|Cadherin-like, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2	PFAM:PF12733.10, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9
contig_1	43514	45064	-	MHDNEI_00185	52.2	4.4	PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2, PF14312.9|FG-GAP_2	PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9, PFAM:PF14312.9
contig_1	48476	48841	+	MHDNEI_00200	13.0	8.0		
contig_1	49087	50448	+	MHDNEI_00205	46.8	4.3	PF05048.16|NosD, PF13229.9|Beta_helix, PF13229.9|Beta_helix	PFAM:PF05048.16, PFAM:PF13229.9, PFAM:PF13229.9
contig_1	52898	54112	+	MHDNEI_00215	42.8	4.9		
contig_1	57613	57978	+	MHDNEI_00230	13.1	9.7		
contig_1	59835	61019	+	MHDNEI_00245	42.4	5.7	PF03417.19|AAT	PFAM:PF03417.19
contig_1	64710	66872	+	MHDNEI_00265	75.6	5.5		
contig_1	66869	68626	+	MHDNEI_00270	61.8	5.2		
contig_1	68684	69769	-	MHDNEI_00275	39.2	5.2	PF01244.24|Peptidase_M19	PFAM:PF01244.24
contig_1	70675	71871	-	MHDNEI_00285	44.6	5.7	PF04229.17|GrpB	PFAM:PF04229.17
contig_1	73549	74616	+	MHDNEI_00295	37.7	5.6		
contig_1	74613	76223	-	MHDNEI_00300	58.9	5.6	PF02952.20|Fucose_iso_C	PFAM:PF02952.20
contig_1	76242	77867	-	MHDNEI_00305	54.7	4.4		
contig_1	78150	78737	+	MHDNEI_00310	21.2	4.8	PF04960.18|Glutaminase	PFAM:PF04960.18
contig_1	81049	81474	-	MHDNEI_00330	14.9	4.7		
contig_2	340	1662	+	MHDNEI_00335	48.2	5.4	PF13412.9|HTH_24	PFAM:PF13412.9
contig_2	1715	3913	-	MHDNEI_00340	76.8	4.3		
contig_2	3925	5556	-	MHDNEI_00345	56.6	4.1	PF00041.24|fn3, PF13205.9|Big_5, PF13205.9|Big_5, PF13205.9|Big_5, PF13205.9|Big_5	PFAM:PF00041.24, PFAM:PF13205.9, PFAM:PF13205.9, PFAM:PF13205.9, PFAM:PF13205.9
contig_2	5710	5964	+	MHDNEI_00350	9.0	11.8		
contig_2	5974	7434	-	MHDNEI_00355	52.4	4.5		
contig_2	7550	7903	+	MHDNEI_00360	12.8	5.3		
contig_2	7932	8201	-	MHDNEI_00365	9.6	4.3		
contig_2	8201	8356	-	MHDNEI_00370	5.6	6.5		
contig_2	11734	12153	+	MHDNEI_00390	15.2	6.2		
contig_2	13063	13749	+	MHDNEI_00400	24.0	4.9		
contig_2	14727	15221	-	MHDNEI_00410	17.4	10.1		
contig_2	15710	16210	+	MHDNEI_00420	18.4	4.5		
contig_2	16366	17169	+	MHDNEI_00425	27.7	4.3		
contig_2	19627	19758	+	MHDNEI_00455	4.3	4.1		
contig_2	19765	20094	+	MHDNEI_00460	12.1	6.3	PF02985.25|HEAT, PF13646.9|HEAT_2	PFAM:PF02985.25, PFAM:PF13646.9
contig_2	21095	21307	-	MHDNEI_00470	7.7	11.5		
contig_2	21646	21795	-	MHDNEI_00480	5.3	5.5	PF00196.22|GerE	PFAM:PF00196.22
contig_2	21846	22223	+	MHDNEI_00485	12.9	10.5		
contig_2	22237	22782	-	MHDNEI_00490	20.4	5.9		
contig_2	22817	24163	-	MHDNEI_00495	48.2	4.3		
contig_2	25342	25458	-	MHDNEI_00510	4.4	5.0		
contig_2	25469	26809	-	MHDNEI_00515	48.0	4.6	PF07676.15|PD40	PFAM:PF07676.15
contig_2	27030	27737	+	MHDNEI_00520	25.1	4.3		
contig_2	27750	28025	-	MHDNEI_00525	9.6	4.8		
contig_2	28184	28522	+	MHDNEI_00530	12.1	5.0		
contig_2	29507	29659	-	MHDNEI_00540	5.7	5.7		
contig_2	29763	30980	-	MHDNEI_00545	45.3	5.0		
contig_2	31206	31295	+	MHDNEI_00550	2.9	4.2		
contig_2	31520	31726	+	MHDNEI_00555	7.3	4.2		
contig_2	31736	32056	+	MHDNEI_00560	11.7	4.7	PF00395.23|SLH	PFAM:PF00395.23
contig_2	33500	34000	+	MHDNEI_00575	18.0	5.4	PF13646.9|HEAT_2	PFAM:PF13646.9
contig_2	34721	35248	-	MHDNEI_00585	19.6	5.2	PF13302.10|Acetyltransf_3	PFAM:PF13302.10
contig_2	36654	39431	-	MHDNEI_00595	98.9	5.3		SO:0001217, UniRef:UniRef50_A0A7X7SLN7, UniRef:UniRef90_A0A7X7SLN7
contig_2	39578	40180	-	MHDNEI_00600	22.5	5.3		
contig_2	41282	41548	+	MHDNEI_00615	9.6	4.2		
contig_2	43282	43617	+	MHDNEI_00635	12.2	11.1		
contig_2	44834	44947	-	MHDNEI_00650	4.0	9.5		
contig_2	44947	45243	-	MHDNEI_00655	10.9	6.6		
contig_2	46127	47491	-	MHDNEI_00660	51.0	6.4		
contig_2	47792	48919	-	MHDNEI_00665	42.1	4.9		
contig_3	7052	8308	+	MHDNEI_00695	44.9	4.4		
contig_3	8332	9135	+	MHDNEI_00700	28.8	5.1	PF00561.23|Abhydrolase_1, PF12697.10|Abhydrolase_6	PFAM:PF00561.23, PFAM:PF12697.10
contig_3	13816	14700	-	MHDNEI_00720	31.3	4.3		
contig_3	21839	23047	+	MHDNEI_00750	44.9	5.7	PF00723.24|Glyco_hydro_15	PFAM:PF00723.24
contig_3	23040	23897	-	MHDNEI_00755	30.1	4.1		
contig_3	26774	28042	+	MHDNEI_00775	45.5	4.2		
contig_3	29898	32234	+	MHDNEI_00790	84.4	5.0		
contig_3	33248	34387	+	MHDNEI_00800	41.4	4.7		
contig_3	37568	38206	-	MHDNEI_00820	22.6	4.7	PF00107.29|ADH_zinc_N, PF13602.9|ADH_zinc_N_2	PFAM:PF00107.29, PFAM:PF13602.9
contig_3	38784	39710	+	MHDNEI_00825	34.9	6.1	PF20562.1|DUF6772	PFAM:PF20562.1
contig_3	39710	40042	+	MHDNEI_00830	12.3	5.1		
contig_3	40134	41363	+	MHDNEI_00835	45.3	4.1		
contig_3	41420	42289	+	MHDNEI_00840	32.3	9.7		
contig_3	44101	45171	+	MHDNEI_00855	39.3	5.8	PF00356.24|LacI	PFAM:PF00356.24
contig_3	46057	47163	+	MHDNEI_00865	39.9	5.1		
contig_4	2296	2679	+	MHDNEI_00885	13.6	10.8		
contig_4	10571	11896	+	MHDNEI_00935	47.7	6.2	PF01435.21|Peptidase_M48	PFAM:PF01435.21
contig_4	16608	16934	-	MHDNEI_00970	11.8	9.3		
contig_4	16950	17309	-	MHDNEI_00975	13.3	5.8		
contig_4	18247	18930	-	MHDNEI_00990	25.2	7.7	PF01022.23|HTH_5, PF08279.15|HTH_11, PF09339.13|HTH_IclR, PF12840.10|HTH_20, PF13412.9|HTH_24	PFAM:PF01022.23, PFAM:PF08279.15, PFAM:PF09339.13, PFAM:PF12840.10, PFAM:PF13412.9
contig_4	19112	19579	+	MHDNEI_00995	16.3	4.6		
contig_4	19648	20919	+	MHDNEI_01000	47.1	9.1		
contig_4	22281	22781	-	MHDNEI_01010	18.5	5.2		
contig_4	23759	24283	+	MHDNEI_01020	18.3	4.5	PF03938.17|OmpH	PFAM:PF03938.17
contig_4	24827	27856	-	MHDNEI_01030	110.3	5.2	PF07721.17|TPR_4, PF13181.9|TPR_8, PF13191.9|AAA_16, PF13374.9|TPR_10, PF13374.9|TPR_10, PF13374.9|TPR_10, PF13424.9|TPR_12, PF13424.9|TPR_12, PF13432.9|TPR_16, PF13432.9|TPR_16, PF13432.9|TPR_16, PF14559.9|TPR_19, PF17874.4|TPR_MalT, PF17874.4|TPR_MalT	PFAM:PF07721.17, PFAM:PF13181.9, PFAM:PF13191.9, PFAM:PF13374.9, PFAM:PF13374.9, PFAM:PF13374.9, PFAM:PF13424.9, PFAM:PF13424.9, PFAM:PF13432.9, PFAM:PF13432.9, PFAM:PF13432.9, PFAM:PF14559.9, PFAM:PF17874.4, PFAM:PF17874.4
contig_4	29415	30713	+	MHDNEI_01045	46.1	6.1	PF00512.28|HisKA, PF00672.28|HAMP, PF02518.29|HATPase_c	PFAM:PF00512.28, PFAM:PF00672.28, PFAM:PF02518.29
contig_4	31439	33571	+	MHDNEI_01055	76.4	4.5		
contig_4	35498	37978	+	MHDNEI_01070	85.2	4.4		
contig_4	40956	41699	-	MHDNEI_01090	25.9	11.0		
contig_4	43933	44238	-	MHDNEI_01100	10.7	12.0		
contig_4	44782	44877	-	MHDNEI_01105	3.3	9.3		
contig_5	4438	5427	-	MHDNEI_01130	35.0	11.3		
contig_5	5424	7238	-	MHDNEI_01135	65.8	5.9	PF00990.24|GGDEF, PF13424.9|TPR_12, PF13424.9|TPR_12, PF17874.4|TPR_MalT	PFAM:PF00990.24, PFAM:PF13424.9, PFAM:PF13424.9, PFAM:PF17874.4
contig_5	9176	10678	-	MHDNEI_01150	54.1	5.9	PF13487.9|HD_5	PFAM:PF13487.9
contig_5	10845	11822	+	MHDNEI_01155	33.4	4.1		
contig_5	12936	13259	-	MHDNEI_01170	12.2	4.7		
contig_5	13976	14620	-	MHDNEI_01175	24.3	9.4		
contig_5	15288	15734	-	MHDNEI_01180	16.9	6.5		
contig_5	19790	20350	+	MHDNEI_01195	20.2	4.4		
contig_5	22623	23042	-	MHDNEI_01215	13.8	4.6		
contig_5	26320	27285	-	MHDNEI_01230	35.8	7.1		
contig_5	27282	28016	-	MHDNEI_01235	26.8	10.6		
contig_5	28628	29284	-	MHDNEI_01245	23.6	5.3		
contig_5	29352	29669	-	MHDNEI_01250	10.4	8.4		
contig_5	29621	29932	-	MHDNEI_01255	10.6	8.5		
contig_5	29946	30305	-	MHDNEI_01260	12.2	5.2		
contig_5	34227	34976	-	MHDNEI_01285	26.5	5.2	PF01063.22|Aminotran_4	PFAM:PF01063.22
contig_5	43073	44185	-	MHDNEI_01330	40.0	11.3		
contig_6	105	365	+	MHDNEI_01335	9.4	12.0		
contig_6	4076	5548	+	MHDNEI_01355	54.5	5.0	PF13302.10|Acetyltransf_3, PF13302.10|Acetyltransf_3	PFAM:PF13302.10, PFAM:PF13302.10
contig_6	15881	16105	+	MHDNEI_01405	7.2	11.4		
contig_6	16186	18390	+	MHDNEI_01410	78.9	5.3		
contig_6	19338	19925	+	MHDNEI_01420	20.4	4.1		
contig_6	23826	24551	-	MHDNEI_01440	26.1	4.4		
contig_6	35799	36527	-	MHDNEI_01490	25.4	11.7		
contig_6	38604	39317	-	MHDNEI_01505	24.7	5.6	PF13468.9|Glyoxalase_3	PFAM:PF13468.9
contig_6	43661	43888	-	MHDNEI_01530	7.7	10.7		
contig_7	534	1670	+	MHDNEI_01535	41.0	10.1		
contig_7	8193	9167	-	MHDNEI_01575	34.9	9.9		
contig_7	9172	9660	-	MHDNEI_01580	17.7	8.0		
contig_7	12807	13160	+	MHDNEI_01590	12.5	8.2		
contig_7	15971	17425	+	MHDNEI_01610	54.1	5.1		
contig_7	19832	23059	-	MHDNEI_01630	116.8	5.6	PF00931.25|NB-ARC	PFAM:PF00931.25
contig_7	23277	24383	+	MHDNEI_01635	39.9	4.9		
contig_7	24518	25099	+	MHDNEI_01640	20.6	9.1		
contig_7	27953	28594	+	MHDNEI_01660	23.3	5.6	PF00440.26|TetR_N, PF16859.8|TetR_C_11	PFAM:PF00440.26, PFAM:PF16859.8
contig_7	28731	30995	+	MHDNEI_01665	80.0	5.5		
contig_7	30985	31743	+	MHDNEI_01670	27.2	4.7		
contig_7	31743	33020	+	MHDNEI_01675	44.1	4.8		
contig_7	35269	36066	-	MHDNEI_01690	27.5	4.4		
contig_7	36689	37573	+	MHDNEI_01700	31.1	9.7		
contig_7	41722	42288	+	MHDNEI_01715	20.2	4.7	PF20033.2|DUF6438	PFAM:PF20033.2
contig_8	427	765	+	MHDNEI_01720	11.5	10.1		
contig_8	961	1830	+	MHDNEI_01725	31.4	5.9		
contig_8	6247	7275	-	MHDNEI_01745	36.8	5.4	PF00180.23|Iso_dh	PFAM:PF00180.23
contig_8	7353	8543	+	MHDNEI_01750	43.1	5.5		
contig_8	8540	10006	+	MHDNEI_01755	50.9	5.4	PF00672.28|HAMP	PFAM:PF00672.28
contig_8	10017	11282	-	MHDNEI_01760	45.2	5.9	PF00464.22|SHMT	PFAM:PF00464.22
contig_8	11279	12004	-	MHDNEI_01765	25.6	4.9	PF01928.24|CYTH	PFAM:PF01928.24
contig_8	14409	16976	+	MHDNEI_01775	88.8	4.1		
contig_8	17095	20157	+	MHDNEI_01780	109.5	5.1	PF00931.25|NB-ARC, PF03704.20|BTAD, PF13176.9|TPR_7, PF13176.9|TPR_7, PF13181.9|TPR_8, PF13374.9|TPR_10, PF13374.9|TPR_10, PF13424.9|TPR_12, PF13424.9|TPR_12, PF17874.4|TPR_MalT	PFAM:PF00931.25, PFAM:PF03704.20, PFAM:PF13176.9, PFAM:PF13176.9, PFAM:PF13181.9, PFAM:PF13374.9, PFAM:PF13374.9, PFAM:PF13424.9, PFAM:PF13424.9, PFAM:PF17874.4
contig_8	27521	28936	-	MHDNEI_01825	50.3	4.8		
contig_8	29189	30793	+	MHDNEI_01830	56.8	7.7	PF01656.26|CbiA, PF13614.9|AAA_31	PFAM:PF01656.26, PFAM:PF13614.9
contig_8	32259	33947	-	MHDNEI_01840	58.4	4.3		
