#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	353	784	+	KHEJPB_00005		hypothetical protein	RefSeq:WP_003104261.1, SO:0001217, UniParc:UPI000211FE9A, UniRef:UniRef100_A0A485ETJ8, UniRef:UniRef50_A0A485ETJ8, UniRef:UniRef90_A0A485ETJ8
contig_1	cds	1178	4165	-	KHEJPB_00010		autotransporter outer membrane beta-barrel domain-containing protein	COG:COG4625, COG:S, RefSeq:WP_023083379.1, SO:0001217, UniParc:UPI0003B9EAD0, UniRef:UniRef100_A0A8B5AQY9, UniRef:UniRef50_A0A379IFE3, UniRef:UniRef90_A0A241XN12
contig_1	cds	4464	6572	+	KHEJPB_00015	bisC	dehydrogenase	COG:C, COG:COG0243, RefSeq:WP_003104264.1, SO:0001217, UniParc:UPI000211FE9B, UniRef:UniRef100_A0A211V5J4, UniRef:UniRef50_A0A6M4H738, UniRef:UniRef90_A0A211V5J4
contig_1	cds	6685	7011	+	KHEJPB_00020	grxD	Grx4 family monothiol glutaredoxin	COG:COG0278, COG:O, RefSeq:WP_003092082.1, SO:0001217, UniParc:UPI00000C5A59, UniRef:UniRef100_A0A2V3DGD9, UniRef:UniRef50_O30824, UniRef:UniRef90_A0A127MNN1
contig_1	cds	7094	8245	+	KHEJPB_00025	fucP	Major Facilitator Superfamily	COG:COG0738, COG:G, RefSeq:WP_023083380.1, SO:0001217, UniParc:UPI0003B9575B, UniRef:UniRef100_A0A8B5AN92, UniRef:UniRef50_A0A080VP64, UniRef:UniRef90_A0A080VP64
contig_1	cds	8313	8789	-	KHEJPB_00030	bfr	bacterioferritin	COG:COG2193, COG:P, RefSeq:WP_003092078.1, SO:0001217, UniParc:UPI00000C5A57, UniRef:UniRef100_A0A071L105, UniRef:UniRef50_Q59738, UniRef:UniRef90_A0A071L105
contig_1	cds	8999	9220	-	KHEJPB_00035	bfd	(2Fe-2S)-binding protein	COG:COG2906, COG:P, RefSeq:WP_003092075.1, SO:0001217, UniParc:UPI00000C5A56, UniRef:UniRef100_A0A069Q647, UniRef:UniRef50_A0A024HE66, UniRef:UniRef90_A0A069Q647
contig_1	cds	9480	10082	+	KHEJPB_00040	ahpC	alkyl hydroperoxide reductase	COG:COG0450, COG:V, RefSeq:WP_003092073.1, SO:0001217, UniParc:UPI00000C5A55, UniRef:UniRef100_A0A071LCV2, UniRef:UniRef50_A0A071LCV2, UniRef:UniRef90_A0A071LCV2
contig_1	cds	10261	10935	-	KHEJPB_00045	rnt	ribonuclease T	COG:COG0847, COG:L, EC:3.1.13.-, GO:0000287, GO:0003676, GO:0005829, GO:0008408, GO:0016896, GO:0042780, GO:0045004, KEGG:K03683, RefSeq:WP_003092070.1, SO:0001217, UniParc:UPI00001344FB, UniRef:UniRef100_Q02QZ9, UniRef:UniRef50_Q1QVM9, UniRef:UniRef90_A6V1R8
contig_1	cds	10932	11978	-	KHEJPB_00050	pyrC	dihydroorotase	COG:COG0418, COG:F, EC:3.5.2.3, GO:0004151, GO:0005737, GO:0005829, GO:0006207, GO:0006221, GO:0008270, GO:0044205, RefSeq:WP_003092068.1, SO:0001217, UniParc:UPI00006D86C8, UniRef:UniRef100_B7UVV3, UniRef:UniRef50_Q9KL24, UniRef:UniRef90_P72170
contig_1	cds	12111	13076	+	KHEJPB_00055	motY	flagellar protein MotY	COG:COG2885, COG:M, RefSeq:WP_003092066.1, SO:0001217, UniParc:UPI0001DCFB45, UniRef:UniRef100_A0A2R4B3L2, UniRef:UniRef50_A0A024HD58, UniRef:UniRef90_A0A0K3AA05
contig_1	cds	13194	14411	+	KHEJPB_00060	argG	argininosuccinate synthase	COG:COG0137, COG:E, EC:6.3.4.5, GO:0004055, GO:0005524, GO:0005737, GO:0006526, KEGG:K01940, RefSeq:WP_003092065.1, SO:0001217, UniParc:UPI000012618F, UniRef:UniRef100_B7UVV5, UniRef:UniRef50_Q3SHT1, UniRef:UniRef90_Q87XM3
contig_1	cds	14503	14889	-	KHEJPB_00065	gloA	lactoylglutathione lyase	COG:COG0346, COG:Q, RefSeq:WP_003110007.1, SO:0001217, UniParc:UPI00003960DB, UniRef:UniRef100_A0A3M5DZ53, UniRef:UniRef50_Q1PJK3, UniRef:UniRef90_Q9HY85
contig_1	cds	15266	16423	+	KHEJPB_00070	mexP	multidrug efflux RND transporter periplasmic adaptor subunit MexP	COG:COG0845, COG:MV, RefSeq:WP_003117521.1, SO:0001217, UniParc:UPI00022F2BD3, UniRef:UniRef100_A0A231JUH0, UniRef:UniRef50_A0A0P0QK42, UniRef:UniRef90_Q4LDT7
contig_1	cds	16420	19581	+	KHEJPB_00075	mexQ	multidrug efflux RND transporter permease subunit MexQ	COG:COG0841, COG:V, KEGG:K19594, RefSeq:WP_003112892.1, SO:0001217, UniParc:UPI00000C5A51, UniRef:UniRef100_A0A550L4G6, UniRef:UniRef50_A0A4V6IMV8, UniRef:UniRef90_A0A0A8RFS8
contig_1	cds	19578	21053	+	KHEJPB_00080	opmE	multidrug efflux transporter outer membrane subunit OpmE	COG:COG1538, COG:M, KEGG:K19593, RefSeq:WP_003117523.1, SO:0001217, UniParc:UPI0000DAF512, UniRef:UniRef100_A0A231IWI7, UniRef:UniRef50_A6V1S5, UniRef:UniRef90_A0A509JP07
contig_1	cds	21651	21845	+	KHEJPB_00085		heavy metal transport/detoxification protein	RefSeq:WP_003092060.1, SO:0001217, UniParc:UPI00000C5A50, UniRef:UniRef100_A0A077SZY2, UniRef:UniRef50_A0A0C5E773, UniRef:UniRef90_A0A073A335
contig_1	cds	22315	23283	+	KHEJPB_00090	pqqC	Iron-containing redox enzyme	COG:COG5424, COG:H, RefSeq:WP_014602634.1, SO:0001217, UniParc:UPI0002296FFF, UniRef:UniRef100_A0A6A9K166, UniRef:UniRef50_A0A0S2FJX4, UniRef:UniRef90_A0A509JNZ2
contig_1	cds	23316	24302	+	KHEJPB_00095	pqqC	Iron-containing redox enzyme	COG:COG5424, COG:H, RefSeq:WP_003112894.1, SO:0001217, UniParc:UPI00000C5A4E, UniRef:UniRef100_A0A0A8RBI6, UniRef:UniRef50_A0A0S2FJF7, UniRef:UniRef90_A6V1S8
contig_1	cds	24333	25766	+	KHEJPB_00100	purB	adenylosuccinate lyase	COG:COG0015, COG:F, RefSeq:WP_023102924.1, SO:0001217, UniParc:UPI0003B9D728, UniRef:UniRef100_A0A8B5B8S3, UniRef:UniRef50_A0A2R4KQ92, UniRef:UniRef90_A0A5E5R7T9
contig_1	cds	25766	27217	+	KHEJPB_00105	purB	adenylosuccinate lyase family protein	COG:COG0015, COG:F, RefSeq:WP_003092055.1, SO:0001217, UniParc:UPI00000C5A4C, UniRef:UniRef100_A0A0C7CU79, UniRef:UniRef50_A0A3M5MP04, UniRef:UniRef90_A0A3S0L794
contig_1	cds	27267	28340	+	KHEJPB_00110	ubiG	SAM-dependent methyltransferase	COG:COG2227, COG:H, RefSeq:WP_003092054.1, SO:0001217, UniParc:UPI00000C5A4B, UniRef:UniRef100_A0A069Q628, UniRef:UniRef50_A0A2R3IZL5, UniRef:UniRef90_A0A2R3IZL5
contig_1	cds	28853	29704	+	KHEJPB_00115	tauB	ABC transporter ATP-binding protein	COG:COG1116, COG:P, RefSeq:WP_003130104.1, SO:0001217, UniParc:UPI00000C5A4A, UniRef:UniRef100_A0A3A8DEI9, UniRef:UniRef50_A0A378YX19, UniRef:UniRef90_A0A3A8DEI9
contig_1	cds	29745	30752	+	KHEJPB_00120	tauA	nitrate ABC transporter substrate-binding protein	COG:COG0715, COG:P, RefSeq:WP_023083382.1, SO:0001217, UniParc:UPI0003B978DB, UniRef:UniRef100_A0A8B5AKL8, UniRef:UniRef50_I4N7G1, UniRef:UniRef90_A0A367M869
contig_1	cds	30749	31525	+	KHEJPB_00125	tauC	ABC transporter permease	COG:COG0600, COG:P, RefSeq:WP_003112898.1, SO:0001217, UniParc:UPI00000C5A48, UniRef:UniRef100_A0A2V3D5L2, UniRef:UniRef50_A0A399JB33, UniRef:UniRef90_S6ADH6
contig_1	cds	31531	32292	+	KHEJPB_00130	fabG	SDR family oxidoreductase	COG:COG1028, COG:I, RefSeq:WP_023083383.1, SO:0001217, UniParc:UPI0003B95C5A, UniRef:UniRef100_A0A8B5AN17, UniRef:UniRef50_A0A0U1HQI6, UniRef:UniRef90_A0A1C7BKU0
contig_1	cds	32306	32836	+	KHEJPB_00135	qdoI	cupin domain-containing protein	COG:COG1917, COG:R, RefSeq:WP_003112900.1, SO:0001217, UniParc:UPI00000C5A46, UniRef:UniRef100_A0A3E1N2J5, UniRef:UniRef50_A0A7G2JRE2, UniRef:UniRef90_A0A7U7EQ83
