#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	5005	5478	+	DPJDHM_00020	17.5	4.3		RefSeq:WP_020453009.1, SO:0001217, UniParc:UPI0003422874, UniRef:UniRef100_UPI001E3B8968, UniRef:UniRef50_W7RYE1, UniRef:UniRef90_W7RYE1
contig_1	6558	7247	-	DPJDHM_00030	26.0	9.3	PF12679.10|ABC2_membrane_2	PFAM:PF12679.10, RefSeq:WP_020453011.1, SO:0001217, UniParc:UPI00034235C8, UniRef:UniRef100_A0A6I7TQ93, UniRef:UniRef50_A0A1C3SJU0, UniRef:UniRef90_A0A1Y0YSR8
contig_1	31530	31679	-	DPJDHM_00150	5.7	9.5		RefSeq:WP_023856336.1, SO:0001217, UniParc:UPI0003A6B08E, UniRef:UniRef100_A0A6N2GKP6, UniRef:UniRef50_T5HPN0, UniRef:UniRef90_T5HPN0
contig_1	105962	106339	-	DPJDHM_00525	15.0	5.0		RefSeq:WP_020453101.1, SO:0001217, UniParc:UPI00034231FB, UniRef:UniRef100_A0A6I7TYC3, UniRef:UniRef50_A8FHW8, UniRef:UniRef90_A0A1Y0YMX2
contig_1	109213	109596	+	DPJDHM_00550	13.9	8.6		RefSeq:WP_035337781.1, SO:0001217, UniParc:UPI000500B2D7, UniRef:UniRef100_UPI000500B2D7, UniRef:UniRef50_A0A1R1RYE8, UniRef:UniRef90_A0A7Y6U5W4
contig_1	123325	123708	-	DPJDHM_00640	14.6	6.3		RefSeq:WP_020453122.1, SO:0001217, UniParc:UPI00034231CB, UniRef:UniRef100_A0A6N2GRG5, UniRef:UniRef50_A0A1Q8TSJ7, UniRef:UniRef90_A0A6N2GRG5
contig_1	145268	145519	-	DPJDHM_00745	9.6	7.7		
contig_1	145708	145824	-	DPJDHM_00750	4.4	9.5		
contig_1	203847	203990	-	DPJDHM_01000	5.6	4.7		RefSeq:WP_020453188.1, SO:0001217, UniParc:UPI00034249A8, UniRef:UniRef100_A0A6I7TPP3, UniRef:UniRef50_A0A0H3E4G9, UniRef:UniRef90_A0A1C3SJE1
contig_1	210612	211277	-	DPJDHM_01025	25.1	9.3		RefSeq:WP_020453193.1, SO:0001217, UniParc:UPI0003422A36, UniRef:UniRef100_UPI0003422A36, UniRef:UniRef50_A0A7Z0X4K5, UniRef:UniRef90_A0A7Z0X4K5
