#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	338	1378	-	DPJDHM_00005	deoR	Central glycolytic genes regulator	COG:COG2390, COG:K, KEGG:K05311, RefSeq:WP_020453006.1, SO:0001217, UniParc:UPI0003422950, UniRef:UniRef100_A0A6I7TLP2, UniRef:UniRef50_O32253, UniRef:UniRef90_A0A0J6EAX4
contig_1	cds	1858	2865	-	DPJDHM_00010	ssuD	LLM class flavin-dependent oxidoreductase	COG:COG2141, COG:HR, RefSeq:WP_020453007.1, SO:0001217, UniParc:UPI0003422AF9, UniRef:UniRef100_UPI0003422AF9, UniRef:UniRef50_M7NI42, UniRef:UniRef90_A0A7Z1B5S7
contig_1	cds	3005	4360	-	DPJDHM_00015	ansP	amino acid permease	COG:COG1113, COG:E, SO:0001217, UniRef:UniRef50_O32257, UniRef:UniRef90_Q65EM5
contig_1	ncRNA-region	4434	4690	-			T-box leader	RFAM:RF00230, SO:0000140
contig_1	cds	5005	5478	+	DPJDHM_00020		hypothetical protein	RefSeq:WP_020453009.1, SO:0001217, UniParc:UPI0003422874, UniRef:UniRef100_UPI001E3B8968, UniRef:UniRef50_W7RYE1, UniRef:UniRef90_W7RYE1
contig_1	cds	5632	6558	-	DPJDHM_00025	ccmA	ABC transporter ATP-binding protein	COG:COG1131, COG:V, RefSeq:WP_020453010.1, SO:0001217, UniParc:UPI000342399F, UniRef:UniRef100_UPI000342399F, UniRef:UniRef50_A0A2X4VLK0, UniRef:UniRef90_A0A415J862
contig_1	cds	6558	7247	-	DPJDHM_00030		hypothetical protein	PFAM:PF12679.10, RefSeq:WP_020453011.1, SO:0001217, UniParc:UPI00034235C8, UniRef:UniRef100_A0A6I7TQ93, UniRef:UniRef50_A0A1C3SJU0, UniRef:UniRef90_A0A1Y0YSR8
contig_1	cds	7584	8306	-	DPJDHM_00035	lutC	Lactate utilization protein C	COG:C, COG:COG1556, GO:0006089, RefSeq:WP_020453012.1, SO:0001217, UniParc:UPI0003423340, UniRef:UniRef100_A0A6N2FNV1, UniRef:UniRef50_O32259, UniRef:UniRef90_Q65EM1
contig_1	cds	8303	9736	-	DPJDHM_00040	lutB	LutB/LldF family L-lactate oxidation iron-sulfur protein	COG:C, COG:COG1139, GO:0019516, GO:0046872, GO:0051539, RefSeq:WP_020453013.1, SO:0001217, UniParc:UPI0003422F9A, UniRef:UniRef100_A0A6N2FNJ5, UniRef:UniRef50_O07021, UniRef:UniRef90_Q65EM0
contig_1	cds	9779	10564	-	DPJDHM_00045	lutA	Lactate utilization protein A	COG:C, COG:COG0247, GO:0006089, KEGG:K18928, SO:0001217, UniRef:UniRef50_O07020, UniRef:UniRef90_Q62Q36
contig_1	cds	10626	11366	-	DPJDHM_00050	fadR	transcriptional regulator	COG:COG2186, COG:K, RefSeq:WP_020453015.1, SO:0001217, UniParc:UPI00034242AA, UniRef:UniRef100_UPI00034242AA, UniRef:UniRef50_O07007, UniRef:UniRef90_A0A7Z0X1K8
